disaster,description,url
Peru: Floods - Feb 2024,"On February 26th, a National State of Emergency Declaration was issued for 60 days, declaring a Level 4 Emergency due to the impact of heavy rains and flooding in 20 regions. As of March 1st, the National Institute of Civil Defense (INDECI) reported 100,551 people affected by the emergencies and 32 dead (including 9 children). More than 42,000 homes, 68 schools and 129 health centers have been affected, are inhabitable or destroyed. (UNICEF, 8 Mar 2024)",https://reliefweb.int/disaster/fl-2024-000022
Bolivia: Floods and Landslides - Feb 2024,"Heavy rainfall in western Bolivia has resulted in devastating landslides, causing casualties and widespread damage. On 19 February, the National Service of Meteorology and Hydrology (SENAMHI) issued a red alert for three municipalities in La Paz and an orange alert for 279 municipalities across nine departments due to persistent rain and the risk of flooding. (OCHA, 23 Feb 2024)On 28 February, the municipality of Cobija, in northwestern Bolivia, declared a state of emergency due to intense rainfall, causing the overflowing of the Acre River. The flooding left 14 communes underwater, forcing 570 families to seek refuge in six shelters. The ongoing rainy season, exacerbated by the El Niño phenomenon, has claimed 40 lives and affected over 15,000 families, nationwide. The National Meteorological Service has issued an orange weather alert for rains and thunderstorms in La Paz, Cochabamba, Santa Cruz, Beni and Pando. (OCHA, 01 Mar 2024)On 4 March 2024, the Bolivia Ministry of Defense published updated information on the severe rains affecting the country. Nine departments are under an orange alert, and the department of Pando has declared a departmental disaster. A red alert is in effect for three municipalities in the department of Pando and 21 municipalities in the department of La Paz. A municipal disaster has been declared for 18 municipalities and a municipal emergency has been declared in ten municipalities in the country. In total, 26,729 families have been affected, 43 deaths were reported, 483 homes were affected, and 842 homes destroyed, the majority of which were in the department of La Paz. In addition, 5,542 people were evacuated, the majority of which were in Pando. (PAHO, 04 Mar 2024)On 11 March 2024, the Bolivia Ministry of Defense announced the launch of an emergency plan for the municipality of La Paz in response to heavy rains. The government will deploy machinery and technical personnel to support the affected areas for a duration of 60 days. Media is reporting that the La Paz municipal government has declared an emergency due to the heavy rains. (PAHO, 11 Mar 2024)At four months after the start of the rainy season in Bolivia, the overflowing rivers, landslides, and mass displacement have affected 82,201 families (approximately 287,300 people) according to the Vice Ministry of Civil Defence (VIDECI). The national government reports that since November of last year the rains and flooding have caused 52 deaths. 22,433 families have suffered severe losses, and 5,542 people had to be evacuated. [...]VIDECI has reported that 133 municipalities (533 communities) were affected by floods, flash floods, landslides, and other phenomena caused by persistent rainfall. In the city of La Paz, home to Bolivia's seat of government, continuous rainy days have caused rivers to overflow, deep ditches to form, and landslides to affect communities. A total of 3,148 families have been affected, 470 people (116 families) were displaced, and there is a risk of further landslides that could affect more than 4,000 families.In Cobija, an Amazon region city on the border with Brazil, flooding at the end of February affected more than 3,600 people. While many families who were forced to stay in shelters are now able to go home, at least a hundred families will remain in the shelters because they suffered the complete loss of their homes. (UNICEF, 19 Mar 2024)As of 9 Apr 2024, the country is facing heavy rainfall, floods and landslides, with over 50 people killed and 85,000 people affected according to the Government. (UN Climate Crisis Coordinator, 9 Apr 2024)In the last 4 weeks, the Vice Ministry of Civil Defense registered more than 73 events, quantifying 161,258 new exposed people and 84,269 affected, the latter showing a significant increase close to 57%. During this same period, 972 houses have been affected and 114 destroyed.In Bolivia, 171 municipalities are affected by the rains, of which 73 have been declared in municipal disaster and 24 in emergency. The departments of La Paz, Beni, and Chuquisaca have been declared in emergency. [...] The Ministry of Planning for Development estimates that flood response and rehabilitation of key services would require, as of March 17th, more than 23,600,000 USD. (Government of Bolivia/UNCT in Bolivia, 9 Apr 2024)",https://reliefweb.int/disaster/fl-2024-000021-bol
Ecuador: Floods - Feb 2024,"Heavy rainfall has been affecting northern and western Ecuador, in particular Esmeraldas, Manabí and Los Rios Provinces since 30 January, causing floods that have resulted in population displacement and damage. According to the WHO/PAHO, the Ecuadorian Government and media, as of 2 February, more than 3,100 people have been affected across Esmeraldas, Manabí and Los Rios Provinces. In addition, more than 800 damaged houses and over 200 assisted people by national authorities were reported in the Esmeraldas Province. (ECHO, 2 Feb 2024)Since 29 January, heavy rainfall is affecting most of Ecuador, causing floods and landslides, population displacement and damage. According to the Pan American Health Organisation (PAHO), as of 4 March, 429 people have been sheltered across 12 shelters. As of 6 March, the Secretariat of Risk Management of Ecuador (SGR) reported 128,738 impacted people, at least 28,448 affected houses, of which 84 have been completely destroyed.  The number of fatalities and injured people has not increased and still remains at six and seven respectively. (ECHO, 7 Mar 2024)Since 29 January, heavy rainfall, floods (717 events) and landslides (281 events), aggravated by El Niño, have been ravaging most of Ecuador.
As of 3 April, the Ecuador Risk Management Secretariat reports eight fatalities (three in Azuay, one in Orellana, one in Pichincha, one in Santo Domingo de Los Tsáchilas, one in El Oro and another in Manabí Province), and 13 injured people. Moreover, 170,000 people have been impacted, most of them in Manabí and Guayas Provinces. (ECHO, 4 Apr 2024)On 2 April, authorities declared an emergency in the La Gasca sector following a mudslide and flash flood that affected at least 68 individuals, damaged 20 houses and resulted in 1 casualty. There has been a notable increase in the reservoir levels of several creeks, prompting the establishment of 4 temporary shelters. Between 29 January and 1 April, 1,209 rain-related events in 23 of 24 provinces have affected more than 163,000 people across the country, an increase of more than 13,000 since previously reported on 22 March. According to the Secretariat of Risk Management, the extreme weather has now damaged more than 37,000 homes. (OCHA, 5 Apr 2024)Since early 2024, heavy rainfall, floods (850 events) and landslides (450 events) have been affecting most of Ecuador, resulting in an increasing number of casualties. As of 22 May, the Ecuador Risk Management Secretariat reports nine fatalities, three in Azuay, one in Orellana, one in Pichincha, one in Santo Domingo de Los Tsáchilas, one in Bolivar, one in El Oro and another in Manabí province, and 29 injured people. Moreover, almost 195,000 people have been impacted, most of them in Manabí, Guayas, and Los Rios provinces. For the next 24 hours, moderate to localised heavy rainfall is expected over most parts of the country. (ECHO, 24 May 2024)",https://reliefweb.int/disaster/fl-2024-000015-ecu
Philippines: Floods and Landslides - Jan 2024,"Heavy rainfall continues to affect Mindanao Island, southern Philippines, triggering landslides, causing floods, and leading to casualties and damage. According to media, at least seven people died and ten others are still missing following a landslide that occurred in Davao de Oro Province, Davao Region, south-eastern Mindanao. In addition, the ASEAN Disaster Information Network reports more than 10,000 evacuated people in 37 evacuation centres and 218,400 affected people in the Davao Region. In Caraga Region, 26,750 individuals were displaced and sheltered in 40 evacuation centres and 51,800 people were affected following floods and landslides. (ECHO, 19 Jan 2024)The amount of casualties and damage is still increasing following the effects of the Shear Line that caused widespread landslides and floods in Mindanao Island since 15 January. According to the National Disaster Risk Reduction and Management Council, 18 people died and eight were injured in Davao Region. In addition, more than 975,000 people have been affected, of whom 908,654 in Caraga and 66,652 in Davao and more than 500 are still evacuated. (ECHO, 31 Jan 2024)Heavy rainfall has been affecting the eastern Mindanao Island, southern Philippines since 29 January, causing floods and triggering landslides that have resulted in population evacuation and damage. ADINet reports, as of 2 February, more than 2,500 evacuated people in 23 evacuation centres and a total of nearly 3,100 affected people across Davao de Oro and Davao Oriental Provinces, Davao Region. In addition, the same source reports over 9,500 evacuated people in 37 evacuation centres, a total of approximately 35,000 affected people, three damaged houses, and one damaged bridge throughout the Caraga Region. (ECHO, 2 Feb 2024)From 28 January to 02 February, the Northeast Monsoon and the trough of the Low Pressure Area brought continued heavy rains that resulted in landslides and massive flooding in Davao and Caraga region. As of 06 February, NDRRMC reported for validation 18 dead and 11 missing persons. Almost 1.1 million persons were affected while 354,000 are currently displaced. These are the same areas that were affected by heavy rains due to shearline in early January 2024. (OCHA, 6 Feb 2024)Following the landslide that occurred on 6 February in Maco Municipality in Davao de Oro Province, Mindanao Island, southern Philippines, the number of casualties is increasing. According to media reports, at least seven people died, 48 are still missing and 31 have been injured due to a landslide that hit three passenger buses. More than 750 families have been evacuated to evacuation centers and 62 houses have been damaged.  (ECHO, 8 Feb 2024)Two earthquakes of 5.8 M (5.9 M according to national authorities) and 5.4 M in northern Mindanao Island on 10 February halted search and rescue activities of people buried by a landslide that hit the mountain village of Masara in Davao de Oro Province (Davao Region, bordering the Caraga Region) on 6 February and resulted in 54 fatalities and 63 still missing people. (ECHO, 12 Feb 2024)The humanitarian impact is increasing following the landslide which occurred in the village of Masara in Davao de Oro Province (Davao Region, northern Mindanao, southern Philippines) on 6 February and the severe weather and flood events that hit several parts of Mindanao since early February. According to media, the death toll due to the landslide in Masara has climbed to 68, while 51 people are still missing. In addition, more than 321,000 people have been displaced and almost 1,4 million others affected across five regions of Mindanao Island. Humanitarian partners and national authorities are providing assistance for those affected. (ECHO, 13 Feb 2024)As of 14 February, 419,135 families or 1, 402,648 people were affected by flooding across Mindanao, affecting five regions, 13 provinces in 69 cities/municipalities and 832 barangays. Of these, 318,984 people are displaced; over 23,000 are in 95 ECs while around 85% are outside evacuation centers, taking temporary shelter with family and friends or staying in makeshift shelters. Several infrastructures and houses were damaged; around 1,603 houses were damaged of which 666 were totally damaged; 289 road sections and 26 bridges were affected, making many areas inaccessible. (OCHA, 17 Feb 2024)As of 19 February, the National Disaster Risk Reduction and Management Council (NDRRMC) disclosed that the combined effects of the Northeast monsoon and the Trough of Low-Pressure Area (LPA) had affected 471,819 families, totalling over 1.5 million individuals across five regions, 13 provinces, and 881 barangays in Mindanao. Over 210,000 people remain displaced, most outside evacuation centres, while the remainder are accommodated in 68. Specifically, in Mawab and Maco towns in Davao De Oro, approximately 4,900 individuals are residing in evacuation centres following the Masara landslide incident, resulting in 93 reported fatalities and eight missing individuals. The NDRRMC documented a total of 49 landslide incidents as of 13 February. Additionally, 25,010 hectares of crops were damaged, affecting 19,071 farmers. (OCHA, 19 Feb 2024)Heavy rainfall and thunderstorms affected southern Philippines, in particular the Mindanao Island on 18-19 June, causing floods that resulted in damage. The ASEAN Disaster Information Network (ADINet) report, as of 21 June, 24,548 affected people across Maguindanao del Sur and Lanao del Sur provinces in Bangsamoro Autonomous Region in Muslim Mindanao (BARMM) in western Mindanao Island. (ECHO, 21 Feb 2024)The number of impacted populations increased following the heavy rainfall and floods of 18-19 June that hit Maguindanao del Sur province in Bangsamoro Autonomous Region in Muslim Mindanao, Mindanao island, southern Philippines. According to the DSWD Disaster Response Management of the Philippines, as of 26 June, more than 50,000 people living in 19 districts of Datu Montawal, Papagawan and Pagalungan Municipality have been affected. (ECHO, 27 Jun 2024)On 8 July, very heavy rainfall and thunderstorms were experienced over some areas of Cebu and Negros Oriental provinces (Central Visayas region, central-southern Philippines), which caused floods and resulted in casualties and damage. The worst-hit cities and municipalities are Bindoy, Carmen, Mandaue City, and Minglanilla. According to the ASEAN Disaster Information Network (AHA Centre), as of 8 July, at least seven people have died while two others are still missing. In addition, 307 people have been displaced and evacuated in two evacuation centres, two houses have been destroyed while another has been damaged. (ECHO, 10 Jul 2024)The amount of casualties is increasing after the flood events that occurred on 8 July over some areas of Cebu and Negros Oriental provinces (Central Visayas region, central-southern Philippines). The worst-hit cities and municipalities were Bindoy, Carmen, Mandaue City, and Minglanilla. According to the ASEAN Disaster Information Network (AHA Centre), as of 12 July, eight people have died, while one person is still missing. In addition, 419 people have been affected, and 46 others are still displaced. In addition, four houses have been destroyed while another seven have been damaged. (ECHO, 12 Jul 2024)Heavy rainfall has been affecting western Luzon and Mindanao islands in the Philippines since 11 July, causing floods and landslides that resulted in casualties and damage. The National Disaster Risk Reduction and Management Council (NDRRMC) report, as of 15 July, two fatalities, of whom one in Northern Mindanao and one in Davao regions, one missing person, two injured people, 17,832 displaced people in 55 evacuation centres and approximately 54,289 affected people across Zamboanga Peninsula, Northern Mindanao, Davao, Soccsksargen and BARMM regions. In addition, 73 houses, two schools, three bridges and 55 roads have been affected. (ECHO, 15 Jul 2024)Heavy rains from the Intertropical Convergence Zone triggered flooding and landslides within the Bangsamoro Region, Mindanao, affecting over 600,000 people as of 16 July. In Matanog town, Maguindanao Del Norte, a severe flash flood occurred, leading to displacement, casualties, and extensive damage to property and infrastructure - municipal authorities reported it as the most severe flash flood in terms of water volume, resulting in 23 injuries, 7 fatalities and 2 people missing. The flood destroyed 285 houses and damaged 510 houses, including three schools, one of which was completely damaged. (OCHA, 16 Jul 2024)The combined effects of the southwest monsoon and two tropical cyclones within the Philippine Area of Responsibility (PAR) have impacted over 1,120,000 people and displaced nearly 65,000 people in regions III, MIMAROPA VII, IX, X, XI, XII, CARAGA, and Bangsamoro Autonomous Region in Muslim Mindanao (BARMM). Almost all of the displaced population are from Mindanao. The national government has reported eight deaths, with 23 people injured or missing since the rains began on 09 July. Heavy rain continues to affect the entire country as the interactions between the tropical cyclones enhance the southwest monsoon (Habagat). Typhoon Gaemi (local name Carina) has intensified further as it moves north-northwest and is expected to exit PAR by 25 July. The national government is on Red Alert and convened a national response cluster meeting on 23 July. The government has taken the lead in assessment and response efforts, identifying temporary shelter materials, shelter repair kits, food and non-food items as the immediate needs of the affected people. The Mindanao Humanitarian Team continues to support the government response clusters in assessments, response planning and provision of essential items and services. (OCHA, 23 Jul 2024)Areas of the Philippines, especially Mindanao are currently affected by significant experiencing floods and landslides due to continuous rainfall, affecting 882,861 people of which 612,234 are displaced. (ECHO, 24 Jul 2024)Since 9 July, the combined effects of the southwest monsoon and Tropical Cyclone Gaemi (local name Carina) have brought heavy to intense rainfall across the Philippines, affecting over 4.8 million people nationwide. The National Disaster Risk Reduction and Management Council (NDRRMC) reports 39 fatalities (14 confirmed and 25 under validation), nine injuries, and six people missing. Approximately 108,000 people are currently displaced and housed in 557 evacuation centers. The disaster has caused significant damage, with infrastructure losses estimated at USD 73.4 million (PHP 4.3 billion) and agricultural damages amounting to USD 9.4 million (PHP 552 million), affecting 23,500 farmers and fisherfolk. In response, the Government of the Philippines is leading coordination efforts, supporting families in evacuation centers and initiating early recovery actions. Over 100 cities and municipalities have declared a state of calamity, enabling access to disaster funds. The Department of Social Welfare and Development and other national agencies have distributed approximately USD 5.44 million (PHP 319 million) in aid to the affected areas. (OCHA, 31 Jul 2024)",https://reliefweb.int/disaster/ls-2024-000003-phl
Brazil: Floods - Jan 2024,"Heavy rainfall has been affecting south-eastern Brazil, in particular the Rio de Janeiro State over the last 48 hours, causing floods, flash floods and triggering landslides that have resulted in casualties and damage. Media report, as of 15 January, eleven fatalities and one person still missing across the Rio de Janeiro Metropolitan Region. In addition, media also report the flooding of the subway network. The state of emergency was declared by the local authority over the Rio de Janeiro City area. Over the next 48 hours, more heavy rainfall with locally very heavy rainfall is still forecast over the whole Rio de Janeiro State. (ECHO, 15 Jan 2024)Since 26 January, heavy rainfall has been affecting Bahia State, in north-eastern Brazil, causing floods that have resulted in casualties and damage. According to local authorities and to the Pan American Health Organisation (PAHO), as of 30 January, four people died, of whom two in Castro Alves Municipality, other two in Aporá and Wanderley Municipalities respectively. At least 7,197 people have been displaced, the most affected Municipalities are Mutuípe, Medeiros Neto, Ilhéus, Muquém do São Francisco, Wanderley, and Cotegipe. A state of emergency has been declared for 14 Municipalities: Dário Meira, Cotegipe, Ilhéus, Medeiros Neto, Ibicuí, Anagé, Muquém de São Francisco, Iguaí, Quijingue, Wanderley, Jaguaquara, Ubaíra, Saubara and Milagres. (ECHO, 31 Jan 2024)The toll of the floods continues to increase following the heavy rainfall that has been affecting Bahia State, central-eastern Brazil since 26 January. According to local authorities and the Pan American Health Organisation (PAHO), as of 5 February, six people died, 9,751 have been displaced and 117,000 others affected across 34 municipalities. In addition, 24 of the 34 affected municipalities are under an Emergency Situation decree. For the next 24 hours, moderate to locally heavy rainfall is forecast across the affected state. (ECHO, 9 Feb 2024)Heavy rainfall has been affecting Amapá State in northern Brazil since 13 February, causing floods that have resulted in population displacement and damage. According to Pan American Health Organization (PAHO) reports, as of 16 February, at least 97 families have been evacuated in a shelter in Macapá Municipality in eastern Amapá State and several houses have been damaged due to floods. On 14 February a state of emergency was issued in the Macapá Municipality. Over the next 48 hours, more rainfall and isolated thunderstorms are expected over the southern Amapá State. (ECHO, 16 Feb 2024)Following the heavy rainfall that has been affecting Brazil since 25 February, causing flooding and rivers overflow, the number of displaced people and damage are increasing. As of 29 February, the Pan American Health Organisation (PAHO) reported that the displaced people are 20,182, of whom 6,627 are sheltered across 70 shelters in Acre State, on the border with Peru and Bolivia. In addition, Brasileia Municipality is isolated due to the overflow of the Acre River. The state of emergency is declared for the following Municipalities: Assis Brasil, Brasileia, Capixaba, Cruzeiro do Sul, Epitaciolândia, Feijó, Jordão Mâncio Lima, Marechal Thaumaturgo, Plácido de Castro, Porto Walter, Rio Branco, Santa Rosa do Purus, Sena Madureira, Tarauacá, and Xapuri. Over the next 48 hours, more rainfall and isolated thunderstorms are still forecast over the Acre State. (ECHO, 4 Mar 2024)The number of displaced people and damage continues to rise, following the heavy rainfall that has been affecting Acre State in western Brazil since 25 February, causing flooding and rivers overflow. As of 7 March, according to the Government of Acre and to WHO PAHO, a total of 28,855 people have been displaced, out of which 10,033 housed in 102 shelters across 14 municipalities. In addition, the overflow of the Juruá River has affected 19,694 people in Cruzeiro do Sul Municipality. (ECHO, 8 Mar 2024)Following the heavy rainfall that has been affecting south-eastern Brazil, in particular the Espirito Santo State and Rio de Janeiro State, causing floods and triggering landslides, the number of casualties and severe damage is increasing. As of 26 March, according to media reports, 27 people died, of whom 19 fatalities in Espirito Santo State, at least six people are still missing and five people have been rescued. In addition, more than 7,000 people have been displaced throughout the Espirito Santo State. Over the next 48 hours, more rainfall with locally heavy rainfall is forecast over the Rio de Janeiro and the Espirito Santo States. (ECHO, 26 Mar 2024)According to the Pan American Health Organization (PAHO), as of 3 April, at least 2,323 people have been displaced due to heavy rainfall in Maranhão State. At least 13 Municipalities have declared a state of emergency: Formosa da Serra Negra, São Roberto, São João do Sóter, Tuntum, Monção, Pindaré-Mirim, Conceição do Lago Açu, Lago da Pedra, Lagoa Grande do Maranhão, Carutapera, Governador Nunes Freire, Boa Vista do Gurupi, and Trizidela do Vale. Over the next 48 hours, more rainfall is forecast over Maranhão State, with locally very heavy rainfall. (ECHO, 04 Apr 2024)Heavy rainfall has been affecting south-eastern Brazil (Santa Catarina State) over the last few days, causing floods and landslides that have resulted in population displacement and damage. According to media, as of 15 April, at least 85 people have been displaced, of whom 11 have been sheltered in an evacuation centre due to floods. In addition, the BR-101 highway has been blocked and several roads have been flooded. Over the next 24 hours more heavy rainfall is still forecasted over southern Brazil. (ECHO, 18 Apr 2024)On 2 May 2024, the Government of the state of Rio Grande do Sul, Brazil, published updated information on the heavy rains affecting 147 municipalities of the state (40 increase since the 1 May report). In Rio Grande do Sul, there were 67,860 people affected (48,750 increase), 12 people were reported as injured (1 increase), and a total of 13 deaths have been reported (3 increase). In addition, there were 72,459 people displaced (67,448 increase), of which, 4,599 are in shelters (3,527 increase). (PAHO, 2 May 2024)Rio Grande do Sul state (southernmost Brazil) is still experiencing heavy rainfall that is causing floods and landslides, leading to an increasing number of casualties and damage. According to the Civil Defense of Rio Grande do Sul, 78 people have been confirmed dead, 105 others are still missing and 175 have been injured. Moreover, 18,847 people have been sheltered, almost 116,000 displaced, and 844,673 affected across 341 municipalities. National authorities have rescued 1,000 people through rescue and emergency operations, as reported by the Civil Defense of Rio Grande do Sul. The Copernicus Emergency Management Service (EMSR720) was activated in rapid mapping mode on 3 May to provide flood extent and damage assessment, and five maps have been produced so far. (ECHO, 6 May 2024.)The number of casualties and the damage are still increasing following the heavy rainfall that has been affecting the Rio Grande do Sul state since early May, causing floods and triggering landslides and mudslides. The Civil Defense of Rio Grande do Sul reports, as of 16 May, 151 fatalities, 104 people still missing, 806 injured people, nearly 540,200 displaced people - of which around 77,200 evacuated in several shelters - and a total of approximately 2,282,000 affected people across 461 municipalities throughout the state. The same source reports over 76,600 rescued people across the affected municipalities. The Copernicus Emergency Management Service (EMSR720) was activated in rapid mapping mode on 3 May to provide the damage assessment, producing 17 maps so far. Over the next 72 hours, heavy rainfall with locally very heavy rainfall is still forecast over northern Rio Grande do Sul state. (ECHO, 17 May 2024)",https://reliefweb.int/disaster/fl-2024-000036-bra
South Africa: Floods - Jan 2024,"On the 7th of January 2024 to date, storm surge resulted in flooding affected KwaZulu Natal and Free State province. Around 1,226 households, (6,418 people) were affected in Free State and KwaZulu Natal. Severe damages were also reported ... According to the reports by Government, 41 fatalities, which included 21 were from Ladysmith in Kwazulu Natal and the others in the Free State province. Four people are still missing in KwaZulu Natal province. The heavy storms have affected different districts in KwaZulu Natal, especially uThukela (Ladysmith), uMzinyathi, Amajuba district Municipality where fatalities were reported due to drowning, displacement and other people still reported missing. (IFRC, 28 Jan 2024)",https://reliefweb.int/disaster/fl-2024-000008-zaf
DR Congo: Floods - Jan 2024,"In the last few days, heavy rainfall has affected parts of the Democratic Republic of the Congo (DRC), particularly the eastern and southern areas, causing floods and triggering landslides that resulted in casualties and damage. According to media, as of 28 December, 60 fatalities have been reported, of whom 22 were in Kasai-Central Province, 20 in Bukavu City (South Kivu Province) and 20 in Burhinyi Village, 50 km from Bukavu City. Moreover, 16 people are still missing and more than 1,400 houses have been damaged. Floods are also reported in the northern part of the country. Over 100 households would have lost their homes in Mbandaka (Province of Équateur) according to media reports. (ECHO, 3 Jan 2024)Heavy rainfall has been affecting the north-eastern Democratic Republic of the Congo (DRC) over the last months, causing floods and flash floods due to the rising of the Congo River water level that has resulted in casualties and damage. According to media, as of 12 January, at least 300 people died and nearly 300,000 households have been affected by floods, the capital Kinshasa is one of the most affected areas. In addition, tens of thousands of houses have been destroyed. (ECHO, 12 Jan 2024)",https://reliefweb.int/disaster/fl-2024-000009-cod
Congo: Floods - Dec 2023,"The Republic of Congo is facing severe floods since the past weeks. On 29th December, the Government conveyed an emergency meeting with country partners following the unprecedented increase of the Congo River and its main tributaries. The impact of the floods is significant, with around 189,000 people reported affected on 7th to 320,891 as of 29th December from a statement provided by the Government, with people directly impacted by the floods, subject to displacement and severe losses as a result of this catastrophe. The worst-affected departments are Likouala, Sangha, Cuvette, Plateaux, Niari, Brazzaville and Pointe-Noire (heavy rains), with 361 villages and 36 neighborhoods submerged due to the exceptional flooding of the Congo River and its tributaries over the past sixty years.The impact of the rains to date on the population already far exceeds the number of people affected over the OND period during floods in 2021 (164,679 people - evaluation with the Government) and 2022 (222,000 people). Heavy rains being expected until March, the situation is worrying and the Government called partners for support. The Congolese Red Cross (CRC) as a main partner is mobilized to scale-up the support already engaged in coordination with the Government.According to experts, the rainfall is twice as heavy as the usual average. The deadly floods and heavy rains continue. According to the same source, the floods caused 17 deaths in the departments of Likouala, Plateaux, Brazzaville and Pointe-Noire. 6 people were reported missing in the Likouala and Cuvette departments. In all, more than 2,292 hectares of farmland were flooded. (IFRC, 16 Jan 2024)Water levels continue to recede in all affected areas. This withdrawal of water increases the need for disinfection and cleaning of flooded structures, in particular schools, health structures and water points. During this period of recession, there is also a risk of increased epidemiological risks and the spread of water-borne diseases which further increase the vulnerability of children and affected communities. (UNICEF, 12 Apr 2024)",https://reliefweb.int/disaster/fl-2023-000259-cog
Lesotho: Severe Local Storm - Dec 2023,"From the 22nd - 28th December 2023, most parts of the country received heavy rainfall coupled with strong winds which caused severe damages affecting 190 households (968pp). The impacts of the shocks (heavy rains and storms) were mostly felt by communities mostly in Maseru and Quthing district and lower impact was reported Berea, Mokhotlong, Thaba Tseka. The storm severely damaged businesses and transport networks which hindered full access to essential services such as markets, health services and churches and the situation is expected to worsen in the coming months (January to March) as more rains have been projected by the Lesotho Meteorological Services. The affected families are displaced as their houses were blown away by storms and food stock are also destroyed by rains, as well as some small businesses in the districts. The families opted to seek for shelter with their neighbors and relatives as a temporary solution. (IFRC, 21 Jan 2024)",https://reliefweb.int/disaster/st-2023-000261-lso
Argentina: Severe Local Storm - Dec 2023,"On 16 December in the city of Bahía Blanca, south of the Province of Buenos Aires, gusts of over 140 kms per hour not only affected access to services such as electricity and water, but also had an impact on urban infrastructure and homes. As a result, the Club Bahiense del Norte building collapsed and 13 people lost their lives, including a 4-year-old girl, and more than 20 were injured. The damage to the infrastructure of homes has been considerable, mainly in neighborhoods far from the central area of the city, with roofs blown off, falling masonry and walls, among others. Hundreds of electric power poles and old trees have fallen as a result of the intense winds, making it difficult to restore electric power and therefore delaying access to water in many communities, as well as delaying early recovery tasks, generating difficulties in accessing the most exposed communities. On 18 December the Governor of the Province of Buenos Aires decreed a State of Emergency for 30 days for the entire territory of the Province, which was made official in the Official Gazette.(IFRC, 30 Dec 2023)",https://reliefweb.int/disaster/st-2023-000256-arg
