disaster,description,url
DR Congo: Floods - Nov 2016,"Since November, rains and winds have hit the town ofGemena, headquarters of the province of Sud-Ubangi...On 9 November 2016, rain and violent winds intensified, causing extensive floods in the Gemena neighbourhoods located on the banks of rivers Mombonga, Sukia and Labo. (IFRC, 25 Nov 2016)The impact of the rains and violent winds caused flash flooding, leaving seven people wounded. These people received first aid and were evacuated to the nearest health centres. A rapid evaluation by the National Society noted that 105 houses were destroyed: 53 of these completely and 52 partially, while the balance of affected families, 173 families, lost their household possessions. Four wells (out of seven) in Gemena town were contaminated with dirty rainwater and 200 household latrines, half of those available, were flooded or entirely swept away.  (IFRC, 20 Feb 2017)Heavy flooding sparked by torrential rains and surging river waters on 26 - 27 December killed at least 50 people and left thousands more homeless in the country’s south-western region. The heavy rains caused the Kalamu river, which flows through the city ofBomainto the River Congo, to overflow for two hours before the waters receded. The waters left parts of the city covered in up to a metre of mud.(OCHA, 3 Jan 2017)One month after severe flooding in the southwestern town of Boma killed at least 50 people and caused extensive material damage, nearly 3,000 households - out of 3,400 affected - have received assistance from humanitarian organizations and provincial authorities, as well as private companies and Congolese citizens. Food, pharmaceuticals, and other necessary items were distributed during the past two weeks. Relief teams continue to advocate for psychosocial support for those who faced trauma.(OCHA, 31 Jan 2017)",https://reliefweb.int/disaster/fl-2016-000124-cod
Serbia: Floods - Nov 2016,"On 7 November 2016, heavy rainfall affected several areas of Kosovo* for three days with major floods. The situation is critical in the municipalities in Vushtrri, Gjakova, Rahovec, Podujeva and Malisheva.On 11 November 2016, the highest rainfall intensity recorded was 65-90 mm within 24 hours, which in total is 125-165 mm (l/m2). According to the preliminary information provided by the RCK structure operating in the flooded areas, the affected families have lost their winter food reserves and their livestock, including their home furniture and home appliances.Many families have been evacuated and some are in the process of being evacuated to schools. Power stations and water supply stations were flooded and many of the affected areas have no power and drinking water.  (IFRC, 24 Nov 2016)",https://reliefweb.int/disaster/fl-2016-000122-srb
Albania: Floods - Nov 2016,"Since 7 November 2016, heavy rainfall affected Albania, especially the northern regions of the country. River flows have been rapidly increasing and worsened by illegal constructions next to river basins causing streams of water to descend into towns.The heavy rainfall has made the water levels of the Drini and Mat rivers which feed five hydroelectricity power lakes built on the rivers (Fierza, Koman, Vau i Dejes, Ulza and Shkopet). Authorities have been obliged to open the emergency gates to release the water from the lakes.The rain is nevertheless falling and the flooding is spreading to the Southern region ( Vlora and Fier areas) with the water level of the Vjosa River rising. In these areas 25 houses have been affected and the families have been evacuated from their homes. (IFRC, 22 Nov 2016)As of 2 December, the Union Civil Protection Mechanism response reported 2 dead people, 40 destroyed bridges, 1,200 flooded houses, 1,000 km of blocked roads and 5,500 ha of flooded farmland. (ECHO, 2 Dec 2016)",https://reliefweb.int/disaster/fl-2016-000117-alb
Dominican Republic: Floods and Landslides - Nov 2016,"Heavy rains continue to affect the country, causing flooding in several provinces already affected by the rains of last week. On 11 November, an Emergency Declaration for the provinces of Puerto Plata, La Vega, Espaillat and María Trinidad Sánchez was released. 17 provinces are on alert, six of which on red alert. Evacuations are taking place and the Ministry of Education suspended classes in these provinces. 20 135 displaced people are being hosted by their communities and 294 people are officially housed in three shelters. 4 089 houses are damaged, 50 have been totally destroyed and a total of 131 communities are isolated. (ECHO, 15 Nov 2016)The IFRC launched an emergency appeal of 2,459,751 Swiss francs to support the Dominican Red Cross to deliver assistance and support to some 25,000 people (5,000 families) for 12 months. (IFRC, 24 Nov 2016)According to preliminary reports, 20,055 people have been moved to safe places with relatives and friends since 10 November 2016. Approximately 4,200 homes were affected, 60 were destroyed and 234 people are still seeking shelter in the 4 official collective centres in the provinces of Puerto Plata, La Vega and Nagua. Due to increased water levels caused by the heavy rainfall, the Dams Committee was forced to release water from the Tavera Dam in the province of Santiago to prevent it from bursting; the release of water flooded some of the communities in the provinces of Santiago, Valverde and Montecristi.(IFRC, 29 Dec 2016)",https://reliefweb.int/disaster/fl-2016-000123-dom
Egypt: Floods - Oct 2016,"Heavy rains and flooding affected the Assuit, Red Sea, Sohag, South Sinai and Qena governorates of Egypt in late October and early November.The torrential rains, which began late on Wednesday 26 October 2016, coupled with exceptionally high winds, have forced the authorities to shut four sea ports in Suez and Port Said provinces and to close some schools and main roads.  At least 6,500 families — approximately 32,500 people — need emergency food, shelter, water and sanitation. Twenty-six people have been killed and 72 injured. (OCHA, 5 Dec 2016)Upper Egypt and Red Sea mountainous regions, impoverished areas with poor infrastructure, receive torrential downpours annually in late October and early November. Due to bad weather, the heavy rainfall and floods hit several governorates of Egypt (South Sinai, Red Sea, Sohag, Qena, and Assuit). In addition to deaths and injuries, houses have been swept away, main roads were closed and telephone and power lines were cut especially in Red Sea Governorate. (IFRC, 9 Nov 2016)The European Union is supporting the Egyptian Red Crescent in delivering relief assistance to meet the immediate needs of up to 10.000 people affected by the floods: this will help finance the first aid response as well as hygiene promotion and kits to reduce the risk of water and sanitation related diseases. (ECHO, 21 Nov 2016)",https://reliefweb.int/disaster/fl-2016-000114-egy
Typhoon Sarika - Oct 2016,"A weather disturbance which formed earlier this week, in the sea, east of Philippines has intensified to Typhoon Sarika (local name Karen). The national meteorological agency estimates that Sarika will make landfall in the Aurora Quezon area as an equivalent of Category 2 cyclone early Sunday, 16 October.  (IFRC, 15 Oct 2016)Typhoon Sarika made landfall inthe Philippinesin Aurora province, eastern Luzon...on 15 October, as a strong Typhoon...It crossed Luzon swiftly, passing through the provinces of Aurora, Nueva Vizcava, Nueva Ecija and Pangasinan, losing strength but remaining a typhoon. The National Disaster Management Agency in the morning of 17 October (UTC) reported no casualties, about 200 houses damaged, minor landslides and power cuts. Around 40 000 people were preemptively evacuated and about 25 000 of them were still in shelters as of same date. (ECHO, 17 Oct 2016)Typhoon Sarika emerged over the South China Sea a few hours after landfall in the Philippines and moved W-NW in the general direction of Hainan province ofChina. (ECHO, 17 Oct 2016)As of 03 November, the official partial estimates of damage caused by both typhoons Sarika andHaima, which hit northern Luzon on 19 October, included 248 872 tonnes of lost crops. Large numbers of people are still living in temporary shelters and relying on humanitarian support. Most of the population affected by the typhoons are critically dependent on agriculture for their livelihoods and many are vulnerable to food insecurity. (FAO, 03 Nov 2016)As of 04 November, preliminary official estimates indicated that about 400,000 hectares of paddy, maize and high value crops (such as mango, banana, papaya, cassava and vegetables) were adversely affected by both typhoons Haima and Sarika. The overall damage to the agriculture sector was estimated to be close to USD 234 million. However, the overall impact on 2016 cereal crops is expected to be limited. (FAO, 16 Nov 2016)On 18 October, Typhoon Sarika made landfall on China's southern island of Hainan as a Category 2 typhoon with torrential rain and winds of up to 162 km/h. Nearly 500,000 people were evacuated from coastal and low-lying areas. (OCHA, 24 Oct 2016)As of 19 October In Hainan province, more than 500 houses collapsed and more than 2,000 were damaged, according to China's Ministry of Civil Affairs. (IDMC, 19 Oct 2016)Severe flooding triggered by heavy rainfall in the central provinces ofViet Namhas forced thousands of families to evacuate to safer grounds and left many other residents stranded without food or safe drinking water in their homes. According to local authorities, at least 21 people have died, 18 were injured, and 8 others are still missing after the floods inundated more than 27,000 houses and damaged 770 homes in the provinces of Nghe An, Ha Tinh, Quang Tri, Thua Thien Hue and Quang Binh, which was the most impacted. Around 1,600 hectares of rice fields have been damaged and some families lost their livestock in the floods.  (IFRC, 18 Oct 2016)On 17 November, the International Federation of Red Cross and Red Crescent launched an Emergency Appeal seeking 1.4 million Swiss francs to support theViet NamRed Cross (VNRC) to deliver assistance and support to 30,775 people for nine months, with a focus on water, sanitation and hygiene (WASH); shelter (including household non-food items); disaster risk reduction and National Society capacity building. According to the IFRC, people in affected areas have inadequate access to basic hygiene and limited access to safe water and nutritional food, potentially exposing them to health risks. (IFRC, 17 Nov 2016)The National Disaster Risk Reduction and Management Council reports that Typhoon Sarika affected a total of 70,169 families, or 300,396 people, in six regions: I, II, III, CALABARZON, V and CAR. (IFRC, 14 Dec 2016)On 20 December, the European Commission announced the release of € 328 000 in humanitarian aid funding to channel emergency relief to communities affected by typhoons Sarika and Haima. The aid will focus on providing assistance to meet the most pressing needs of 17 000 people in some of the worst hit provinces: Aurora, Cagayan, Catanduanes, Kalinga and Nueva Vizcaya. (ECHO, 20 Dec 2016)",https://reliefweb.int/disaster/tc-2016-000108-phl
Hurricane Matthew - Sep 2016,"As of 1100 EST on 3 October, Category 4 Hurricane Matthew was some 330 km south-east from Kingston (Jamaica) and 440 km south-west from Port-au-Prince (Haiti) in the Caribbean Sea, moving north-west at 9 km/h, with maximum sustained winds of 220 km/h, according to the National Hurricane Center (NOAA). Hurricane-force winds extend outwards up to 55 km from the centre and tropical-storm-force winds extend outwards up to 295 km. (OCHA, 3 Oct 2016)The powerful Hurricane Matthew directly impacted Cuba during eight hours from late afternoon on October 4th until the early morning of October 5th, with a strength of category 4 hurricane according to the Saffir-Simpson scale. First estimates indicate that 1,079,000 people are affected, and that 176,000 people are isolated in the province of Guantánamo. (UNCT, 5 Oct 2016)In Haiti, media reports are emerging of more than 100 deaths by 6 October, as teams begin to reach isolated communities. UNOSAT analysis of the affected areas indicates more than 1 million people may have been affected by the hurricane-force winds and rain, while the Haitian Civil Protection Agency reports that 350,000 people need assistance. (OCHA, 6 Oct 2016)On 10 October, theFlash Appealseeking US$119 million waslaunched. According to the Haitian Ministry of Interior, more than 19% of the Haitian population -2,1 million persons- has been affected by the hurricane and more than 12% -1,4 million persons- are in need of urgent assistance in different departments of the country, and more specially in the South and in the Grand’Anse departments. (OCHA, 4 Dec 2016)TheCritical Needs Overviewpublished on 5 November revised the initial Flash Appeal and increased the requirements to US$139 million. (OCHA, 5 Nov 2016)ThePost-Disaster Needs Assessment (PDNA)of February 2017 indicated US$2.7 million over three years are required for recovery in the Departments affected by the cyclone. (Govt. Haiti, 3 Feb 2017)Six months after Hurricane Matthew, WFP is phasing out its emergency response operation which reached more than 100,000 in March 2017 and more than 900,000 people since October 2016, and is planning the transition to recovery programming starting in April. With this transition, WFP will implement targeted seasonal food assistance for 127,000 people and supplementary feeding programme to prevent chronic malnutrition in children in Grande Anse and Nippes during the lean season from April to June.  (WFP 31 Mar 2017)The Haitian Red Cross Society set up an online platform for information management with support from the IFRC Information Management (IM) Team. This platform is built for information and documents dissemination:Operation: Hurricane Matthew Dashboard. Initially dedicated to common vulnerability analysis, monitoring process and evaluation for all members of the RCRCM, the platform evolved to serve operational and coordination purposes. The backend tool also helped to define the budget and human resources (stored job descriptions) for each sector. Furthermore, the sectors of intervention that have been retained for the recovery phase of the operation (Health, WASH, Shelter, and Livelihoods) are planned and will be implemented in an integrated manner. (IFRC, 18 Apr 2017)As of 03 June, areas worst affected by the passage of Hurricane Matthew are likely to remain in Crisis (IPC Phase 3) through June 2017. Starting in July, harvests of Printemps crops, associated seasonal declines in staple food prices, and agricultural labor income are expected to improve food security outcomes. Between June and September, most areas of the country will face Minimal (IPC Phase 1) or Stressed (IPC Phase 2) acute food insecurity outcomes, while certain households will remain in Crisis (IPC Phase 3) in parts of the southern peninsula, upper Artibonite, and Sud-Est Department. (FEWS, 03 June 2017)As of July 2017, 1.4 million people among the 2.1 million affected by Hurricane Matthew are still in need of humanitarian assistance. (OCHA, 3 Aug 2017)",https://reliefweb.int/disaster/tc-2016-000106-hti
Senegal: Floods - Sep 2016,"On the nights of September 4 and 5, 2016, a heavy rain accompanied by strong winds caused significant material and human damage with a large number of affected people. In the area of St. Louis, it was estimated that there were about 1,313 affected families; especially in the department of Dagana that recorded 5 deaths and 106 injured, and destroyed houses, fields, schools, sleeping materials, household goods (chair, clothing, etc.) and walls. In addition, food stock reserves, poultry and livestock were lost in 4 towns and in the 40 villages mentioned below. (IFRC, 21 Sep 2016)Recurring floods during the rainy season could affect over 210.000 persons. The provision of hygiene kits and WASH-in-Nut programmes will be essential to avoid a further deterioration of the nutritional situation and to strengthen communities’ resilience. (OCHA, 30 Sep 2016)",https://reliefweb.int/disaster/fl-2016-000102-sen
DPR Korea: Floods - Aug 2016,"From 29 August to 31 August 2016, heavy rains fell in North Hamgyong Province, Democratic People’s Republic of Korea (DPRK). More than 300mm of rain were reported in just two days, causing flooding of the Tumen River and its branches in this region around the Chinese-DPRK border. (IFRC, 3 Sep 2016)On 21 September, 2016, IFRC launched a CHF 15.2 millionemergency appeal(USD 15.5 million, Euros 13.9 million) to reach more than 163,000 people affected. (IFRC, 21 Sep 2016)As of 23 September, there have been 138 deaths reported, with a further 400 people missing and presumed dead. The number of injured people remains unknown. At least 140,000 people have been severely affected across six counties in the province of North Hamgyong in the northeast of the country. Over 30,000 houses have been damaged, submerged or completely destroyed and close to 70,000 people remain displaced. (IFRC, 23 Sep 2016)As of 11 October, around 600,000 people need some form of assistance. The Humanitarian Country Team is supporting the Government’s response, and has released a DPRK Flood Emergency Response Plan targeting 600,000 people in: food security; nutrition; shelter; health; water, sanitation and hygiene; and education. The Country Team is requesting US$28.9 million to respond to humanitarian needs over the next six months. (OCHA, 11 Oct 2016)Damage from the flooding included more than 35 500 houses, more than two-thirds of which were completely destroyed. Some 16 000 hectares of arable land was also inundated. Although floodwaters have now receded, humanitarian needs, particularly for basic relief supplies, remain immense in the worst-hit province: North Hamgyong, near the Chinese border. (ECHO, 20 Dec 2016)The water purification, pumping and supply systems has been damaged by the floods, increasing the risk of water-borne diseases and significant risks of outbreaks of communicable diseases. Diarrhea and acute respiratory infections, particularly among the affected children, pregnant women and the elderly remain a concern. The Government has mobilized volunteers to assist in the rescue and relief operations as well as requested support from the international community residing in the country for roofing materials to rebuild houses, schools, clinics and kindergartens which are in short supply. (UNICEF, 30 Nov 2016)On 19 November the Government of DPRK (GoDPRK) announced that their rehabilitation activities have been completed for the affected population. The GoDPRK reported a total of 11,928 families were relocated into new housing units and were provided with winter clothes, heating and basic household materials. The report goes on to conform that 57 kindergartens and nurseries, 13 hospitals, 18 kilometres of river embankment, 131 kilometres of road and 318 hectares of arable land have been rehabilitated. The GoDPRK reports distributing medical supplies and education materials for schools and announced that for the total rehabilitation approximately 370,000 people were mobilized (140,000 soldier builders + 230,000 civilians) from across the country to support the efforts. (IFRC, 5 Jan 2017)",https://reliefweb.int/disaster/fl-2016-000097-prk
Lao PDR: Floods - Aug 2016,"Torrential rain from 11 to 12 August has triggered flood and flash flood in the northern provinces of Lao PDR. As reported by the Social Welfare Department (SWD), Ministry of Labour and Social Welfare, the flood has submerged several villages in Xayabuly, Oudomxay and Luangprabang Provinces.(ASEAN, 18 Aug 2016)Flooding across five provinces (Xayaburi, Luang Prabang, Ouxomxay, Houaphanh and Bokeo) in Lao PDR has affected at least 5,000 people with one death reported in Luang Prabang as of 17 August. The Xayaburi District Disaster Prevention and Control Committee has distributed rice and drinking water and provided mobile health services. (OCHA, 22 Aug 2016)As of 27 August, according to information consolidated by the Lao Red Cross, at least 19,306 people (10,438 male and 8,868 female) have been affected, with five casualties reported thus far. The largest number of affected population is in Oudomxay Province. (IFRC, 27 Aug 2016)",https://reliefweb.int/disaster/ff-2016-000093-lao
