disaster,month,year,status,disaster_type,affected_country,description,reference
South Sudan: Floods ,Aug,2013,Past Disaster,Flash Flood1 more,South Sudan,"Heavy rains starting in the beginning of August 2013 caused damage to houses, crops and basic infrastructure in several of Sudan's northern states. As of 15 Oct, more than 150,000 people were accessed and assessed to be in need of assistance in Jonglei, Lakes, Northern Bahr el Ghazal, Unity, Upper Nile, Warrap, Western Bahr el Ghazal and Western Equatoria. (OCHA, 16 Oct 2013)On 4 Dec, the rainy season drew to and end and over 344,000 people were in need of assistance.(OCHA, 4 Dec 2013) As of 8 Dec 2013, about 3,500 families displaced by flooding and hostilities in Jonglei’s Pochalla County were in need of water and sanitation assistance. (OCHA, 8 Dec 2013)",https://reliefweb.int/disaster/fl-2013-000108-ssd
Yemen: Floods ,Aug,2013,Past Disaster,Flash Flood1 more,Yemen,"Torrential rains have triggered flash floods in several parts of Yemen. The storms and heavy rainfall began on 14 Aug 2013 and intensified for about one week, damaging homes and roads and inundating agricultural land. More than 23,500 people in eight governorates were affected and almost 40 killed. Those affected include around 12,000 IDPs in Al Mazraq near Haradh in the north, where heavy rains washed away more than half of the shelters in Camp 1 and Camp 3. (OCHA, 4 Sep 2013)By 16 Sep, the number of affected people had reached 50,000 people as heavy rains and flooding
continued in southern and central regions. Assessment and response activities are continuing in the flood-affected areas. Humanitarian agencies have so far assisted nearly half of the people affected.(OCHA, 16 Sep 2013)By the beginning of October, the rains had reduced, and in the north, the early phase of the emergency had ended, including in IDP camps at Al Mazraq in Hajjah Governorate. But in the south, 18,000-20,000 people still required assistance after the water supply in Jayshan District of Abyan was damaged. (OCHA, 5 Oct 2013)",https://reliefweb.int/disaster/fl-2013-000103-yem
Typhoon Utor ,Aug,2013,Past Disaster,Flood2 more,Philippines2 more,"Typhoon Utor (locally known as Labuyo) made landfall over Aurora province in the eastern part of the Philippines' Central Luzon region in the early morning of 12 Aug 2013 with a category 3 status, affecting 281,700 people in 16 of the countries 80 province. Eight people were killed and almost 60,000 left their homes and took shelter. Over 12,000 houses were damaged of which 1,440 (or about 12 per cent) were destroyed. (OCHA, 15 Aug 2013)In China, heavy rains and flooding caused by the typhoon affected 4 million people in the southern Guangdong Province, with 20 people killed and seven missing. 513,000 people were relocated and 19,000 houses were damaged. The national Government has launched an emergency response to help disaster relief. (OCHA, 19 Aug 2013)",https://reliefweb.int/disaster/tc-2013-000092-phl
Sudan: Flash Floods ,Aug,2013,Past Disaster,Flash Flood1 more,Sudan,"Unusually heavy rains and subsequent floods affected tens of thousands of families across Sudan in August and September 2013. The flooding was extensive and resulted in the displacement of a large part of the affected population. Reports from the Humanitarian Aid Commission
(HAC) estimated that 499,900 people countrywide had been affected. The floods destroyed/damaged over 85,385 houses in the states affected, with Khartoum being the worst affected state. (IFRC, 21 May 2014)",https://reliefweb.int/disaster/ff-2013-000091-sdn
Pakistan: Floods ,Aug,2013,Past Disaster,Flash Flood1 more,Pakistan,"Heavy monsoon rains in August 2013 triggered flash floods and caused widespread losses and damage across Pakistan. Nearly 1.5 million people, almost 80,000 houses, and 1.5 million acres of crops were affected. 234 people were killed. More than 4,100 people were housed in 408 relief camps. As of mid-October the rains had largely stopped and major rivers were registering normal flows. (OCHA, 15 Oct 2013)",https://reliefweb.int/disaster/ff-2013-000090-pak
Afghanistan: Flash Floods ,Aug,2013,Past Disaster,Flash Flood1 more,Afghanistan,"On 3 Aug 2013, heavy rains resulted in flash floods and high water levels in 13 villages in Surobi district of Afghanistan's Kabul province. As of 4 Aug, according to the DDA and IOM and based on an assessment of six villages, 42 people have died (23 confirmed deaths by IOM), 426 houses were completely destroyed (IOM), 832 livestock were washed away (DDA), 600 acre land were badly affected (DDA), 27,120 fruit trees and 2,110 meter protection wall were completely destroyed (DDA). (OCHA, 4 Aug 2013)As of 30 Aug, flooding and heavy rains throughout the central, south eastern and central highlands regions had destroyed or damaged more than 1,400 houses, and left an estimated 68 people dead and 92 people injured (OCHA, 30 Aug 2013).",https://reliefweb.int/disaster/ff-2013-000088-afg
Myanmar: Floods ,Aug,2013,Past Disaster,Flash Flood1 more,Myanmar,"Heavy monsoon rains and overflowing local rivers caused flash floods in various parts of Myanmar in late July 2013, affecting Kayin, Mon and Rakhine States, and Taninthayi and Ayeyarwaddy Regions. The flash floods initially displaced over 38,300 people, leaving six dead and one person missing, and damaged residential buildings, roads and bridges. By 7 Aug, 73,300 people were residing in temporary relocation camps. Many others were able to return to their places of origin as heavy rains ceased and the flood waters receded in most affected locations. (OCHA, 16 Aug 2013)In September, floods displaced more than 22,000 people across many areas of the country. Many were able to return home after flood waters subsided. While some people were displaced for several weeks, most were displaced only for several days. (OCHA, 30 Sep 2013)Due to heavy rains, the Sittoung River overflowed and flooded nearby areas in Bago Region from 28 Oct to 2 Nov. In four townships, Taungoo, Yedashe, Ottwin, and Htantabin, approximately 50,000 people were displaced by the floods and sheltered in 72 relief camps opened by the government. Two deaths from the floods were reported. Floodwaters receded on 5 Nov and as of 6 Nov, 15,830 people were in 33 relief camps. As floodwaters continued to recede, they were expected to soon be able to return to their places of origin as well. (OCHA, 30 Nov 2013)",https://reliefweb.int/disaster/fl-2013-000087-mmr
DPR Korea: Floods ,Jul,2013,Past Disaster,Flash Flood1 more,DPRK,"Successive torrential rains caused extensive flooding and landslides across DPR Korea from 12-22
Jul 2013. As of 9 Aug, 788,000 people were affected including 56,000 children under 5 and 14,800 pregnant women, and 59,000 had been displaced. (UN CT, 23 Aug 2013)",https://reliefweb.int/disaster/fl-2013-000081-prk
Georgia: Flash Floods ,Jul,2013,Past Disaster,Flash Flood1 more,Georgia,"On 19 Jul 2013, heavy rains caused flooding and considerable damage in several parts of Georgia, especially in the west, affecting 1,900 people, who are in need of food and non-food items (IFRC, 26 Jul 2013).On 17-18 Aug, heavy rains caused flooding in the Guria region. Houses and agricultural lands were flooded and around 30 families were affected. (IFRC, 22 Aug 2013)",https://reliefweb.int/disaster/ff-2013-000084-geo
Paraguay: Floods ,Jul,2013,Past Disaster,Flash Flood1 more,Paraguay,"Heavy rain has caused flooding in several departments in Paraguay's eastern region since late May 2013. In late June/early July, flooding caused by overflow of the Paraguay and Paraná rivers affected over 12,200 people. Authorities declared a state of the emergency in the departments of Ñeembucú, Amambay, Alto Paraná and Misiones. After three weeks, the affected populations were able to return to their homes. (IFRC, 7 Oct 2013)",https://reliefweb.int/disaster/fl-2013-000076-pry
