disaster,month,year,status,disaster_type,affected_country,description,reference
Paraguay: Floods ,Nov,2018,Past Disaster,Flood,Paraguay,"On 29 October 2018, the Paraguay Agency Information (IP) published an updated report regarding the severe weather situation in the county; at least 2,100 families (an increase of 1,300 families since Friday, 26 October report) were affected due to heavy rain and an overflow of the Paraguay river in Asuncion city. Currently, 65 shelters are providing assistance to affected people. (PAHO, 29 Oct 2018)In Asunción, 30,225 people (6,085 families) were evacuated to 109 temporary collective centres set up by the Municipality of Asunción and one collective centre managed by the National Emergency Secretariat in a military site in Bañado Tacumbú. On 1 November 2018, the Asunción municipal government declared a 90-day citywide emergency. Over the last few weeks, the number of affected people has increased, and the Paraguayan government has had to evacuate them and install improvised temporary lodgings to house them. The rains are expected to continue, putting those who have chosen to remain in their home at risk and threatening to increase the affected population’s humanitarian needs. To date, there has been 1,561.7 mm of rainfall in the affected area from 1 January 2018 to 23 November 2018, including a sharp increase from October to November 2018; the rainfall total for 2018 is 350.8 mm higher than the yearly average for the affected region. (IFRC, 30 Nov 2018)",https://reliefweb.int/disaster/fl-2018-000419-pry
Russian Federation: Floods ,Oct,2018,Past Disaster,Flood,Russia,"Due to heavy rains and storms starting on 24 October 2018, a total of 2,545 houses of Krasnodar Krai  (region) of Russia were flooded, affecting tens of thousands of people. With over 200,000 inhabitants living in the disaster-hit areas, the governor of Krasnodar Krai declared a state of emergency on 25 October. The local authorities started the response and relief operation immediately and 600 people were evacuated from the flooded houses. (IFRC, 12 Nov 2018)",https://reliefweb.int/disaster/fl-2018-000360-rus
Trinidad and Tobago: Floods ,Oct,2018,Past Disaster,Flash Flood2 more,Trinidad and Tobago,"On 18 - 19 October, Trinidad and Tobago experienced torrential rainfall, according to Government officials, Trinidad alone received a full month’s worth of rain during the two days. It was estimated 80% of the country was affected by flooding, communities, main roads and public services were affected. On 20 October, the Government of Trinidad and Tobago activated its National Emergency Operations Centre and began assessments. As of now the Government has not requested international support. (OCHA, 23 Oct 2018)The persistent rainfall has caused flooding in approximately 80 per cent of the country, primarily the north, east and central parts of the island nation such as Sangre Grande, Matelot, La Horquetta, St. Helena, Caroni and Mayaro. There are reports from ODPM and CDEMA’s Situation Report #1 that the flooding has impacted 100,000 to 150,000 people. Additionally, official reports from ODPM and CDEMA indicate that 800 people sought shelter in collective centres during th the peak of the emergency; however, the colletive centre population is decreasing as affected people return home to begin the cleanup process. (IFRC, 29 Oct 2018)",https://reliefweb.int/disaster/fl-2018-000194-tto
Indonesia: Floods and Landslides ,Oct,2018,Past Disaster,Flash Flood2 more,Indonesia,"Heavy rain has been affecting several areas of the country, especially Sumatra Island, causing flash floods and triggering landslides. As of 15 October, 21 people have died, ten more are missing and 500 homes were damaged in the provinces ofNorth and West Sumatra. Three bridges were brought down in West Pasaman district in North Sumatra. (ECHO, 15 Oct 2018)On 21 October 2018, heavy rains triggered flash floods in Sigi District,Central SulawesiProvince. These floods occur in the midst of the emergency response to the earthquake, tsunami and liquefaction, and where 220,000 people remain displaced. (OCHA, 22 Oct 2018)On 3 November, heavy rains with strong winds hit Bojonegoro District inEast JavaProvince. BPBD reported that one person was injured and a number of houses were damaged by the winds and rain. On the same day, continuous heavy rains for three hours in Banjarnegara District,Central JavaProvince, triggered floods and fallen trees in Merden and Danareja villages. BPBD reported that flood water of up to 50 cm inundated farms and plantations as well as some residential areas. Electricity was cut off in some of the affected areas and there were no reports of any casualties. (OCHA, 5 Nov 2018)On 7 and 9 November, heavy rains triggered floods and landslides inWest and North Sumateraprovinces. In total, two people were reported killed, 100 households were displaced, nearly 100 houses destroyed, as well as roads and bridges damaged. (OCHA, 12 Nov 2018)As of 6 December, heavy rains and whirlwinds in Bogor City resulted in the death of one person and damaged 50 houses. BPBD, military, police and TAGANA (volunteers from the Ministry of Social Affairs) provided support to affected people. On the same day, an overflowing river in Kempo sub-district,West Nusa TenggaraProvince inundated 120 houses and resulted in five people being injured. As of 8 December, heavy rains caused floods and landslides in Pacitan,East JavaProvince, and four people have been reported missing. A further four people have reportedly died due to flooding and landslides inBali. Flooding in Semarang city also inundated 375 households in residential areas close to the river banks. (OCHA, 10 Dec 2018)On 13 December, landslides occurred in Pintu Pohan District,North SumateraProvince following heavy rains across much of the country.  Eight people were killed and two more were injured. Two people are still missing. (OCHA, 17 Dec 2018)On 1 January 2019, torrential rain has caused a landslide that buried dozens of homes in a village inWest Java. At least 15 people have been killed and dozens more are missing. More than 500 rescuers were sent to the area accordingly to disaster agency. (Deutsche Welle, 1 Jan 2019)  As of 6 January 2019, the SAR team continued to make efforts to search for landslide victims in Sukabumi District in West Java. The joint SAR team found 64 people survived, 31 people died, 2 people were missing and 3 people were injured. (AHA Centre, 6 Jan 2019)Heavy rain caused severe flash flooding in Makassar, southernSulawesiand the surrounding area. The floods caused the loss of life of at least 6 people, while 10 are reported missing. (ECHO, 23 Jan 2019) As of 25 January at 8.00 UTC, 30 people are reportedly dead and 25 more missing in South Sulawesi Province. More than 3 000 people were evacuated across South Sulawesi Province, including in Makassar, and a major highway closed. Storm surges have also been affectingBali, leading to the temporary closure of several beaches (ECHO, 25 Jan 2019) As of 27 January, floods and landslides in South Sulawesi Province affected 188 villages in 13 districts, with 68 people known to have died, seven people missing, and 47 people injured. More than 6,750 people have been displaced, as 550 houses were damaged and 5,200 houses flooded...More than 2,000 people were displaced to 13 IDP sites. 68 people killed (OCHA, 28 Jan 2019)On 23 February, heavy rains triggered floods and landslides in three districts inJayapuraCity with up to 1.5 meters of water reported in parts of the city. Up to 1,300 households were affected with no reported casualties. Landak District inWest Kalimantanwas also affected by floods on 21 February. The water has now receded in most of the affected areas. (OCHA, 25 Feb 2019)A number of areas have been affected by heavy rains and floods over the past week, including inEast Java, South Sumatra, West Java, Bangka Beilitug, North Sulawesi, and West Sumatraprovinces. In Boolang Mongondow District in North Sulawesi Province, 9 people were killed and 19 injured in landslides on the 26 February. In South Solok District, West Sumatra Province, 21 people were injured and 101 houses were inundated in flash floods on 28 February. (OCHA, 4 Mar 2019)Heavy rainfall caused flooding in parts ofEast and West Javaprovinces, as well asWest Nusa TenggaraProvince on 6-7 March. According to Government reports, at least nine people were killed, and more than 168,000 people affected. In Bandung District, West Java, 22,105 households in 10 sub-districts were affected. In East Java, around 4,490 households in 15 districts were affected. Flooding and landslides were reported in West Nusa Tenggara Province, with seven people killed and 684 people displaced. (OCHA, 11 Mar 2019)See ""Indonesia: Floods and Landslides in Papua Province - Mar 2019"" for information on the floods and landslides affected Sentani District, Jayapura Regency, Papua Province since mid-March 2019.",https://reliefweb.int/disaster/fl-2019-000011-idn
Tropical Cyclone Luban ,Oct,2018,Past Disaster,Flood1 more,Yemen2 more,"The Very Severe Cyclonic Storm over westcentral Arabian Sea moved northwestwards with a speed of 07kmph during past six hours and lay centered at 1430 hrs IST 10th October 2018 over westcentral Arabian Sea, near latitude 14.4°N and longitude 58.7°E, about 570 km east-southeast of Salalah (Oman), 550 km eastnortheast of Socotra Islands (Yemen) and 730 km east-southeast of Al-Ghaidah (Yemen). (RSMC/India Meteorological Dept, 10 Oct 2018)Thousands of people have been displaced by Tropical Cyclone “Luban” that made landfall on the coast of Yemen on 14 October. Three people are confirmed dead, 14 missing and more than 100 injured according to the Al Maharah Emergency Operations Room. The cyclone lost strength and has been downgraded to a Tropical Depression as of 15 October. In the last three days, several districts have been flooded following heavy rains, causing a significant number of houses to collapse...Initial needs assessments by Rapid Response Mechanism (RRM) teams indicate that more than 3,000 households have been displaced. This includes 650 households in Al Masilah district, 210 in Sayhut, 200 in Qishn, 250 in Huswain and 2,000 in Al Ghaydah. The number of displaced persons is expected to increase in the coming days when the situation allows more comprehensive and coordinated rapid needs assessments in various affected areas. (OCHA, 17 Oct 2018)",https://reliefweb.int/disaster/tc-2018-000163-yem
Costa Rica: Floods ,Oct,2018,Past Disaster,Flood,Costa Rica,"On 2 October 2018, the IMN warned of a low-pressure system coming in from the south-western Caribbean Sea, which activated an Inter-Tropical Convergence Zone over the country and over the waters of the Pacific (Meteorological Report # 2). On 4 October, IMN detected two other low-pressure systems (Meteorological Report #8), one in the Caribbean near the Nicaraguan coast and another in the Pacific in western Costa Rica, that led to even more intense rainfall and severe weather conditions along the Pacific coast and slightly milder conditions in other parts of the country. Rains of varying intensity fell in Pacific regions and even in the Central Valley. The greatest amount of rainfall was recorded in the Nicoya Peninsula and the Central Pacific, where between 50 to150 mm over a period of 24 hours. 125,190 people were affected by the floods. (IFRC, 15 Oct 2018) .On 17 October 2018, the Costa Rica National Commission for Risk Prevention and Emergency Care (CNE) reported a red alert for the districts of Lepanto, Paquera, and Cobano in the Puntarenas Canton and Nicoya, Nandayure, Hojancha, Carrillo, and Santa Cruz Cantons, Guanacaste Province due to a tropical wave. Currently, 18 shelters are open and assisting 557 people; the CNE is providing assistance to 193 communities. (PAHO, 18 Oct 2018) .",https://reliefweb.int/disaster/fl-2018-000165-cri
El Salvador: Floods ,Oct,2018,Past Disaster,Flood1 more,El Salvador,"Two low pressure systems, one in the Atlantic and the other in the Pacific, caused intense rainfall conditions, flash floods in several communities in Costa Rica, El Salvador, Guatemala, Honduras and Nicaragua since 5 October...Civil Protection reported 15 people injured, six dead, one missing and 768 people in shelters. In addition, 1541 flooded houses and eight houses destroyed, an affected school and three other collapsed walls; eight roads and 13 damaged streets, 120 contaminated wells. (OCHA, 13 Oct 2018)On October 6, in El Salvador the national Civil Protection System declared a Green Alert for the entire country. On October 7, a Yellow Alert was declared for 29 coastal municipalities, which on October 8 increased to 34 municipalities to include three municipalities in Morazán department and two in La Union department. A Green Alert remained in place for the rest of the country. The rains have affected the entire country. The hardest hit have been the eastern regions, specifically the cantons of El Brazo, La Canoa and El Tecomatal in the municipality of San Miguel; the cantons of San Felipe and Las Tunas in La Unión department; the cantons of Capitán Lazo and Puerto Parada in the municipality of Usulután; as well as the canton of Metalío in Sonsonate department (western El Salvador) and the cantons of San Diego and San Rafael Abajo in the municipality of La Libertad in central El Salvador. It should be noted that these floods have affected the majority of the municipalities located along the country's coast. (IFRC, 16 Oct 2018)Rain continues to fall as a new system is beginning to form...In El Salvador, Sonsonate is one of the departments most affected. To date six deaths have been reported, 1 546 houses flooded. Rain will continue in coastal areas. (ECHO, 18 Oct 2018)",https://reliefweb.int/disaster/tc-2018-000167-slv
Honduras: Floods ,Oct,2018,Past Disaster,Flood,Honduras,"Heavy rains that started on 4 October in Honduras have caused flooding and landslides across the country. Most damage has been reported in Francisco Morazán, Valle, and Choluteca departments, where a red alert was issued by the government. 12,076 people have been affected by the floods. 963 homes were damaged, including 169 flooded, and nine completely destroyed. Among them, 7,234 people have been evacuated, and 6,789 moved to 78 temporary shelters.(ACAPS, 11 Oct 2018)Two low pressure systems, one in the Atlantic and the other in the Pacific, caused intense rainfall conditions, flash floods in several communities in Costa Rica, El Salvador, Guatemala, Honduras and Nicaragua since 5 October...According to figures of the National Emergency Operations Center (COEN) of COPECO, heavy rainfall left about 25,558 people affected and 9 dead. The number of people in shelter reached to 9,097 (as of October 12, 2,573 people remain in shelters); 11,552 people evacuated, and some 170 schools are damaged, eight bridges were affected as well as 63 roads, ten bridges destroyed, seven water systems damaged; 1,133 houses
damaged and another 10 houses destroyed between the municipalities of Francisco Morazán, Choluteca and Valle. About 89 shelters were enabled (as of October 12, 28 shelters remained active), most of them in educational centers in the department of Choluteca, the most affected area...The Government is assisting the affected population and has distributed nearly 80 thousand pounds of food and non-food items and has allocated US $ 500,000 (12 million Lempiras) to attend the emergency. COPECO Maintains distribution and pre-positioning of humanitarian aid to the regional offices in the departments with Red Alert (Valle, Francisco Morazán and Choluteca). The Ministry of Education remain classes suspended within the red alert departments (Francisco Morazán, Choluteca and Valle). The United Nations Resident Coordinator has expressed to national authorities his willingness to support response actions if required.(OCHA, 13 Oct 2018)Rain continues to fall as a new system is beginning to form. More rain is expected in Honduras over the next 24 hours. The Permanent Contingency Commission of Honduras (COPECO) maintains a yellow alert for Copán, Ocotepeque, Lempira, Intibucá, La Paz, Comayagua, Francisco Morazán, El Paraíso Valle and Choluteca. Authorities continue to provide assistance to 7,728 people affected.(ECHO, 18 Oct 2018)",https://reliefweb.int/disaster/fl-2018-000164-hnd
Ghana: Floods ,Aug,2018,Past Disaster,Flood,Ghana,"Since early August 2018, communities in Northern and Upper East regions of Ghana have been affected by heavy and continuous seasonal rainfalls, which was later exacerbated by the annual opening of the Bagre dam gates. Indeed, the Bagre Dam, located in Burkina Faso, caused unprecedented flooding in many local communities, destroying lives and properties. The Bagre Dam spilled on the 31st of August 2018, when the dam reached its maximum spillage level at 235m on that day. However, by the 10th of September, the dam was still spilling, and water level remained at the maximum level of 235m.The continued rise in water levels resulted in flooding which has affected farmlands, posing threat to lives and properties as the spilled water found its way into the Black and White Volta Rivers, which overflowed into the three regions of the north and the Eastern Region. According to an assessment report by the National Disaster Management Organisation (NADMO), about 11,959.6 Hectares of farmland have been affected by the flooding, posing a food insecurity risk to the affected communities.The country continues to receive more rains, which contributes to worsening the situation. Several families living close to the banks of the Black and White Volta Rivers, have relocated to other communities for shelter and safety. An initial assessment report produced by NADMO highlights the devastating impact of the floods. Some 23 communities in 2 districts (13 communities in Bakwu West District and 11 communities in Talensi Districts) with a total of 3,556 households (21,336) people have been affected in the Upper East region, whilst in the Northern region 202 communities in 9 districts thus 10,567 people have been affected, leading to a total of 31,903 people (5,317 households) affected in both regions. (IFRC, 26 Sep 2018)",https://reliefweb.int/disaster/fl-2018-000154-gha
DPR Korea: Floods ,Aug,2018,Past Disaster,Flood,DPRK,"On 24 August, Tropical Storm Soulik caused extremely heavy rainfall, resulting in heavy flooding in Kangwon and South Hamgyong provinces. Munchon city was worst affected with 10 reported deaths, 60 persons missing and ongoing search and rescue activities. Over 58,000 people were reportedly displaced from both Munchon city and Kowon city. Many schools and health facilities were destroyed or damaged. The water supply system of Munchon city was destroyed leaving tens of thousands of people without access to safe drinking water. Agricultural land has been damaged or washed away. The government is providing assistance in terms of search and rescue, temporary shelter, and health care. As of 2 September, heavy flooding is reported in North and South Hwanghae provinces. In both provinces there are 76 reported deaths, and 75 people missing. Over 9,000 people are displaced and nearly 1,800 residential buildings destroyed or damaged. A humanitarian assessment is planned for 4 September and will inform the international humanitarian response. (OCHA, 3 Sep 2018)Red Cross volunteers in [DPRK] are searching for survivors in the aftermath of severe flooding that has killed 76 people in North and South Hwanghae provinces. More than 75 people are still missing, many of them children. Heavy rains in recent days triggered large-scale flooding and land slides in low-lying areas, destroying more than 800 buildings including homes, clinics and schools  (IFRC, 6 Sep 2018)According to Government reports, in North and South Hwanghae, 17,000 hectares of agricultural land has been impacted by the floods. Many of the crops that were washed had been nearing harvest, raising concerns about the negative impacts on food production and people’s longer-term food security. (OCHA, 7 Sep 2018)As of 7 September, more than 10,600 people remain displaced from their homes following days of heavy rain and flash floods at the end of August...At least 76 people are confirmed to have died and many hundreds more are injured or missing. (OCHA, 10 Sep 2018)   Entire communities have been affected, especially those whose houses were close to the river. In Eup Town, Kumchon Country a landslide destroyed several houses and in the nearby valley, over 77 houses were washed away with a significant loss of life. There are indications of other affected villages but as roads are blocked, it is not possible to assess the damage and needs at the moment. The government
has provided population figures for the affected counties indicating that a total of 581,268 people are affected – North Hwanghae (308,070) and South Hwanghae (273,198). (IFRC, 17 Sep 2018)",https://reliefweb.int/disaster/fl-2018-000144-prk
