disaster,month,year,status,disaster_type,affected_country,description,reference
Argentina: Floods ,Aug,2015,Past Disaster,Flood,Argentina,"On 4 August 2015, intense storms and flooding were monitored in the central and north-eastern parts of Argentina. The intense rainfall and storms continued the following day in the province of Buenos Aires. The rainfall caused river levels to rise, which led to flooding in Lujan, San Antonio de Areco, Campana, Salto, Chacabuco, Chivilcoy, Pilar, Mar del Plata, Quilmes, La Plata, Berisso, Zarate, Mercedes, San Andres, Santos Lugares, Pergamino, Junin, Pila, Arrecifes and Venado Tuerto. Approximately, 6,184 people were evacuated and 5,000 people self-evacuated. According to the Buenos Aires Provincial Directorate for Civil Defense, this emergency has affected more than 50,000 people in the province. (IFRC, 26 Aug 2015)On 31 August, the government announced that 64 districts in the Buenos Aires province would be declared in agricultural emergency after being severely impacted by the floods. (La Nación, 1 Sep 2015)On the first week of September, about 1,500 households were affected by heavy rain and hail in Puerto Iguazú, close to the Brazilian border. (Gov't of Argentina, 8 Sep 2015)",https://reliefweb.int/disaster/fl-2015-000110-arg
DPR Korea: Floods ,Aug,2015,Past Disaster,Flood,DPRK,"Between 1 and 5 August 2015, torrential rains have caused floods in several Ri-s (villages) and in the outskirts of cities of south Hwanghae and north and south Hamgyong provinces of Democratic People’s Republic of Korea (DPRK). According to the State Committee on Emergency and Disaster Management (SCEDM), the Government of DPRK and the DPRK Red Cross Society (RCS), the floods  affected 3,541 people, claimed 24 lives and 9 people are reported missing in more than 20 affected cities/counties. (IFRC, 21 Aug 2015)During this reporting period, the country experienced a second round of flooding following Typhoon Goni. Although the country was not directly hit by the typhoon, many parts of the country were affected by heavy rainfall and flash floods brought by the system on 22 and 23 August. The greatest  impact was felt in the northeastern city of Rason, near the border of Russia and China.In two different major floods, the country received more than half of its annual average rainfall (321mm) causing wide spread damage and loss to lives, properties and belongings. According to the State Committee on Emergency and Disaster Management (SCEDM), the Government of DPRK and the DPRK Red Cross Society (RCS), the floods affected 6,473 families or approximately 22,656 people, claimed 89 lives, and 10 people are reported missing in more than 25 affected cities/counties....In Rasin and Sonbong districts of Rason city, which are the worst affected areas, they experienced knee deep flood water, inundating 204,238 population of the city for 48 hours. The power supply collapsed and could not be resumed in three days, and at least two bridges at strategic points were broken which has affected the supply chain and caused significant delay in transportation...The government has distributed food ration (500 gram/per person/per day) for 15 days and other basic
necessities to the affected people. It has also mobilized construction unit of People’s Army for rehabilitation of damaged houses and infrastructure within 40 days.As of 31 August, various humanitarian agencies, including WHO, WFP, UNICEF, FAO, and ICRC have contributed to the efforts in humanitarian assistance to affected population in Rason city. WHO has handed over an Inter-Agency Healthcare kit for 10,000 people for three months and four water tanks; WFP has released 5.5 MT of high protein biscuits; UNICEF has provided emergency child care kit; FAO purchased and handed over two portable generators, and ICRC has contributed one big health  kit and 690 liters of fuel to the government for its humanitarian assistance to affected people in Rason city. (IFRC, 9 Sep 2015)",https://reliefweb.int/disaster/fl-2015-000113-prk
Guinea: Floods and Landslides ,Jul,2015,Past Disaster,Flood1 more,Guinea,"Between 24 July and 3 August 2015, it rained heavily in the capital of Guinea, Conakry and in several areas of the country (Télimelé, Macenta, Siguiri, Beyla, Forécariah and Coyah) causing serious floods with loss of human lives as well as significant material damage. According to the initial assessment conducted by the Guinean Red Cross (GRC) with the support of IFRC country representation, 4,925 households have lost their dwellings in the six prefectures and five communes of Conakry assessed. In addition, 685 water sources have been destroyed by the floods. The majority of concerned areas have suffered from cholera epidemics in the past and are at risk again. Challenges also exist with accessing potable water. (IFRC, 12 Aug 2015)",https://reliefweb.int/disaster/fl-2015-000105-gin
Brazil: Floods ,Jul,2015,Past Disaster,Flood,Brazil,"On 14 July 2015 Rio Grande Do Sul Civil Defence declared an emergency at the municipal level, reporting floods in several cities. The Uruguay River’s water levels reached 13.57 meters, whose average levels are barely five or six meters. This is the result of intense rainfall in the region which caused the overflowing of the Gravataí and Arrollo Sapucaya Du So rivers and floods that affected homes, roads and shops in these three States.Currently 184 cities have been flooded in the States of Paraná, Santa Catarina and Rio Grande Do Sul, with more than 109,740 people are affected, of which 5,122 are in collective centres , with host families or elsewhere. The most affected cities include Esteio, Frederico Westphalen, Cachoeira do Sul, Riozinho Rolante, Chapecó, Xanxerê and Maravilha. (IFRC, 31 Jul 2015)By the end of October the Brazilian Red Cross has reached 337 families through health promotion activities, including talks to the community on the prevention of leptospirosis, meningitis C, respiratory illnesses, and first aid. Since the beginning of the emergency, the National Society s worked on issues relating to psychosocial support for 47 sheltered families. To date, 373 food kits have been distributed in Cachoerinha do Sul and Gravataí, and distribution will continue . The procurement and distribution of 500 hygiene kits were completed, and 373 families have received hygiene kits in both municipalities. The rest of the kits will be distributed in the upcoming week. The 500 kitchen kits have been procured and will be distributed in the upcoming week. The procurement of 2,500 blankets has been completed, and # 339 families have received blankets to date. Additionally, 270 mattresses were distributed to the families that did not receive them from the local authorities.On 1 October 2015, the state of Rio Grande do Sul, through Supreme Decree No. 52.591, issued a new
declaration of emergency in 34 municipalities, including the municipalities of Cachoeira do Sul and
Gravataí, where the DREF operation is taking place. (IFRC, 29 Oct 2015)",https://reliefweb.int/disaster/fl-2015-000092-bra
Guyana: Floods ,Jul,2015,Past Disaster,Flood,Guyana,"Heavy rainfall along Guyana’s coastal regions during the period of 15 July and 16 July 2015 has resulted in increased water levels in rivers and canals. Region 3, Essequibo Islands, West Demerara and Region 4, Demerara-Mahaica are the most affected with flooding in several communities, in yards and homes in some instances. The activation of the National Emergency Operations Centre (NEOC) was authorized. Total losses and the total number of people affected by the flooding are yet to be determined. However, based on the 2012 Preliminary Census Report, with more than 70 per cent of the country’s population living along the coastal areas, a significant number of households have been either directly or indirectly affected. (IFRC, 1 Aug 2015)Continuous assessments have reaffirmed the existing needs, which include relief items such as nets, hygiene kits and storage for drinking water. There is a need to address water and sanitation issues, particularly garbage disposal and consumption of potable water and livelihood assistance, as some of the communities depend entirely on livestock and farming and have had their main source of food and
income severely affected, so their capacity to meet basic needs has been significantly reduced. (IFRC, 5 Oct 2015)",https://reliefweb.int/disaster/fl-2015-000093-guy
Myanmar: Floods and Landslides ,Jul,2015,Past Disaster,Flood1 more,Myanmar,"Heavy rains caused floods and landslides in several parts of Myanmar since June 2015. On 30 July, Cyclone Komen made landfall in Bangladesh, bringing strong winds and additional heavy rains to the country, which resulted in widespread flooding across 12 of the country’s 14 states and regions (Ayeyarwady, Bago, Chin, Kachin, Kayin, Magway, Mandalay, Mon, Rakhine, Sagaing, Shan, Yangon). On 31 July, the President declared Chin and Rakhine states, and Magway and Sagaing regions as natural disaster zones.According to the National Natural Disaster Management Committee (NNDMC), 125 people were killed and some 1.7 million people were temporarily displaced by floods and landslides. Almost all of the displaced people had returned to their villages of origin by the end of September, leaving only about 10,000 people in evacuation centres (mainly in Sagaing Region and Chin State) awaiting relocation. The Government has said it expects most of these remaining displaced people to return to their villages of origin or to be relocated by the end of October, although a portion of these people may be in temporary accommodation for longer, particularly in the case of people who are going to be permanently relocated to new sites.The NNDMC identified Hakha in Chin State, Kale in Sagaing Region, Pwintbyu in Magway Region, and Minbya and Mrauk-U in Rakhine as the five most affected townships where a total of 229,600 people were affected by the floods. According to the Ministry of Agriculture and Irrigation, over 1.1 million acres of farmlands have been inundated, with more than 872,000 acres destroyed, as of 4 October. So far, 495,000 acres have since been re-cultivated. Damage to crops and arable land will disrupt the planting season and pose a risk to long-term food security.While the water has receded in most areas, many roads and bridges were destroyed in the worst affected states and regions. The roads in Chin State were particularly badly affected and continue to pose a major logistical challenge for assessments and assistance delivery.Multi-sectoral Initial Rapid Assessments (MIRA) were conducted in 317 locations of 34 townships in Ayeyarwady, Bago, Chin, Magway, Rakhine and Sagaing, covering close to 200,000 people. Other needs assessments were also carried out in areas not covered by the MIRA assessments in Chin and Rakhine states. According to the Rakhine State Government (RSG), Buthidaung, Kyauktaw, Minbya, Maungdaw and Mrauk-U townships were the most severely affected areas in Rakhine State. In many parts of Rahine State, floods and salt water severely damaged the paddy fields. A major concern remains water contamination, as most villages use water ponds for drinking water and many ponds were flooded and contaminated.(OCHA, 4 Nov 2015)Six months on from the devastating floods that struck Myanmar, around 400,000 people have received emergency assistance and support in their recovery from the Myanmar Red Cross Society and its partners in the International Red Cross and Red Crescent Movement. At their peak the floods affected over 9 million people across 12 of Myanmar’s 14 states and regions. The floods temporarily displaced over 1.7 million people and destroyed 15,000 homes as well as more than 840,000 acres of agricultural crops.Between July 2015 and January 2016, over 1,400 Red Cross volunteers and staff from the Myanmar Red Cross Society and Red Cross partners assisted flood affected people across the country. The first phase included evacuations, providing emergency relief such as purified water, food, household items, and shelter materials. Since then, efforts have been focused on supporting the longer term recovery of flood affected communities across the five worst hit regions of Chin, Rakhine, Sagaing, Magway and Ayerwady with livelihood activities, cleaning of contaminated ponds and wells and infrastructure rehabilitation. (ICRC, IFRC, Myanmar Red Cross Society, 29 Jan 2016)",https://reliefweb.int/disaster/fl-2015-000080-mmr
Venezuela: Floods ,Jul,2015,Past Disaster,Flood,Venezuela,"Since 29 June 2015, heavy rainfalls in the south and southwest of Venezuela have caused river overflows and subsequent floodings, including in the states of Apure, Táchira, Mérida and Zulia. More than 40,000 people have been affected (UNCT, 7 Jul 2015).
On 9 July the overflow of the Bocono river affected some 2,000 families in the southwestern state of Trujillo, and the national government declared the state of emergency in the municipality of Páez in Apure. On 10 July, the humanitarian partners in Apure and Táchira, including UNHCR, coordinated aid delivery to the city of Guasdualito in Apure.(UNCT, 9 Jul 2015)The IFRC reported a lack of capacity to find shelter for the 60,000 people whose houses were inundated in Guasdualito (90% of the population was affected as the water levels reached 2 meters). (IFRC, 19 Jul 2015).",https://reliefweb.int/disaster/fl-2015-000085-ven
Philippines: Floods and Landslides ,Jun,2015,Past Disaster,Flash Flood3 more,Philippines,"About 800 people remain displaced in South Cotobato and Sultan Kudarat, in the southern Philippines, due to floods caused by heavy rains over 24-25 June. Over 1,900 hectares of agricultural farms have been damaged. The Province of Sultan Kudarat declared a state of calamity. The heavy rainfall is also seriously affecting the more than 30,000 people still displaced since the outbreak of fighting in February 2015 in Maguindanao. (ECHO Daily Flash of 27 Jun 2015)In July, the southwest monsoon brought moderate to occasionally heavy rains over Luzon and Visayas especially over the western sections and triggered the occurrence of flooding in several areas in Regions I, III, and NCR. Subsequentely, landslide incidents were reported in Regions III, NCR, and CAR as the Southwest Monsoon continued to be experienced in Ilocos, Cordillera, Benguet, Zambales, Bataan, Pangasinan, Metro Manila, Cagayan Valley, and Central Luzon. A total of 9,055 families (42,500 people) were affected in Regions III, IV-A, NCR, and CAR. (Govt. Philippines, 19 Jul 2015)In late August, Typhoon Goni killed 27 people in the Philippines, with 24 reported injured. A total of 5,742 houses were damaged in Regions I, II, III, IV-A, IV-B and CAR.  (Govt. Philippines, 30 Aug 2015)In October,Typhoon Koppu (locally known as ""Lando"")made landfall in the northern Philippines, killing 22 and displacing thousands (AFP, 20 Oct 2015) See the separateTyphoon Koppu - Oct 2015 pageon related reports.",https://reliefweb.int/disaster/fl-2015-000081-phl
Costa Rica: Floods ,Jun,2015,Past Disaster,Flood,Costa Rica,"Since late June 2015 heavy and constant rains have affected various locations in central and eastern Costa Rica, causing damage and forcing evacuations in the provinces of Limón, Heredia and Cartago. On 27 June 2015, the government of Costa Rica declared a Red Alert for the Costa Rican Caribbean area, activated its Emergency Operations Centre (EOC) and deployed personnel to the affected areas to coordinate relief actions to support the affected families. On 30 June 2015, the president of Costa Rica declared a National Emergency. The DREF operation plans to assist 5,000 people over the next 3 months (IFRC, 7 July 2015).
Early August, the media reported floods caused by more heavy rains in central Limón. (RedHum, 3 Aug 2015)By early September the national response mechanisms were still operational in order to respond to the damages caused by the floods. (Gov't of Costa Rica, 14 Sep 2015)",https://reliefweb.int/disaster/fl-2015-000079-cri
Georgia: Floods ,Jun,2015,Past Disaster,Flash Flood1 more,Georgia,"On 7 June 2015 heavy rains and hails caused flooding in the eastern part of Georgia affecting 8,800 people. On 13 Jun, the situation in the country escalated further when repeated heavy rains caused mud flow and flash flooding of the rivers Vere and Mtkvari, seriously affecting different central districts of the capital city of Tbilisi and also the surrounding villages. According to official sources, 16 people lost their lives and 24 people are still missing. Out of the 380 households affected, 100 families from Tbilisi and 180 families from the surrounding villages cannot return to their homes. (IFRC, 23 Jun 2015)",https://reliefweb.int/disaster/fl-2015-000071-geo
