disaster,month,year,status,disaster_type,affected_country,description,reference
Cameroon: Floods ,Aug,2024,Ongoing,Flood,Cameroon,"Severe flooding in Cameroon's Far North region has affected over 158,620 people, including 38,069 women of reproductive age and 4,133 pregnant women. The hardest-hit areas are Mayo-Tsanaga, Mayo-Danay, and Logone-and-Chari divisions, with significant damage to infrastructure, farmland, and disruption of essential services. UNFPA has deployed midwives and social workers to affected areas and is coordinating with partners to track displacement and assess needs. UNFPA-supported health facilities continue to operate in some areas, providing essential SRH and GBV services. The response efforts are focusing on food security, shelter, non-food items, health (including SRH), and water, hygiene, and sanitation. Ongoing heavy rains and the risk of disease outbreaks, including cholera, pose additional challenges to the humanitarian response. UNFPA is urgently appealing for USD 1,174,045 to scale up SRH and GBV interventions in flood-affected areas, targeting 129,149 people. (UNFPA, 3 Sep 2024)",https://reliefweb.int/disaster/fl-2024-000162-cmr
Nigeria: Floods ,Aug,2024,Ongoing,Flood,Nigeria,"In the early hours of August 20, 2024, the Kiri Dam in Tudun Tsira, Shelleng LGA, Adamawa State, breached its banks, resulting in severe flooding across the communities of Kwakwambe, Lure, Nbalang, Imburu, and Bare in the Numan Local Government Area. The deluge caused extensive damage, overwhelming local capacities and necessitating immediate humanitarian intervention. Just one day later, the communities of Duhu, Mayowandu, Kirchinga, Maiwandu, Jahili, Kokohu, Lumadu, Zhau, Pallam, Kwambula, Shuware, and Shuwa in Madagali Local Government Area were struck by another catastrophic flood, triggered by the upstream flow of waters from the Cameroonian highlands. This secondary flooding event exacerbated the already dire situation, compounding the devastation and further straining local resources. According to the State Emergency Management Agency (SEMA), the floodwaters rose with alarming speed, catching residents off guard and resulting in the widespread destruction of homes, infrastructure, and livelihoods. The disaster has affected 12,583 individuals, displaced 2,079 households, and caused the destruction of 298 buildings, 203 farmlands, and 509 livestock. The immediate humanitarian needs include shelter, food, non-food items, medical assistance, and access to clean water. (OCHA, 26 Aug 2024)Heavy rainfall has been affecting northern Nigeria since 20 August, causing floods that have resulted in casualties and damage.
According to International Rescue Committee (IRC), as of 2 September, at least 170 people died, 205,338 have been displaced, 515,794 have been affected, and 76,667 houses have been damaged across 28 out of 36 states, including Bauchi, Zamfara, Sokoto, Niger, and Jigawa states as the most impacted. (ECHO, 3 Sep 2024)",https://reliefweb.int/disaster/fl-2024-000159-nga
Libya: Floods ,Aug,2024,,Flood,Libya,"Nearly 3,000 individuals have been displaced in Alkufra and Rabiana (southeastern Libya) after an unprecedented rainfall, the highest recorded since 1946, caused flooding and a power outage on 11 August 2024. (ECHO, 14 Aug 2024)Over 7,000 individuals have been displaced in the region of Ghat (southwestern Libya) after heavy rains caused flooding in the towns of Ghat and Tahala on 16 August 2024. Among those displaced, there are 4,346 Libyans who are sheltering in camps, informal temporary accommodation, one school and with host families. (IOM, 23 Aug 2024)",https://reliefweb.int/disaster/fl-2024-000149-lby
Chad: Floods ,Aug,2024,Ongoing,Flood,Chad,"The humanitarian impact of the widespread flooding caused by rainfall and strong winds that has been affecting central and south-western Chad since mid-May is increasing. According to the UN Office for the Coordination of Humanitarian Affairs (OCHA), as of 7 August, at least 40 people died and more than 112,413 people have been affected by flooding in 13 provinces, including 71,000 in Sila, 18,000 in Logone Oriental, 8,400 in Logone Occidental, 3,900 in Chari Baguirmi, and at least 1,356 in N'Djamena city (south-western Chad). In addition, 6,799 houses have been damaged. On 9-10 August, more rainfall is forecast over central and southern Chad, with locally very heavy rainfall in the western part of the country. (ECHO, 9 Aug 2024)Since late July, torrential rains have caused flooding in the 23 provinces of Chad. There are 964,068 people affected, 145 deaths, and 70,000 houses destroyed. According to Government data the most severely affected provinces are Mayo Kebbi Est, Tandjile, Mandoul, Salamat, N’Djaména, and Sila. N’Djaména, the capital, counts 58,804 people affected. (UNICEF, 30 Aug 2024)",https://reliefweb.int/disaster/fl-2024-000139-tcd
Guinea: Floods ,Jul,2024,Ongoing,Flood,Guinea,"During the night of July 29 to 30, 2024, heavy rainfall caused flooding and severe damage in 14 neighborhoods of the urban commune of Siguiri and 4 surrounding sub-prefectures. [...] The flood on July 30, 2024, wreaked havoc across more than 23 localities, with the most severely affected areas being the urban municipality districts of BTN, Bolibana, Sigurikoura, Nankoda, Kokomo, Heremakonon, Chinese City, Tiguibiry, Konoba, Abatoire, Setceur TP, Téléladji, ORS1, and Mandén. Additionally, the sub-prefectures of Kintinian (including Kintian Centre, Boukaria, Balata, and Kofilanin), Djomabanan (including Djomanan Centre and Karakoro), Kinièbakoura (including Kinièbakoura Centre), and Niandankoro (including Niandankoro Centre and Damissakoro) were heavily impacted. These areas are characterized by high population density and are situated on the outskirts of Siguiri city, with the sub-prefectures located along the Niger River. [...] Initial rapid assessments conducted by volunteers revealed significant impacts on the affected communities. Several individuals sustained injuries, and 3,863 families, totaling 19,195 people, were affected. Of these, 2,438 households, comprising 17,066 people, were identified as the most severely impacted. (IFRC, 16 Aug 2024)",https://reliefweb.int/disaster/fl-2024-000148-gin
South Sudan: Floods ,Jul,2024,Ongoing,Flood,South Sudan,"Humanitarian partners expect floods in the second half of 2024, with a peak from September to December. This is compatible with the 4-month lead time expected between the Eastern Nile Lakes peak. However, humanitarian needs will likely arise before that date as the flooding progressively increases, thus SRCS expects to start response operations in the weeks before September. Following the alerts from IGAD Climate Prediction and Applications Centre of the high probability of wetter-than-usual conditions in South Sudan for the current rainy season, together with the highest ever recorded in the history of Lake Victoria and the incoming water pressure over the Jinja Dam in Uganda, the South Sudan Ministry of Water Resources and Irrigation together with the Ministry of Humanitarian Assistance are expecting unprecedented floods over large areas of the country. Similar scenarios are also projected by major UN partners in the country, as well as independent experts, with the seasonal flood extent minimum reached in May, which was similar to the minima of recent seasons and the above-average rainfall in South Sudan will likely feed itself into the flood extent and reduce evaporation losses. (IFRC, 1 Aug 2024)Continuous heavy rains since May, combined with controlled water releases from Lake Victoria, have significantly raised Nile River levels, affecting up to 472,000 people across 26 of South Sudan's 78 counties and Abyei Administrative Area. The floods have devastated homes, destroyed crops, disrupted education and health services, and restricted access to essential facilities. (OCHA, 30 Aug 2024)",https://reliefweb.int/disaster/fl-2024-000145-ssd
Sudan: Floods ,Jul,2024,Ongoing,Flash Flood1 more,Sudan,"Initial reports indicate that an estimated 10,180 people, most of whom are newly arrived IDPs from Sennar State, have been affected by recent heavy rains and flooding in Kassala State. [...] Heavy rains and flooding have also affected an unspecified number of people and homes in Aroma, Shamal Al Delta, Reifi Kassala, and Gharb Kassala localities. [...] Floodwater reportedly submerged tents and water and sanitation (WASH) facilities, as well as roads. The majority of the affected IDPs have been forced to live in the open on the roadsides and they do not have access to food, clean drinking water, or safe sanitation facilities amid heightened concerns of a possible spike in water-borne diseases. (OCHA, 28 Jul 2024)More than 17,000 people have been affected by heavy rains and flooding in parts of western and eastern Sudan since the onset of the rainy season. This includes an estimated 10,700 flood-affected people in Kassala State, most of whom fled recent hostilities in Sennar State; about 5,600 people in North Darfur; an estimated 500 people in East Darfur and another 210 people in Kulbus, West Darfur. Five people died, including two minors while swimming in the Gash River, while five people were injured in Kassala State. The actual number of affected people is yet to be determined, as authorities and humanitarian partners continue to assess the impact of heavy rains and flooding among host communities, refugees, and IDPs who settled in Kassala after the war broke out in April 2023. (OCHA, 2 Aug 2024)Heavy rainfall continues to affect Sudan, resulting in increased flooding, casualties and damage. Since the start of the rainy season in June, IOM reports that over 136 000 individuals have been displaced by the floods, while more rainfall is expected in the coming days. According to IOM, on 27 August, heavy floods affected Northern and Kassala states, displacing a total of 746 households (372 in Merowe town, 124 in Al Burgaig locality, and 250 in Al Mahmoudab village). On 25 August, the Arba’at Dam, located around 40 kms northwest of Port Sudan, partially collapsed due to floods, killing 30 people according to OCHA. This collapse has humanitarian consequences, as 20 villages and hamlets were destroyed and water infrastructures and sanitation facilities damaged, in particular the water pipeline supplying Port Sudan. (ECHO, 30 Aug 2024)",https://reliefweb.int/disaster/fl-2024-000128-sdn
Lao PDR: Floods ,Jul,2024,Ongoing,Flood,Lao PDR,"From 23 to 31 July 2024, heavy rainfall driven by a low-pressure system and strong southwest winds caused floods and landslides across northern and central regions. The persistent heavy rainfall severely affected Luang Prabang Province, causing flash floods that damaged infrastructure and displaced residents in Viengkham, Pakxeng, and Phonthong districts. The National Disaster Management Committee (NDMC) under the Ministry of Labour and Social Welfare (MOLSW) reported that 19 villages across these districts were impacted, with approximately 4,441 individuals from 755 families suffering damages. (IFRC, 26 Aug 2024)",https://reliefweb.int/disaster/ff-2024-000156-lao
Mali: Floods ,Jul,2024,Ongoing,Flood,Mali,"Since 22 July, Bla town, in Segou region (central Mali), has been experiencing days with heavy rainfall, causing floods that have resulted in damage. According to UN OCHA, as of 29 July, 8,700 people have been affected in the aforementioned town. Regional authorities are coordinating the response for those affected by the floods. (ECHO, 31 Jul 2024)Hydro-climatic forecasts for the 2024 rainy season indicate a high risk of flooding in several regions of Mali, particularly in the basins of the Niger and Senegal rivers. Mali is already experiencing the effects of these floods. In some areas, dams have been opened due to rising water levels. According to these meteorological data, the likelihood of heavy rainfall will continue over the coming weeks, indicating a significant risk of flooding. Alerts received from ACMAD and technical agencies in Mali demonstrate a strong probability of flooding in various regions, with a peak expected in August, which is typically the rainiest month. The risk is particularly acute in areas prone to severe flooding, such as the Inner Niger Delta and the basins of the Bani and Senegal rivers, including Mopti, Sikasso, and Segou, which are currently on alert following forecasts of heavy rains since the end of July ... In addition to the opened dams in the country to release excess water flow, heavy rainfall has been recorded in Bla (Ségou) since July 22, 2024, leading to flooding in the districts of Flawèrè, Bakaribougou, Nouméa, and Bléla. These floods have damaged homes, latrines, and wells, resulting in material losses and impacts on livelihoods. The flooding has caused considerable damage to local infrastructure: 380 homes have collapsed, 165 latrines have been destroyed, and 128 wells have been damaged. Significant losses of food and livestock reserves have also been reported. Responders have mobilized to address emergency needs according to the response plan established by the authorities. (IFRC, 4 Aug 2024)The Government of Mali has declared a national disaster following floods that have claimed 30 lives and affected 47,374 people since the start of the rainy season. (OCHA, 2 Sep 2024)",https://reliefweb.int/disaster/fl-2024-000144-mli
Guatemala: Floods ,Jul,2024,,Flood,Guatemala,"Following the heavy rainfall due to the rainy season that has been affecting several departments of Guatemala since June, the humanitarian impact is increasing. As of 18 July, the National Coordination for Disaster Reduction of Guatemala (CONRED) reports 18 fatalities across eight departments, including three in San Marcos, three in Jutiapa and three in Sacatepéquez, 13 injured people, 18,269 evacuated people, of whom 713 in evacuation centres. In addition, 6,897 houses have been damaged, 358 houses have been severely damaged, five bridges have been destroyed and 40 have been affected. (ECHO, 18 Jul 2024)On 22 July 2024, the National Coordinator for Disaster Reduction published updated information on the rainy season in the country. As of 22 July, 7,843 people were directly impacted (671 increase since the 16 July report), 21,072 people were evacuated (2,943 increase), 731 people are in shelters, and 13 people are reported as injured due to the severe weather. Additionally, 366 homes were severely damaged (10 increase) and 6,745 homes were moderately damaged (628 increase). (PAHO, 22 Jul 2024)The National Coordination for Disaster Reduction (CONRED) and WHO-PAHO report, as of 19 August, 22 fatalities across nine departments of the country, where the worst affected is Suchitepéquez with four fatalities. In addition, CONRED reports one person still missing, 13 injured and 23,235 evacuated, with approximately 15,500 people further affected. More than 8,300 damaged buildings (of which 373 are severely damaged) and five destroyed bridges were also reported across the country. (ECHO, 20 Aug 2024)On 26 August 2024, CONRED updated their information regarding the ongoing rainy season, reporting that there were 1,538 related incidents nationally (12 increase since the 22 August report). As of 26 August, there were 8,340 affected persons (11 increase), 23,320 evacuated persons (36 increase), and 24 deaths reported (no changes). In addition, 8,328 homes were affected, of which 7,221 presented moderate damages, 741 with minor damages, and 377 were severely damaged. The affected infrastructure includes 591 roads (3 increase), and 42 bridges (1 increase). (PAHO, 26 Aug 2024)",https://reliefweb.int/disaster/fl-2024-000122-gtm
