disaster,month,year,status,disaster_type,affected_country,description,reference
Somalia: Floods ,Oct,2014,Past Disaster,Flood,Somalia,"In October 2014, heavy rains in south-central Somalia and in upper parts of the Shabelle basin in the Somali-Ethiopian border, caused flooding along both the Shabelle and Juba Rivers. The worst-hit areas were along the Shabelle River: Beledweyne in Hiraan region, and in the Middle Shabelle region, where there were some river breakages. Along the Juba River, Dolo in Gedo region, and Jilib and Jamame in Lower Juba were affected. Xudur in Bakool region also experienced heavy rains. Although there were no reports of the total number of people affected, around 2,500 in Beledweyne were displaced from Kooshin and Hawo Tako and were in need of humanitarian assistance. (ACAPS, 30 Oct 2014)",https://reliefweb.int/disaster/fl-2014-000150-som
Ethiopia: Floods ,Oct,2014,Past Disaster,Flood,Ethiopia,"Heavy rains starting in September 2014 caused flooding in Ethiopia's Afar, SNNP and Somali regions (OCHA, 20 Oct 2014). By 28 Oct, some 72,680 people had been affected and more than 50,000 people had been displaced, having partially or totally lost their homes and livelihoods. (OCHA, 28 Oct 2014)By the end of 2014, 320,000 people had been displaced by flooding (OCHA, 2 Feb 2015).",https://reliefweb.int/disaster/fl-2014-000152-eth
Tropical Storm Fung-Wong ,Sep,2014,Past Disaster,Flash Flood2 more,Philippines1 more,"Tropical Storm Fung-Wong (known as Mario in the Philippines) made landfall on 19 Sep 2014 morning, over the northern tip of Cagayan Province of the Philippines' Luzon Island. Its effects enhanced heavy rains that brought flooding in low lying areas of Luzon, including Metro Manila and the provinces of Bulacan and Rizal. As of 24 Sep, 16 people had been killed and around 1.8 million people had been affected across 27 provinces, with around 63,000 people  sheltering in 261 evacuation centres (down from 129,700 people in 324 centers on 22 Sep). At least 426 houses were destroyed and 1,900 others were damaged. (Govt, 24 Sep 2014)",https://reliefweb.int/disaster/tc-2014-000128-phl
Cameroon: Floods ,Sep,2014,Past Disaster,Flash Flood1 more,Cameroon,"Starting on 21 Aug 2014, heavy rainfall caused severe flooding in Bibemi Subdivision in Cameroon's North Region. Many villages were swept away by flood waters, with houses and farms destroyed, animals killed and nearly 700 families (about 3,500 people) affected, including more than 270 families whose homes were destroyed or rendered uninhabitable. A rapid assessment carried out by the Cameroon Red Cross identified urgent needs in the areas of emergency shelter, basic household items (blankets, sleeping mats, kitchen sets etc.), food, safe water, access to proper sanitation and reduction of increased health risks. The floods further aggravated acholera outbreakin the same area. (IFRC, 8 Sep 2014)",https://reliefweb.int/disaster/fl-2014-000121-cmr
Pakistan: Floods ,Sep,2014,Past Disaster,Flash Flood2 more,Pakistan,"In the first week of September 2014, heavy monsoon rains and floods in the catchment areas of India's eastern rivers of Chenab, Ravi, Sutlej, and Jhelum, resulted in flash floods in Punjab, Gilgit Baltistan and Azad Jammu and Kashmir (AJ&K). The floods killed 367 people and affected more than 2.5 million people, and 129,880 houses were damaged or destroyed. Over 1 million acres of cropland and 250,000 farmers were affected, in most cases resulting in the loss of standing food, fodder or cash crops. Non-farm sources of livelihoods and services affected include many small enterprises, manufacturing and processing businesses and loss of wage employment due to disruption of the economy. (Govt, 11 Nov 2014)As as the flood waters subsided, the majority of the population displaced by the floods returned to their place of origin and started recovery activities. In addition, three months on, the major immediate public health concerns related to acute respiratory illnesses, diarrhoea and skin diseases which necessitated provision of emergency health services have since dissipated. The IFRC revised its appeal down to CHF 1,097,926 to support 70,000 people for seven months, focusing on food and relief item distributions, health and hygiene promotion, emergency shelter assistance. (IFRC, 29 Jan 2015)Of the total expenditure, CHF 722,786 was spent on relief items, construction and supplies, while CHF 129,214 covered costs that enabled the delivery of assistance to beneficiaries, such as logistics, distribution and monitoring. Finally, CHF 38,663 was utilized for personnel costs (including per diem for volunteers and salaries for PRCS and IFRC staff in Islamabad supporting the operation). (IFRC Final report, 23 Jul 2015)",https://reliefweb.int/disaster/fl-2014-000122-pak
India: Floods and Landslides ,Sep,2014,Past Disaster,Flash Flood2 more,India,"Seasonal monsoon rains starting at the end of June 2014 triggered river overflows in India's north-eastern State of Assam, causing damage and evacuations (ECHO, 26 Jun 2014). Starting in mid-July, flooding in eastern India killed three people and forced thousands of families from their homes. Around 10,000 people were evacuated to cyclone shelters in Odisha state's worst-hit district of Jajpur after a major river burst its banks, flooding 30 villages. (Reuters, 22 Jul 2014) By 24 Jul, over 25,000 people had been affected in 42 villages across Assam in a second round of floods (Times of India, 24 Jul 2014).In the beginning of September, heavy rain in Jammu and Kashmir caused severe flooding, the state’s worst in 50 years. Ten districts are heavily affected, almost 150 people reported dead, and a number of districts are not reachable yet. In the region of Jammu, landslides triggered by heavy rainfall have caused serious damages to infrastructure and agricultural land. The army has launched a major rescue
operation and has reportedly rescued over 200,000 people. However, over 100,000 people are still marooned in their houses, with no access to food or clean water. (IFRC, 18 Sep 2014)",https://reliefweb.int/disaster/fl-2014-000089-ind
Bangladesh: Floods ,Aug,2014,Past Disaster,Flood,Bangladesh,"Since 13 Aug 2014, continuous rainfall in north and northeastern Bangladesh, together with the onrush of water from upstream, have caused flash floods in low-lying and densely populated areas. More than 800,000 people have been affected, including 500,000 displaced. As of 25 Aug, humanitarian actors on the ground report nine deaths. The most affected districts include Nilphamari, Lalmonirhat, Kurigram, Rangpur, Gaibandha, Jamalpur, Sirajganj, Sunamjong and Sylhet. (ACAPS, 27 Aug 2014)By 1 Sep, the number of affected people had increased to 2.8 million. Among these, more than 57,000 families (275,000 people) are displaced, including more than 31,000 families (150,000 people) whose homes have been totally inundated and destroyed. A total of 99 floods shelters are active in the affected districts, housing some of the displaced population while others have settled in along elevated roads and with host families. (IFRC, 3 Sep 2014)Since 19 Sep, additional flooding has hit several districts in the country affecting 400,000 more people. Flash floods triggered by heavy rain and water from upstream hill areas across the border inundated vast areas in Bogra and Kurigram districts, while the Jamalpur town protection embankment developed a breach under pressure of rainwater. The heavy currents of flash floods gushing from Meghalaya of India have caused rapid inundation of Netrokona. Widespread flooding has also hit Lalmonirhat, Gaibandha, Naogaon, Brahmanbaria, and Mymensing leaving hundreds of thousands marooned, damaging houses, roads and embankments. Farmers who had replanted Aman paddy after the water started receding have lost their crops for the second time as more than 10,000 acres of crops were inundated. More than six hundred schools in the affected districts remain closed. (IFRC, 20 Oct 2014)",https://reliefweb.int/disaster/fl-2014-000117-bgd
Niger: Floods ,Aug,2014,Past Disaster,Flash Flood1 more,Niger,"Ongoing heavy seasonal rainfall has caused flooding in several parts of Niger in August 2014. As of 21 Aug, more than 36,400 people had been affected according to the Government, and 18 deaths had been reported. Tillabéry was the most affected region, followed by Dosso, Maradi and Tahoua. By this time last year, around 24,000 people had been affected by flooding - the number had increased to over 61,000 by the end of August 2013. (OCHA, 21 Aug 2014)As of 5 Sep, almost 60,000 people had been affected, and 38 deaths had been recorded. More than 4,700 houses had been destroyed. (OCHA, 5 Sep 2014)By October, the number of affected people had increased to 68,483 and more than 8,100 houses had been destroyed (OCHA, 3 Oct 2014).",https://reliefweb.int/disaster/fl-2014-000115-ner
Nepal: Landslides and Floods ,Aug,2014,Past Disaster,Flash Flood2 more,Nepal1 more,"Heavy rain caused massive landslides from the hillside in Jure, Mankhaa Village Development Committee of Sindhupalchowk district in Nepal's Central Region on 2 Aug 2014. The landslide created a  high artificial dam across the Saptakoshi River, one of the main tributaries of the Koshi River, blocking the flow of water completely. With a large volume of water collecting above the dam, the risk of flash floods, which could also impact India's Bihar, is high. (IFRC, 3 Aug 2014)5,000 families had been displaced and dozens of houses destroyed. Governments in both Nepal and India were evacuating thousands of people along the river embankment, as responders were struggling to secure a controlled release of the water with continuous rain hampering access to the affected area. The Government of Nepal is leading the response, with support from India and OCHA. (OCHA, 4 Aug 2014)As of 18 Aug, the Sunkoshi River was still blocked. Progress on releasing water from the naturally created dam remained slow, with additional rainfall increasing the threat of flash floods further downstream. The number of deaths has increased to 156, with 476 people still displaced and early recovery solutions are urgently needed. (OCHA, 18 Aug 2014).Heavy rain continued between 14 and 16 Aug, causing massive floods and several landslides in 18 districts throughout the country. A total of 34,760 families (173,800 people) have been affected, of which 5,936 families (29,680 people) are displaced. 53 people confirmed dead. The floods and landslides have damaged roads, bridges, local markets, transport vehicles as well as livestock, crops and daily consumables. More than 1,240 houses destroyed and 435 houses damaged. (IFRC, 17 Aug 2014).",https://reliefweb.int/disaster/ls-2014-000103-npl
South Sudan: Floods ,Aug,2014,Past Disaster,Flash Flood1 more,South Sudan,"Starting in July 2014, flooding caused by seasonal rainfall started to worsen living conditions in displacement sites in parts of South Sudan. By 31 Jul, large areas of the Bentiu Protection of Civilian Sites in Unity State were under water. (OCHA, 31 Jul 2014) As of 15 Aug, over 68 per cent of the estimated 1.3 million people displaced within South Sudan were sheltering in flood-prone sites. In addition to Bentiu, displacement sites in Juba (Central Equatoria) and Malakal (Upper Nile) had also reported flooding. (OCHA, 15 Aug 2014)
Due to the floods, malaria represented over 26 per cent of deaths recorded in health centres and displacement sites between 18 and 24 August 2014. (OCHA, 28 Aug 2014)",https://reliefweb.int/disaster/fl-2014-000123-ssd
