disaster,month,year,status,disaster_type,affected_country,description,reference
Panama: Floods ,Nov,2022,Past Disaster,Flood1 more,Panama,"The Pacific coast of central Panama has been affected by flooding due to the overflow of the La Villa, Tonosí, and El Cacao rivers. The National System of Civil Protection (SINAPROC) reports that in Los Santos province, more than 46 families have been evacuated, while in Herrera province, rescue teams have evacuated more than 25 families and approximately 50 houses have been affected. So far, no shelters have been set up in the above-mentioned provinces. Moderate to heavy rainfall with thunderstorms is forecast on 21-22 November over most of Panama, including Los Santos and Herrera provinces. (ECHO, 21 Nov 2022)Heavy rainfall continues to affect Panama, causing floods and landslides. On 20 November a landslide event occurred in Colón Province (Atlantic coast of central Panama), resulting in two fatalities. On the Pacific coast of central Panama, the humanitarian impact stands at about 70 displaced families across Los Santos and Herrera Provinces. Moderate rainfall is forecast over most of Panama on 23-25 November. (ECHO, 23 Nov 2022)",https://reliefweb.int/disaster/fl-2022-000365-pan
Saint Lucia: Flash Floods ,Nov,2022,Past Disaster,Flash Flood2 more,Saint Lucia,"On 6 November 2022, heavy rains associated with an upper-level trough caused widespread flooding and landslides in a number of communities in the north of St Lucia. Nearly 200 families have been displaced from the flooding. Whilst some displaced persons are with families and friends, a number of affected persons continue to occupy the impacted residences. Approximately 5,500 people overall have been impacted across the communities of Corinth, Bois drorange, and Grande Riviere in Gros Islet District, as well as isolated cases in other districts. (IFRC, 19 Nov 2022)",https://reliefweb.int/disaster/fl-2022-000362-lca
Hurricane Lisa ,Nov,2022,Past Disaster,Flood1 more,Belize3 more,"At 10:30 am on 31 October 2022, the National Emergency Management Organization (NEMO) issued Advisory No. 1 on Tropical Storm Lisa. Tropical Storm Lisa was located near latitude 15.5 N, longitude 77.3 W or about 735 miles East by South of Belize City. Lisa was moving to the West at 12 mph with maximum sustained winds of 40 mph and a minimum central pressure of 1003 mb. The system is forecasted to continue on a general west to west-north-westward track for the next few days with landfall possible on Belize late on Wednesday 2 November night or early Thursday 3 November in the morning. Lisa is expected to strengthen with the potential to make landfall as a category 1 hurricane on Belize. At 12:00 pm on 31 October 2022 the National Hydrological Service released Flood Bulletin No. 1 for Tropical Storm Lisa indicating areas expected to increase to flood stages across the entire country affecting main rivers. At 1:00 pm on 31 October 2022, the Prime Minister of Belize in his capacity as the Chairman of NEMO declared a hurricane watch (RED – 1) for the entire coast of Belize with landfall likely within 36 to 48 hours. (UNCT Belize, OCHA, 1 Nov 2022)On 2nd November 2022, hurricane Lisa made landfall just south of Belize City as a category 1 storm. [...] The NEMO estimated close to 39 percent affectation rate of the country’s population i.e. approximately 172,000 persons. At the time of the submission of the Initial Situation Assessment (ISA), there were no reported fatalities associated with the storm’s passage. The storm has resulted, however, in the temporary displacement of a large number of persons, with an estimated 5K+ seeking refuge in state managed shelters across the country of Belize. The ISA reports damages primarily to the housing sector which is reflective of the poor housing stock associated with the areas of affectation. An estimated 500 houses have been reported as being completely destroyed, with an additional 5,000 homes suffering from light, medium and heavy damages. The NEMO reports initial damage estimates to the housing sector as being approximately USD$10M with most of this damage recorded within the Belize District. (UNCT Belize, OCHA, 4 Nov 2022)",https://reliefweb.int/disaster/tc-2022-000357-blz
Tropical Storm Nalgae ,Oct,2022,Past Disaster,Flash Flood3 more,Philippines,"The new tropical cyclone TWENTYSIX (named PAENG in the Philippines), formed over the Philippine Sea, is moving north-west towards the eastern coast of the northern Philippines. On 27 October at 0.00 UTC its centre was located 565 km east of Catarman City, Northern Samar, with maximum sustained winds of 65 km/h (tropical storm). (ECHO, 27 Oct 2022)Tropical Storm NALGAE (known as Paeng in the Philippines) is moving towards eastern Visayas (central Philippines). On 28 October its centre was located about 310 km east of Samar Island, with maximum sustained winds of 74 km/h. NALGAE is expected to approach eastern Visayas and the south-eastern part of Luzon, and may make landfall in Catanduanes on 28 October, as a Tropical Storm. After that, it is forecast to pass close to Manila on 29 October, with maximum sustained winds up to 100 km/h. (ECHO, 28 Oct 2022)Severe tropical storm Nalgae (locally named Paeng) has brought heavy rains and strong winds to the Philippines and affected several hundreds of thousands of people, most severe in Regions 5, 6, 8, 12 and BARMM, over 557,000 are affected only in BARMM. At least 170,000 people are taking temporary shelter in and outside evacuation centres. National Disaster Risk Reduction and Management Council (NDRRMC) has reported that the storm left at least 45 people dead, injured 33 with 14 missing, due to flash floods and landslides. All numbers are expected to increase. (OCHA, 29 Oct 2022)More than 2,000,000 people were affected by severe tropical storm Nalgae (locally named Paeng) that made initial landfall in Catanduanes, Bicol region, on 29 October. All seventeen regions were affected by strong winds and heavy rains which has resulted in landslides and over 554 flooding incidents in various areas across the country, although half of which have subsided by now. According to government reports, at least 863,000 people are seeking temporary shelter inside 2,801 evacuation centres or with their friends and family. The National Disaster Risk Reduction and Management Council (NDRRMC) has reported that least 101 people died (73 confirmed, 28 for validation), 70 were injured and 66 are still missing. (OCHA, 31 Oct 2022)According to the National Disaster Risk Reduction and Management Council (NDRRMC), in the Philippines, the number of casualties has increased, after heavy rainfall and strong winds associated with the passage of NALGAE as a Tropical Cyclone. The Philippines National Disaster Risk Reduction and Management Council (NDRRMC) reports 121 casualties (of which 61 in BARMM, 29 in Western Visayas, and 12 in CALABARZON), while 36 individuals are missing. More than 100 persons sustained injuries, nearly 869,300 persons have been displaced, and 3.1 Million people were affected. Flooding and landslides caused by heavy rainfall have damaged about 11,300 houses, 141 infrastructure buildings, and 57,000 hectares of cropland. (ECHO, 2 Nov 2022)The number of casualties continues to increase in the Philippines. The Philippines National Disaster Risk Reduction and Management Council (NDRRMC) reports 122 fatalities, with 36 people missing. The number of displaced people slightly decreased to 850,000 people, while 3.3 million individuals remain affected. NALGAE made landfall on the evening of 2 November in a coastal area between Hong Kong and Macao as a Tropical Depression, and it continued moving north-westwards over Guangdong Province (southern China). In Hong Kong and Macao, many public services and activities, including education centers have been suspended. (ECHO, 3 Nov 2022)Following Tropical Storm Nalgae (locally named ""Paeng""), the number of fatalities increased to 154 people (most of them in Mindanao, while 35 people are still missing and 128 have been injured, according to the Philippines National Disaster Risk Reduction and Management Council (NDRRMC). In addition, more than one million people have been displaced and more than four million people have been affected. (ECHO, 4 Nov 2022)As of 5 November, according to reports from the National Disaster Risk Reduction and Management Council (NDRRMC), 1,209,456 families or 4,230,460 persons were affected in 9,274 barangays in all 17 Regions of the country (Regions NCR, CAR, I, II, III, CALABARZON, MIMAROPA, V, VI, VII, VIII, IX, X, XI, XII, Caraga, and BARMM). Of the total affected, the highest number of people affected were in Region VI (Aklan, Antique, Capiz, Guimaras, Iloilo and Negros Occidental provinces) totaling to 1,384,686 people or 366,085 families. The second highest was CALABARZON (Cavite, Laguna, Batangas, Rizal and Quezon provinces) affecting total of 713,982 people or 177,899 families. The third highest was BARMM (Maguindanao, Lanao Del Sur, Cotabato City, Basilan, Sulu, Tawi-Tawi provinces) affecting total of 418,753 people or 211,343 families. STS Paeng left a high toll of victims after its passage, mostly because of flooding, landslides, falling of trees and drowning. Total of 155 persons have been reported dead, 129 were injured and 34 reported missing. The highest number of people (65 individuals) reported dead were from the BARMM region. At least 766,879 people (206,934 families) took temporary shelter in 8,907 evacuation centers. Most of the people are returning back to their houses, at present 111,910 people (27,965 families) are still taking temporary shelter in 1,038 evacuation centers. (IFRC, 15 Nov 2022)As of 28 November, a total of 1,497,340 families or 6,040,012 persons are affected in 11,040 barangays in Regions NCR, CAR, I, II, III, CALABARZON, MIMAROPA, V, VI, VII, VIII, IX, X, XI, XII, Caraga, and BARMM according to the Department of Social Welfare and Development (DSWD). There are 2,873 families or 11,983 persons currently taking temporary shelter in 85 evacuation centers in Regions NCR, I, II, III, CALABARZON, V, VI, VII, IX, XII, and BARMM, and 10,161 families or 50,573 persons temporarily staying with their relatives or friends in Regions CAR, I, II, CALABARZON, IX, and BARMM. (Govt. of the Philippines, 28 Nov 2022)According to the Department of Social Welfare and Development (DSWD), a total of 1,584,360 families or 6,349,180 persons are affected in 11,266 barangays in Regions NCR, CAR, I, II, III, CALABARZON, MIMAROPA, V, VI, VII, VIII, IX, X, XI, XII, Caraga, and BARMM as of 29 December. There are 1,416 families or 6,234 persons currently taking temporary shelter in 53 evacuation centers in Regions NCR, I, II, III, CALABARZON, VI, VII, IX, XII, and BARMM. There are 9,799 families or 48,766 persons temporarily staying with their relatives or friends in Regions CAR, I, II, VI, IX, and BARMM. (Govt. of the Philippines, 29 Dec 2022)As of 26 January 2023, there are 1,314 families or 5,767 persons currently taking temporary shelter in 48 evacuation centers in Regions NCR, I, II, III, CALABARZON, VI, VII, IX, XII, and BARMM. At least 9,700 families or 48,766 persons temporarily staying with their relatives or friends in Regions CAR, I, II, VI, IX, and BARMM according to the Department of Social Welfare and Development (DSWD). (Govt. of the Philippines, 26 Jan 2023)",https://reliefweb.int/disaster/tc-2022-000352-phl
Viet Nam: Floods and Landslides ,Oct,2022,Past Disaster,Flood1 more,Viet Nam,"Heavy rainfall has been affecting parts of Vietnam over the past few days, triggering landslides and leading to casualties and damage. According to the national authorities, at least 800 people in Thuong Hoa Commune (Minh Hoa District, Quang Binh Province) have been affected by landslides as well as 30 households in Kyson District (Nghe An Province). (ECHO, 11 Oct 2022)On 10-11 October in central Vietnam, floods, and landslides caused two missing people in Quang Ngai Province, while about 2,000 houses in the Province have been flooded. The flooding in Quang Ngai concentrated in Nghia Hanh and Duc Pho Districts, with an average flood level of 0.3 - 0.7m. More than 1,000 people have been reallocated to temporary shelters. (ECHO, 13 Oct 2022)Vietnam Disaster Management Authority announced a warning on 23 September 2022 thattropical storm NORUwould make landfall over middle Vietnam and moved towards Laos and Thailand. The typhoon hit Vietnam on 28th September and weakened to a tropical storm, while bringing severe rainfall successively to the region. During 19:00 on 27 September to 07:00 on 28 September, the Central and Central Highlands regions had heavy to severe rain at 200-300mm in some places [...] The event resulted in death of 2 people, injury to 62 people, collapse of 160 houses, damages to 3,364 houses and 7,346 houses became flooded across 12 provinces. Additionally, 874 ha of rice, 4,445 ha of crops, 3,0440 ha of aquatic product were flooded, 5,372 trees were fallen, 724 cattle, 20,292 poultry died and washed away.On October 14, the tropical depression that formed in the North of Philippines strengthened into storm SONCA and entered the East Sea of Vietnam. The impact of the storm caused a sudden increase in the number of people affected as an additional 21,537 households were affected between 13-15 October. At the same time, the level of rainfall also reached the threshold of the Viet Nam Red Cross' Early Action Protocol for Floods. This is considered the trigger of the event and need for international assistance.At dawn on October 15, the storm made landfall in Da Nang - Quang Nam with the wind measured at level 3-4, continued going inland and weakened into a low-pressure area and gradually dissipated. The storm created serious flood in Hue and Da Nang city, which reached 0.5-1.5m depth.After successively storm surges since the end of September up to 18 October, there were 109,217 households (436,868 people) affected with 19 deaths, and 110 injuries, 89,451 inundated houses, 185 collapsed houses, 7,174 damaged houses. The impact of storm and flood is considered one of the worst since 2007. (IFRC, 24 Oct 2022)Heavy rain has been affecting the central-eastern provinces of Vietnam, causing floods, triggering landslides and leading to casualties and damage.
According to national authorities and media reports, three people died and almost 2,900 houses have been flooded in Thua Thien Hue Province (central Vietnam). Flooding occurred also in in Quang Nam Province (central Vietnam) where one house was completely destroyed and hectares of crops damaged. Furthermore, widespread landslides caused damage and blocked roads in the Provinces of Quang Tri, Thua Thien Hue and Quang Nam. (ECHO, 6 Dec 2022)",https://reliefweb.int/disaster/fl-2022-000336-vnm
Costa Rica: Floods ,Oct,2022,Past Disaster,Flood2 more,Costa Rica,"During the early morning of 8 October, Tropical Storm Julia generated rains in the entire national territory of Costa Rica, particularly in the South Pacific, where effects are reported due to overflowing of rivers and streams. The accumulated rainfall according to the National Meteorological Institute (IMN by its Spanish acronym) exceeded 200 mm in the extreme south of the country. As a result, there are high saturation values in the soils, particularly in the South Zone, North Pacific, and North Zone. The event maintained its influence on the territory, particularly in the South Pacific, and gradually dissipated, as well as in the North Pacific and North Zone, where weather conditions remained.The heavy rains caused flooding in several areas of the country, mainly in the South Pacific regions. The National Emergency Commission (CNE) counted a total of 379 incidents associated with Hurricane Julia in Costa Rica, with the highest number in Golfito with 212 reports, Osa with 63 incidents and Buenos Aires with 35 reports. In Coto Brus there were 19, in Pérez Zeledón 15, in Corredores seven and in Abangares five. As of 10 October, 19 collective centres were available, where 825 people have been sheltered. 13 of the shelters are located in the Brunca Region with 591 people sheltered, four in the Chorotega region with 224 people, one in the Central Pacific with eight people and one in the Northern Zone with two people. (IFRC, 25 Oct 2022)On 1 November 2022, according to the Costa Rica National Commission for Risk Prevention and Emergency Attention (CNE as per its acronym in Spanish), more than 1,500 flooding incidents were recorded in the month of October, the highest monthly number in 2022 thus far, with the greatest impacts in the South Pacific and Central Pacific, and particularly in the cantons of Golfito (293), Desamparados (214), Garabito (136), Osa (128), Quepos (119) and Parrita (115). (PAHO, 02 Nov 2022)",https://reliefweb.int/disaster/fl-2022-000348-cri
Thailand: Floods ,Oct,2022,Past Disaster,Flood,Thailand,"Since the start of the current monsoon season, flash floods, floods and overflowing riverbanks have brought accumulated humanitarian impacts to people, mostly in rural areas. Much of the floods were exacerbated by major dams being pushed to their capacities, which resulted in raised river levels downstream through the urgent release of water. (IFRC, 19 Oct 2022)Floodlist and media reported 13,635 evacuated people, of which 13,135 were in 74 shelters across Ubon Ratchathani Province and 500 more in Lopburi Province. In addition, over 41,300 affected households were reported across the Provinces of Sisaket, Chiang Mai, Tak, Ubon Ratchathani, Nakhon Sawan, Sing Buri, Lopburi, and Nonthaburi. (ECHO, 6 Oct 2022)The situation has deteriorated since 6 October 2022, a week after typhoon Noru hit Thailand and brought heavy rainfall. [...] According to the Department of Disaster Prevention and Mitigation (DDPM) report on 11 October 2022, flooding occurred in 25 provinces (132 districts, 711 sub-districts, 4,377 villages), with a total of approximately 156,240 households (485,906 people) affected, four deaths and two injuries reported. (IFRC, 19 Oct 2022)Floods and flash floods caused by heavy rainfall have been affecting the south of Thailand, particularly the six Provinces of Phuket, Phang Nga, Satun, Krabi, Songkhla, and Trang. The ASEAN Disaster Information Network (ADINet) reports nearly 19,500 affected people, and about 4,000 houses impacted by floodwaters. (ECHO, 20 Oct 2022)The ASEAN Disaster Information Network (ADINet) reports 25,605 affected people and 5,121 damaged houses by floods across five provinces of southern Thailand (Satun, Songkhla, Yala, Trang, Nakhon Si Thammarat). (ECHO, 9 Nov 2022)Heavy rainfall has been affecting the southernmost Provinces of Thailand (bordering northern Peninsular Malaysia) since 11 November, causing floods and flash floods that have resulted in damage. The ASEAN Disaster Information Network (ADINet) and national authorities report, as of 14 November, a total of approximately 6,670 affected people and more than 2,200 flooded houses across Narathiwat, Pattani, Songkhla, and Yala Provinces. (ECHO, 14 Nov 2022)According to the Department of Disaster Prevention & Mitigation (DPPM), a flooding event caused by monsoons happened in the southern region of Thailand with 6 provinces affected on 5 Dec. As of 12 Dec, DPPM reported that the impact of flooding has resulted in at least 31,300 families (156,600 persons) affected and more than 31,000 houses inundated. (AHA Centre, 11 Dec 2022)Heavy rainfall has been affecting the south of Thailand, particularly the provinces of Phatthalung, Songkhla, Pattani, Yala, and Narathiwat, causing widespread floods and resulting in casualties. According to the ASEAN Disaster Information Network (ADINet), at least one person died in Songkhla province. About 77,000 individuals have been affected by floods across 24 districts of the abovementioned provinces. (ECHO, 15 Dec 2022)Heavy rain continues to affect nine provinces of southern Thailand, causing floods, casualties and damage. In Thailand, according to media, four people died (three in Narathiwat province and one in Songkhla province). More than 55,000 people have been affected across the provinces of Surat Thani, Nakhon Si Thammarat, Trang, Phatthalung, Satun, Songkhla, Pattani, Yala, and Narathiwat. The hardest hit areas were Narathiwat, Nakhon Si Thammarat and Songkhla provinces. The government is expediting the damage assessment. Provincial Disaster Prevention and Mitigation Office provided boats to the municipality to facilitate the helping of flood victims. (ECHO, 20 Dec 2022)As of 21 Dec 2022, flooding, landslides, and strong wind are reported in the Southern Region of Thailand. A total of 205,774 families (at about 508,000 persons) affected, 7 persons dead, 2 injured in Surat Thani, Nakhon Si Thammarat, Trang, Phatthalung, Satun, Songkhla, Pattani, Yala, and Narathiwat Provinces were reported by Department of Disaster Prevention and Mitigation (DDPM) Thailand. The floods still persist in Surat Thani, Nakhon Si Thammarat, Phatthalung, Songkhla, Pattana, Yala, and Narathiwat. According to the report, 7, flood depth has been reported to have decreased in those seven affected provinces. Evacuation operation are ongoing by relevant agencies/organisations, Government of Thailand has also provided initial assistance to the affected community. [...] These disasters are still within the capacity of the Government of Thailand. (AHA Centre, 21 Dec 2022)",https://reliefweb.int/disaster/fl-2022-000333-tha
Benin: Floods ,Sep,2022,Past Disaster,Flood,Benin,"Heavy rains fell across some areas in the centre of Benin, with significant rainfall recorded throughout September 2022. Twenty-seven (27) municipalities out of 77 were flooded. Rivers Mono, Oueme and Niger in Benin overflew their banks unprecedentedly. [...] The report shared by the Government states that over 73,000 people have been affected and close to 1,400 houses damaged by the waters, including at least 670 that have been completely destroyed. Significant crop and livestock losses were recorded over thousands of hectares across 22 municipalities. The most hard-hit municipalities are the following: Ouesse, Savalou, Zogbodome, Zagnanado, Tchaourou, Karimama, Dangbo, Bonou, Ze, and Athieme, totalling 71,270 people affected and 1,328 households rendered homeless by the destructions of their homes. (IFRC, 21 Oct 2022)",https://reliefweb.int/disaster/fl-2022-000332-ben
Honduras: Floods ,Sep,2022,Past Disaster,Flash Flood2 more,Honduras,"The Honduras government declared a state wide of emergency for 90 days to respond immediately and efficiently to the consequences of floods in the country. COPECO declared a red alert for the departments of Santa Barbara and Copan for 48 hours, for the municipalities bordering Ulua river where the population is being evacuated. 3,297 families and 796 houses are affected and 98 shelters were activated for the emergency sheltering of 8,276 persons. The armed forces and the Police are requested to provide security to the places where displaced persons are gathered.(ECHO, 26 Sep 2022)During the month of September, floods and landslides caused by the rainy season in Honduras resulted in at least 16 fatalities, more than 84,000 affected people, and about 3,500 damaged or destroyed houses, as reported by UN OCHA. The flood situation in the country was exacerbated by the passage of Tropical Storm JULIA in southern Honduras, which left at least 144,000 affected people. Moreover, 15 of the 18 Departments of Honduras reported damage. National authorities are carrying out a survey to evaluate the degree of damage and collect information to rapidly identify the humanitarian needs of the affected population. The International Charter was activated (ID 906) on 13 October in order to support the response with satellite data. (ECHO, 14 Oct 2022)",https://reliefweb.int/disaster/fl-2022-000328-hnd
Niger: Floods ,Sep,2022,Past Disaster,Flood,Niger,"On 31st of August 2022, based on information coming from the Niger Basin Authority (NBA), in collaboration with the Directorate General of Water Resources and the Directorate of National Meteorological services, indicates that floods will occur in the week of 5 September in Niamey. As a result, the Niger Red Cross Society is activating its Early Action Protocol (EAP) for Floods. (IFRC, 1 Sep 2022)On 2 September, feedback was received from the SATHORIO that the Niamey hydrometeorological station temporarily malfunctioned during the period from 28 August to 3 September 2022, As a result, the water threshold in the bulletin dated 29 August 2022 was incorrect, which was the bulletin used to activate the EAP. Moreover, the wrong interpretation of the meteorological data was also influenced by the heavy rainfall recorded during the same period downstream of the river. Therefore, the EAP activation was a false alarm. At this time, based on the information from National Coordination Unit (NCU), and in coordination with the National Director of Hydraulics (DHN), early actions were paused pending further clarification.On 8 September, a field visit was organized including representatives from the CRN, the Ministry of Humanitarian Actions and Early Warning Systems, Direction of Civil Protection, National Director of Hydraulics, the local Administrative Authority, Niger Basin Authority and IFRC. The field visit identified that in addition to the false alarm mentioned above, the protective embankment is being raised (work started in August 2022) to more than 650 cm (photo 2 and 3), along the river in the Niamey River by the Disaster Risk Management and Urban Development Project (DRMP-UD). Following the field visit, on 12 September, it was unanimously decided that the probability of flooding was very low (less than 20%), therefore, the EAP actions should stop. (IFRC, 7 Oct 2022)In Niger, 195 people died as a result of prolonged rainfall and flooding, which have so far affected about 327,000 people, since June. The southern regions of Zinder and Maradi, which border Nigeria, were the hardest hit. (OCHA, 10 Nov 2022)",https://reliefweb.int/disaster/fl-2022-000316-ner
