disaster,month,year,status,disaster_type,affected_country,description,reference
Kenya: Floods ,Mar,2023,Past Disaster,Flash Flood1 more,Kenya,"Heavy rainfall has been affecting several parts of Kenya and Ethiopia over the last week, causing floods and severe weather-related incidents that resulted in casualties and widespread damage [...] According to media reports, in Kenya, at least 12 people died, of which seven were in Gilgil Town (Nauru County), three others in West Pokot County, one in the capital Nairobi, and another in Suswa Town (Narok County). In addition, thousands of people have been displaced (including 812 households in Marsabit County, northern Kenya), and several houses damaged.(ECHO, 30 Mar 2023)On 2 April, heavy rainfall affected Taita–Taveta County (southern Kenya), causing flash floods and resulting in casualties and damage. According to media, one person (a pregnant woman) died while two others are still missing following a flash flood event. Widespread damage was reported across the affected County and also in Narok County (south-western Kenya) due to heavy rain and floods.(ECHO, 6 Apr 2023)Over the past few days, heavy rainfall has affected Kisumu County (south-western Kenya), causing flash floods and resulting in displacement and damage.
According to media report a total of 1,000 people have been displaced across several parts of the county.(ECHO, 28 Apr 2023)In Kenya, media report approximately 4,500 displaced families across the Kisumu County (south-western Kenya) due to floods and the Nyando River overflow.(ECHO, 02 May 2023)Heavy rains have resulted in flash floods across 32 counties, displacing 15,021 households, and recharging open water sources, thus improving access to water.(UNICEF, 03 Jun 2023)",https://reliefweb.int/disaster/ff-2023-000051-ken
Cameroon: Floods ,Mar,2023,Past Disaster,Flash Flood2 more,Cameroon,"On 18 March 2023, torrential rains in Buea town in the South-West region, led to flash floods and mudslides from Mount Cameroon affecting some communities at the foot of the mountain, and causing several casualties among residents of Buea. The following day on 19 March, OCHA facilitated a joint mission with humanitarian partners, including some United Nations agencies, Cluster representatives, national and international NGOs, to the affected areas for an overview of the situation and an assessment of the most urgent needs. Preliminary findings revealed that two persons were found dead, four were hospitalized and one was reported missing. An estimated 3,000 people are affected. Some households lost their livelihood and personal belongings including livestock, stored grains, crops and civil documents. The water catchment in Buea-town neighborhood was also destroyed and water supply pipes were broken in all affected communities, depriving them from access to water. Water, sanitation, and hygiene (WASH), as well as shelter, non-food items (NFIs), health and protection were reported as the most immediate needs. The community, the Government, humanitarian organizations and the private sector provided lifesaving support to the affected population. (OCHA, 2 May 2023)Heavy rainfall continues to affect parts of Cameroon, triggering landslides and causing floods that resulted in casualties and damage. According to media reports, 5 people died and many others have been injured after a landslide occurred in Limbe, Fako Division, Southwest region of Cameroon on 19-21 July. In addition, in the same period, several households, public infrastructures and one hospital were flooded. More rains are expected over western and northern Cameroon. (ECHO, 25 Jul 2023)",https://reliefweb.int/disaster/fl-2023-000063-cmr
Türkiye: Floods ,Mar,2023,Past Disaster,Flood,Türkiye,"On 14-15 March heavy rainfall affected the Provinces of Adiyaman and Sanliurfa (southern Türkiye) causing floods and resulting in casualties and damage. According to media, 14 people have died, of which 12 in Sanliurfa (hit by 111 mm of rain in 24 hours) and two others in Adiyaman (136 mm of rain in 24 hours). In addition, at least five people are still missing (three in Adiyaman and two in Sanliurfa) as reported by the Disaster and Emergency Management Presidency (AFAD) and media. Search and rescue operations conducted by national authorities are ongoing over the area. (ECHO, 16 Mar 2023)The damage of the flooding and what is left behind is striking in many districts of Adıyaman and Şanlıurfa, as the infrastructure facilities such as buildings, bridges and highways are demolished while some buildings can only be accessed by boat due to the river-like streets. More than 2000 homes, workplaces and vehicles are damaged, and some have been submerged in water. Despite surviving the earthquake, some homes have now been inundated with floodwaters, resulting in further displacement. (Turkish Red Crescent Society, 04 Apr 2023)Heavy rainfall has been affecting northern Türkiye, in particular throughout the Black Sea region, since 4 June, causing floods, landslides and rivers overflows that have resulted in casualties and damage.The Disaster and Emergency Management Presidency (AFAD) reports, as of 5 June, two fatalities, of which one is in Samsun and another in the Amasya Province. In this latter province, one person is still reported as missing. In addition, eight evacuated people were reported in the Sinop Province. Furthermore, a number of roads and bridges have been damaged across the aforementioned provinces and in the Kastamonu Province. (ECHO, 06 June 2023)Heavy rainfall has been affecting the Black Sea region, northern Türkiye, since 9 July, causing floods and landslides that have resulted in casualties and damage.According to the AFAD and media, as of 12 July, three fatalities are confirmed, of whom one is in Zonguldak Province and another in the Ordu Province. Almost 70 people have been evacuated and hundreds have been displaced. In addition, media report that more than 1,000 landslides occurred in Sakarya, Düzce, Bolu, Zonguldak, Bartin, Karabük, Kastamonu, Ordu, Giresun and Samsun Provinces. (ECHO, 13 July 2023)",https://reliefweb.int/disaster/fl-2023-000040-tur
Somalia: Floods ,Mar,2023,Past Disaster,Flash Flood1 more,Somalia,"Several areas of Somalia received moderate rains in the week starting 12 March, with the heaviest rainfall recorded in Gedo and Bay regions, particularly in Baardheere, Wanle Wayne, Luuq and Doolow districts. According to the latest rainfall outlook for the 2023 Gu season. Partners have raised concerns over a likely deterioration of the living conditions, particularly for Internally Displaced Persons (IDPs) living in overcrowded settlements with inadequate shelter. The rains also come at a time when partners are struggling with a surge in disease outbreaks, including acute watery diarrhoea/cholera, and measles cases, which are likely to increase due to the risk of people consuming contaminated water and lack of adequate sanitation and hygiene facilities and services. (OCHA, 23 Mar 2023)Nearly 100,000 people have been affected by heavy rains and flash flooding in several areas of Somalia over the last week. [...] The worst affected district is Baardheere in Jubaland State; 21 people including six children have reportedly been killed. More than 13,000 families (about 78,000 people) have been affected; shelters for 8,945 families (about 53,600 people) were damaged or destroyed. (OCHA, 3 Apr 2023)Floods have affected over 175,000 people in Somalia since the beginning of the rainy season, of whom 140,000 have been displaced. (OCHA, 13 Apr 2023)As of 6 June, at least 468,000 people have been impacted by the floods, of whom 247,000 have been displaced from their homes. According to partners, at least 85 per cent of those displaced are in Belet Weyne town and surrounding areas in Hiraan region, where the Shabelle river burst its banks on 9 May. Further downstream, the Shabelle flooded parts of Bulo Burte and Jalalaqsi districts on 24 May, displacing nearly 7,000 people. Flash floods have also been reported in Qardho in Puntland, Gaalkacyo in Mudug region and in Mogadishu in Banadir region.  (OCHA, 06 Jun 2023)",https://reliefweb.int/disaster/ff-2023-000044-som
Peru: Floods and Landslides ,Mar,2023,Past Disaster,Flood2 more,Peru,"Piura Region (northern Peru) is currently affected by the effects of the Cyclone Yaku as well as heavy rains. Overflowing rivers have left four dead people and severe damage on 2,077 homes, 13 educational centres, 35 health establishments, 2,700 means of transportation and 4,730 irrigation canals. According to the Regional Emergency Operations Center in Piura (COER) there are 3,529 people affected by the rains. More than 580 districts of the north coast and mountains are at risk due to the torrential rains, which can cause landslides and mudslides, informed the National Institute of Civil Defense (INDECI). The cyclone Yaku is severely impacting Tumbes, Piura, and Lambayeque departments, generating floods, river overflowing and landslide. (ECHO, 11 Mar 2023)The number of casualties is increasing following heavy rainfall, floods and landslides that have been affecting several Departments of Peru since the beginning of March. According to UN OCHA, at least 58 people have died while the National Institute of Civil Defense of Peru reports more than 24,000 affected people and more than 6,400 damaged or destroyed houses. The State of Emergency has been declared in the Departments of Cajamarca, La Libertad, Lambayeque and Piura for the impact due to the huge precipitations. (ECHO, 14  Mar 2023)On 16 March 2023, the Peru Civil Protection (INDECI per its acronym in Spanish) published updated information on the effects of the heavy rains in the departments Piura, Tumbes and Lima. In the department of Piura, 9,253 people were affected (976 increase since the 15 March report), including 6 deaths and 8 injuries. Additionally, 3,637 homes were affected (272 increase), and 292 homes were destroyed (29 increase). In the department of Tumbes, there were 563 people affected (209 increase); 270 homes were affected and 10 were destroyed. In the department of Lima, there were 208 people affected (199 increase) and 23 homes destroyed (20 increase). (PAHO, 16 Mar 2023)On 22 March 2023, the Peru Civil Protection published updated information on the effects of the heavy rains in the departments of Lambayeque, Áncash, Ayacucho, and Piura. In the department of Lambayeque, there were 3,692 people (372 increase since the 21 March report) and 1,368 homes affected (120 increase). In addition, 336 homes were destroyed (23 increase). In the department of Áncash, there were 4,691 people and 1,268 homes affected. Additionally, 100 homes and one health care facility were destroyed, and 5 health care facilities were affected. In the department of Ayacucho, 7,245 people were affected and one death was reported; additionally, 1,198 homes and 7 health care facilities were affected, with 110 homes and one health care facility destroyed. (PAHO, 23 Mar 2023)Heavy rainfall has been affecting most of Peru since January 2023, causing floods, rivers to overflow and triggering landslides that have resulted in casualties and damage. The most affected departments are Piura (the worst affected one), Tumbes and Lambayeque in the north and Ayacucho and Arequipa in the south. UN OCHA and the National Center for Estimation, Prevention and Disaster Risk Reduction (CENEPRED) report, as of 27 March, 71 fatalities, nearly 131,000 people in need of humanitarian assistance, around 54,000 damaged houses and 144 destroyed bridges across the country. The Government has declared the state of emergency for 1,030 districts (54 per cent of the total of districts across the country). Humanitarian organizations are currently responding to this emergency as well as collecting more information on needs and risks. (ECHO, 28 Mar 2023)Tens of thousands of families in the northern departments of Lambayeque, Piura and Tumbes still reeling from recent flooding linked to the El Niño Costero phenomenon continue to withstand heavy rains, forecast to continue battering badly affected coastal communities. Official impact figures continue to grow, with 77 deaths and more than 15,000 homes destroyed. The humanitarian community estimates 517,000 people in need. UN and international NGO teams continue supporting the Government-led response following a request for international assistance.Preliminary findings indicate that shelter, camp coordination and assistance, and delivering assistance to vulnerable migrants and refugees are priority concerns. The floods have directly damaged the homes of some 75,900 families. Education authorities estimate that the disaster has affected educational access for 55,440 children. Social protection services also need support, as Government child protection services personnel are overstretched. Information on shelter conditions and basic needs remains scarce, and the dispersal of the affected population poses a challenge for identifying and responding to protection cases. (OCHA, 10 Apr 2023)As of 13 April, the National Civil Defence Institute (INDECI) reports that the floods have affected 246,813 people and left another 42,136 people homeless across the country, according to damage assessments and needs analyses (DANA) records, approximately 53 per cent of which have been processed.Approximately 517,000 people have urgent humanitarian needs, according to preliminary estimates by the National Humanitarian Network (RHN, per its Spanish acronym) as of 29 March, a number that could increase as information continues to come in from the field amid persistent heavy rains.The floods have directly affected more than 114,900 households (about 460,000 people), most of them in the Lambayeque, Piura, and Lima regions. [...] Authorities have declared a state of emergency in 1,056 districts (54 per cent of all districts in Peru). [...] The Ministry of Economy and Finance indicated that the cost of reactivating the economy and responding to the emergency is approximately US$3.1 billion. [...] According to the Emergency Food Security Assessment (EFSA) 2022, 57 per cent of the population (around 16 million people nationwide) suffered from moderate or severe levels of food insecurity prior to the floods. At present, one out of every two people are already using coping strategies to mitigate the floods’ impact to their livelihoods. Any additional impact is likely to exacerbate their situation and cause further food insecurity. (OCHA, 18 Apr 2023)The heavy rains have left a total of 65,289 people without homes, 377,190 people affected, 146,539 households affected, 99 dead and 13 missing throughout the country. Between 13 April and 24 April, there was an increase of 130,378 people impacted, according to official data (with 35.5 per cent of the damages and needs records still to be validated). (OCHA, 27 Apr 2023)After more than two months, Peru's northern coasts are still reeling from the impacts of heavy rain and flooding. Official records from the National Civil Defence Institute indicate that 584,000 are in need of assistance, a figure that has continued to increase as reports from the field come in. Some 23 per cent of needs and damages assessments are still pending processing. The flooding has also left 31,000 houses destroyed or uninhabitable. According to National Humanitarian Network (RHN) partners, at least 2,600 people are sheltering across the country in 51 centres.With 72 per cent of the damage records accounted for, the Government reports that there are 765,781 people in need [...] Some 109,027 people are reported to have been rendered homeless and 656,754 affected. In addition, reports indicate that 41,670 homes have been destroyed or rendered uninhabitable.In terms of Food Security and Nutrition, WFP estimates that the emergency is leaving nearly 507,000 people in a state of food insecurity, 73,760 of which are in a state of severe food insecurity. Malnutrition is also growing in Lambayeque, Piura and Tumbes, with figures from the first quarter of 2023 approaching 2021 and 2022 annual figures. (OCHA, 15 Jun 2023)With 81 per cent of damage records tallied, the Government reports 801,425 people in need of assistance since the start of the rainy season in January. Additionally, 45,101 homes have been either destroyed or rendered uninhabitable. Food, water, sanitation and hygiene services, health, protection and the situation of 1,350 people in 24 shelters, both official and makeshift, remain priority needs. (OCHA, 17 Jul 2023)As of 17 July 2023, the Peru Civil Protection (INDECI per its acronym in Spanish), published updated information on the heavy rains affecting several departments in Peru, including Moquegua reporting affected persons and homes for the first time.(PAHO, 17 Jul 2023)With 100 per cent of damage records tallied, the Government reports 839,760 people in need since the start of the rainy season in January, an increase of 38,335 people [...] Of this group, 123,691 people have been rendered homeless and 716,069 affected. Additionally, 48,903 houses are reported destroyed or uninhabitable. (OCHA, 23 Aug 2023)",https://reliefweb.int/disaster/fl-2023-000036
Ethiopia: Floods ,Mar,2023,Past Disaster,Flood,Ethiopia,"Since the start of March, heavy rainfall has been affecting several regions of Ethiopia (particularly the Somali Region), causing widespread floods, the overflow of rivers and leading to casualties and damage. According to UN OCHA, at least 29 people have died (all in Somali Region), and 240,000 have been affected or displaced across the country. Many of the affected people are located in Somali, Oromia and Afar Region. (ECHO, 5 Apr 2023)New flood incidents have been reported end of March in Loka Abaya Woreda of Sidama Region displacing 2,500 people and damaging 92 hectares of crops and vegetables. There is an urgent need for transportation (alternatives to road) to move those stranded. Flash floods have also affected eight kebeles in Harawa Woreda (Fafan Zone) of the Somali Region (which has reportedly impacted about 46,900 households, destroyed over 16,800 livestock and more than 24,400 hectares of crops across 4 zones. (OCHA, 24 Apr 2023)Floods have caused widespread destruction and displacement in Somali, Oromia, Southern Nations Nationalities & Peoples’, South West Ethiopia Peoples’ and Afar regions. More than 35,000 households are displaced, 45 human lives lost, over 23,000 livestock perished, and more than 99,000 hectares of farmland destroyed in Somali Region alone. (OCHA, 12 May 2023)Thousands of people displaced by floods brought on by the Belg/Gu rains from March to May are still waiting for assistance in the Somali Region. Furthermore, very limited response (ESNFI) has reached communities (about 2,000HHs) out of the more than 37,000 flood affected households in the region. Shabelle Zone, is heavily impacted by recent floods with over 67,000 hectares of crop land damaged, the pause in food aid, and inflated food prices especially in cereals (by an estimated 35 per cent) due to growing imbalance between supply and demand among affected populations, and negatively
affecting those struggling to recover from consecutive droughts. (OCHA, 03 Jul 2023)",https://reliefweb.int/disaster/fl-2023-000052-eth
Ecuador: Floods and Landslides ,Feb,2023,Past Disaster,Flood1 more,Ecuador,"Over 18-21 February, floods and landslides triggered by heavy rainfall affected Ecuador and resulted in casualties and damage. The most affected Provinces are Chimborazo, Esmeraldas, Los Ríos, Loja, Manabí, El Oro and Guayas. According to the Risk Management Secretariat, at least six people have died due to flood events (four across Chimborazo Province and two others in Esmeraldas Province in central and northern Ecuador). (ECHO, 23 Feb 2023)Following the deadly landslide that occurred in Alausí Canton (Chimborazo Province, central Ecuador) on 26 March, the number of casualties increased. The Risk Management Secretariat of Ecuador (SGR) reports, as of 29 March at 2.00 UTC, 12 fatalities, 67 missing, 31 injured and 32 rescued people. In addition, 500 people have been affected as well as more than 160 houses. National authorities are conducting rescue and emergency activities and are providing help for those affected. (ECHO, 29 Mar 2023)In the rainy season, heavy rainfall has affected more than 58,700 people across 173 Cantons. The Guayas Province is one of the worst hit with 28,200 affected people. Other affected Provinces are Manabí, Los Ríos, Santa Elena, Cotopaxi, El Oro, Santo Domingo de Los Tsáchilas, Imbabura and Chimborazo. According to UN OCHA, 25 people died in the rainy season and 33 more following the landslide that occurred in Alausí Town (Chimborazo Province) on 26 March. In addition, 12,200 houses have been damaged displacing several people. (ECHO, 11 Apr 2023)",https://reliefweb.int/disaster/fl-2023-000053-ecu
Paraguay: Floods ,Feb,2023,Past Disaster,Flash Flood1 more,Paraguay,"The rains in the northern part of Paraguay that began in mid-February registered a maximum impact on 28 February, with more than 350 mm of rain recorded in a period of 12 hours, causing flash floods in the departments of Concepción, Alto Paraguay and Amambay.On 27 February, a Departmental Declaration of Emergency was issued for the Department of Concepcion stating that ""the Department of Concepcion is declared in a state of emergency as a result of the heavy rains that affected the districts of San Lazaro, Horqueta, Sargento Felix Lopez, Paso Horqueta and Paso Barreto of the Department of Concepcion, causing flooding, road closures, isolation of several communities, affected homes and consequently paralyzing the activities in the areas of mining, agricultural, livestock, forestry and commercial production.""Regarding the flood emergency situation, the Minister of the National Emergency Secretariat (SEN) mentioned during
the inter-institutional coordination meeting held at the Government Palace on 10 March, that this phenomenon impacts the Departments of Alto Paraguay, Amambay, Concepción, Pdte. Hayes, San Pedro and Itapuá and to date has affected almost 30,000 families across the country, evacuating several families by air, land and water, using its own means, the Air Force and the Paraguayan Navy. [...] According to the scenario presented by technicians from Meteorology and Hydrology Directorate, in the short term the number of families affected by floods could quadruple, according to the latest statistics, and there could be more than 100,000 families affected along the basins of the Paraguay River, Paraná and its affluents. There is also concern about an outbreak of mosquito-borne diseases such as dengue and chikungunya, with the Ministry of Public Health and Social Wellbeing reporting nearly 15,000 new cases on a weekly basis. (IFRC, 18 Mar 2023)",https://reliefweb.int/disaster/fl-2023-000041-pry
Syria: Floods ,Feb,2023,Past Disaster,Flash Flood1 more,Syria,"In Idlib province, following the earthquake, the Asi/Orontes river overflowed its banks, following the opening of the al-Rastan Dam [...], along with the collapse of a concrete dam between Antakya and Reyhanli in Türkiye [...]. Flooding in the village of al-Talul in Idlib affected some 1,000 homes, forcing around 7,000 people to evacuate as of 9 February [.] (DFA, 17 Feb 2023)On 16 March, a heavy rainstorms swept through Northern Syria and the wider region. In Northeast Syria, the consequent floods caused significant damages, the destruction of infrastructure and loss of livelihoods, leaving bridges and agricultural land damaged. At least eight people died due to the floods in Al Hasakah, Ar-Raqqa and Kobane. The Abu Khashab camp suffered severe damages with accumulation of mud on the roads and water entering the tents, worsening the living conditions of more than 10,000 Internally Displaced Persons (IDPs). (ECHO, 20 Mar 2023)Over 80,000 people across more than 50 displacement sites have been affected by flooding and strong windstorms last week, particularly in reception centers across Idleb and Aleppo Governorates. The flooding and windstorms have destroyed or damaged more than 3,000 tents, many of which were set up to house people displaced due to the earthquakes. The flood damage has also caused some displaced families to lose their food stocks, while rendering some latrines unusable and led to the collapse and clogging of some septic tanks. (OCHA, 4 Apr 2023)",https://reliefweb.int/disaster/fl-2023-000042-syr
Mozambique: Floods ,Feb,2023,Past Disaster,Flood,Mozambique,"Between 7-10 February, heavy rains reaching up to 100 mm in 24 hours hit the southern region of the country, causing widespread flooding in Maputo city and Maputo province. According to the National Institute for Disaster Management and Risk Reduction (INGD), the rain already affected some 30,605 people (5,721 families), displaced 422 people, and killed four people. Five accommodation centres have been established that are currently hosting 422 people.According to preliminary data from authorities, eight houses have been partially destroyed and 4,286 have been flooded, while five health units and 13 schools across the province have been reportedly damaged by the rain. Power cuts have been reported in all the areas affected – particularly around the basins of the rivers Maputo, Incomáti, and Umbelúzi – where the alert level has been reached. Movement across the region has also been curtailed. The Provincial Delegation of the National Roads Administration (DPANE) reported that the roads N2 (Matola/Boane), N3 (Impaputo/Goba), R408/CrzR407, CrzR407/CrzN3, N200, R406 (Salamanga/Catuane), R402 (Moamba/Sabie), and NC (Mazambanine/ETA) are currently impassable.The National Institute of Meteorology (INAM) warned that heavy rains and strong winds will continue to hit the southern provinces of the country, possibly for the next 14 days. Authorities estimate that an additional 53,000 people could be affected as a result of weather conditions combined with water releases in dams further upstream. Humanitarian partners are monitoring the situation and mobilising to support government-led efforts. (OCHA, 11 Feb 2023)Between 31 Jan and 12 Mar 2023, heavy rainfall has occurred in 10/11 Provinces of Mozambique, including rains from the the Freddy cyclone system which has made landfall twice. As of 31 March, 1 255 786 people have been affected by Freddy’s double landfall in Mozambique, in eight provinces including Zambezia, Sofala, Inhambane, Tete, Maputo City, Niassa, Gaza, and Manica. A total of 186 deaths have been reported, including 157 deaths in Zambezia which is by far the most affected province after Freddy’s second passage. Nearly 200 870 people have been displaced and relocated across accommodation centres in Zambezia, Sofala, Tete, Inhambane, and Niassa. (WHO, 18 Apr 2023)",https://reliefweb.int/disaster/fl-2023-000018-moz
