disaster,month,year,status,disaster_type,affected_country,description,reference
Typhoon Haiyan ,Nov,2013,Past Disaster,Flash Flood4 more,Philippines4 more,"Tropical Storm Haiyan (called Yolanda in the Philippines) initially formed in Micronesia, then gained strength, continued west and made its first landfall at 4:40 a.m. on 8 Nov 2013 in Guiuan municipality of the Philippines' Eastern Samar province. (OCHA, 8 Nov 2013) Initial reports estimated that 4.3 million people were affected in 36 provinces. The Government accepted the UN offer of international assistance. (OCHA, 9 Nov 2013)The number of affected people rose to 14 million across nine regions, including 4 million people who remained displaced from their homes. Humanitarian partners presented on 10 Dec the Strategic Response Plan (SRP) for Typhoon Haiyan, which requested US$791 million to complement the Government-led response and recovery efforts over the next 12 months. (OCHA, 10 Dec 2013) The typhoon ended up becoming the deadliest event of 2013 in the Asia-Pacific, killing more than 6,000 people. (OCHA, 31 Dec 2013)One year on, the Government-led response is focused on recovery and long-term development. About 25,000 people still live in transitional sites and require inter-sectoral assistance. In addition, around 95,000 households (475,000 people) are estimated to be living in unsafe or inadequate makeshift shelters, and are considered highly vulnerable because of their limited ability to recover without further assistance. (OCHA, 31 Oct 2014)",https://reliefweb.int/disaster/tc-2013-000139-phl
Thailand: Floods ,Oct,2013,Past Disaster,Flood,Thailand,"From July 2013, Thailand faced sporadic flooding, mainly in the north and north-eastern provinces. In late September, seasonal rainfall was further exacerbated by the combined impact of several tropical storms resulting in climatic depressions over Thailand that led to heavy rainfall in many provinces throughout the country. By early October, 45 of 76 provinces were affected by floods, with 25 provinces considered severely affected. The reported death toll from these floods has risen to 61 people, and more than 3.5 million are affected.(IFRC, 17 Oct 2013)",https://reliefweb.int/disaster/fl-2013-000083-tha
Tropical Cyclone Phailin ,Oct,2013,Past Disaster,Flash Flood2 more,India,"Cyclone Phailin was rated as a very severe cyclone that hit India in October 2013. Over 1.1 million residents in Odisha state, which has a population of 41.9 million, were evacuated before the storm and due to the floods that followed. An estimated 13.23 million people were affected; 47 people were reported dead. Seventeen districts and 18,374 villages in total have been affected. In Andhra Pradesh 16 districts and 5,000 villages were affected by this severe cyclone. Cyclone Phailin was a unique disaster – some districts were severely affected due to high speed winds; whereas others were affected by flooding due to very heavy rain fall. (IFRC, 21 Aug 2014)",https://reliefweb.int/disaster/tc-2013-000133-ind
Typhoon Nari ,Oct,2013,Past Disaster,Flash Flood2 more,Philippines1 more,"Typhoon Nari (locally known as Santi) hit the northern Philippines early on 12 Oct 2013, killing 13 people and affecting more than 200,000. More than 43,000 people (or 9,000 families) were displaced, some living with host families and others in evacuation centres. More than 16,500 homes were damaged. Bulacan province suffered extensive damage from flooding, with several villages submerged and rice and vegetable farms damaged or destroyed. (OCHA, 13 Oct 2013).Nari, the 11th storm to hit Viet Nam this year, made landfall in Danang and Quang Nam areas with a Category 1 level on 15 Oct, causing severe and extensive flooding between 15-19 Oct in the three northern-central provinces of Nghe An, Ha Tinh and Quang Binh. 27 people were killed, and over 96,000 houses flooded. As of 25 Oct, the water had receded from the flooded provinces.
(UNCT, 25 Oct 2013)After Vietnam, Nari moved over central Lao PDR and eastern Thailand, weakening, but still producing heavy rainfall. In southern Lao 65mm in 24 hours were measured on 15 October and 97mm in the north. In Thailand, where 21 provinces are already suffering from floods, 50 to 100mm of rain in 24 hours were measured in numerous places in the eastern parts. (ECHO, 16 Oct 2013)",https://reliefweb.int/disaster/tc-2013-000132-phl
Burkina Faso: Floods ,Oct,2013,Past Disaster,Flash Flood1 more,Burkina Faso,"Starting in August 2013, severe floods were reported in many countries across the Sahel. In Burkina Faso, four regions were affected: Est, Boucle de Mouhoun, Sahel and Hauts-Bassins. At least 751 homes and 6,712 people were affected. (OCHA, 27 Aug 2013)",https://reliefweb.int/disaster/fl-2013-000125-bfa
Cameroon: Floods ,Oct,2013,Past Disaster,Flash Flood1 more,Cameroon,"On the night of 17-18 Sep 2013, heavy rains caused the rupture of the dam along the Logone River at the town of Dougui, Kai Kai District in the Far North Region of Cameroon. This caused initial evacuations of people to the banks of the dam. On 27 Sep, a second rupture in the dam 4 km from the first rupture started flooding the area and nearly 9,000 people were displaced and resided in the open air along the banks of the dam. (IFRC, 1 Oct 2013).",https://reliefweb.int/disaster/fl-2013-000123-cmr
Typhoon Wutip ,Oct,2013,Past Disaster,Flash Flood2 more,Viet Nam4 more,"After making landfall as Category 1 Typhoon on 30 Sep 2013 on the central provinces of Viet Nam, Wutip passed over Laos on 1 Oct and then moved to Thailand, where it weakened from a typhoon to a tropical depression, bringing heavy rain to the northern regions of the country.The most affected provinces in Viet Nam were Quảng Bình and Quảng Trị, followed by Thanh Hóa, Nghệ An, Hà Tĩnh, and Thừa Thiên Huế. 13 people were killed. Over 200,000 houses were unroofed, and 528 houses collapsed. 843 schools, 120 health centers and almost 19,000 hectares paddy, cash-crop and perennial trees damaged were damaged. (UNCT, 9 Oct 2013)Two weeks later,Typhoon Narimade landfall in Viet Nam.As of 25 Oct, the water had receded from the flooded provinces (UNCT, 25 Oct 2013).",https://reliefweb.int/disaster/tc-2013-000122-vnm
Colombia: Rainy Season -Jan 2014,Sep,2013,Past Disaster,Flash Flood1 more,Colombia,"Colombia’s second rainy season began on 15 Sep 2013. It typically lasts through mid-December, and forecasts indicate a likelihood of increased rainfall in central Colombia and along the Pacific and Caribbean coasts. The highest precipitation is likely to occur in October and November, with wind storms also predicted. A total of 37,834 people were affected in September, the vast majority due to flooding and wind storms along the Caribbean and Pacific coasts. (OCHA, 30 Sep 2013)In October, floods and windstorms affected 18,000 people (OCHA, 31 Oct 2013).In November, 4,315 people were affected by flooding in the Department of Chocó (OCHA, 25 Nov 2013).",https://reliefweb.int/disaster/fl-2013-000145-col
Cambodia: Floods ,Sep,2013,Past Disaster,Flash Flood1 more,Cambodia,"Heavy rains starting in the third week of September 2013 resulted in floods in 20 provinces throughout the north-west and along the Mekong River in central and southern Cambodia, killing 188 people and affecting more than 1.7 million. At the height of the floods, more than 144,000 people had been evacuated. As of 8 Nov, waters had receded in the majority of the provinces, although extended areas remained flooded particularly in Banteay Meancheay and Battambang, as well in the central provinces like Kampong Cham and Prey Veng. (Cambodia Humanitarian Response Forum, 8 Nov 2013)By the end of November, waters had mostly receded from all provinces, with the exception of Kampong Chhnang, where the impact of Tropical Storm Krosa at the end of October caused longer stagnation of water. With the recession of waters, people resumed their livelihood activities, in particular farming. Compared to the events in 2011, floods in 2013 appear to have been less extensive in scale, although in some provinces the impact – including number of evacuated families, damaged crops, damaged infrastructure - was more significant due to a combination of factors such as: unexpected gravity of the floods, both in extent and intensity, longer time for waters to recede, repeated floods and flash floods, limited preparedness undertaken in advance, limited early warning. (Cambodia Humanitarian Response Forum, 7 Dec 2013)",https://reliefweb.int/disaster/fl-2013-000131-khm
Mauritania: Floods ,Sep,2013,Past Disaster,Flash Flood1 more,Mauritania,"Since early August 2013, heavy rains have been affecting several regions in Mauritania. While some areas are experiencing 65 per cent less rainfall than average, others have seen increases as high as 35 per cent, causing floods that affected households, infrastructure and livelihoods. The most affected regions are Tagant, Trarza, Inchiri and Nouakchott. (IFRC, 21 Sep 2013) As of 27 Sep, the floods had affected 4,225 people, displaced 2,305, killed 8, and damaged over 500 homes (OCHA, 27 Sep 2013).",https://reliefweb.int/disaster/fl-2013-000119-mrt
