disaster,month,year,status,disaster_type,affected_country,description,reference
Tajikistan: Floods and Mudslides ,May,2021,Past Disaster,Flood2 more,Tajikistan,"The torrential rains of 7 – 12 May 2021 triggered floods, landslides and mudflows in many of the country’s districts. The largest number of losses and destructions are faced by districts and cities of Khatlon province. Disasters affected following cities and districts: Kulob city and districts of Vakhsh, Jomi, Vose, Shamsiddini Shohin, Yovon, Dusti, Muminobod, Qushoniyon, Dangara and Khuroson. Assessment of the damage is on-going by the authorities. Up to date, assessment reports confirm the destruction of at least 128 houses and significant damage to around 400 houses. Damages caused by disasters to private and social infrastructure have disrupted the livelihoods of over 14,500 people, according to initial estimations. (OCHA/UNCT Tajikistan, 19 May 2021)The Committee of Emergency Situations and Civil Defence under the Government of the Republic of Tajikistan (CoES) reported the death of nine people caused by the disaster. Preliminary estimates indicate that households were displaced and 907 houses were damaged to different extents. Very modest estimations indicate that the damages to private and social infrastructure caused disruptions to the livelihoods of more than 25,010 people. The floods and subsequent landslides and mudflows affected districts to various extents, causing different levels of damage. Kulob town appeared to be the worst affected area, with the death of 3 people and an estimated 15 streets covered by mud. Up to date, the Government Assessment Teams identified 586 households with different levels of damage. As of 19 May , updated estimates report over 850 households as affected and in need of assistance. Most of the affected population have lost their assets and food stocks, as well as access to clean drinking water, as water supply system has been damaged by the mudflow. Sanitation conditions are severely worsened, as latrines are damaged and flooded. (IFRC, 24 May 2021)",https://reliefweb.int/disaster/fl-2021-000055-tjk
Somalia: Floods ,May,2021,Past Disaster,Flash Flood1 more,Somalia,"Heavy Gu season rains have hit various parts of the country over the last week, triggering flash floods and inundating vast swathes of land, but the short-term forecast suggests the heavy rainfall will begin to subside from mid-May onward. Reports indicate that at least 25 people have been killed due to the heavy rains including nine children who died after their house flooded in Banadir on 7 May, and four people killed by lightening in Puntland on 5 May. In Middle Shabelle region, riverine flooding has affected an estimated 25,000 people in 15 villages in Jowhar, displacing people in eight villages and inundating farms. FAO/SWALIM has warned of the imminent danger of potentially unprecedented flooding expected along the Shabelle river in the coming days and the concern for safety and wellbeing of the people in Belet Weyne and along the river. Reports from Jubaland indicate that the Juba river broke its bank in Doolow, reaching 4.70 metres, which is 0.20 metres above the moderate flooding level, flooding three villages.(OCHA, 9 May 2021)The recent torrential rains across Somalia affected an estimated 166,000 people. While the rains have reduced in some areas, humanitarian partners are alarmed that Somalia has been hit by a double climate disaster, with drought declared on 25 April and heavy rains last week causing riverine and flash flooding. The seven-day forecast ending 20 May indicates a dry spell is likely across Somalia and in the Ethiopian highlands, which may lead to a reduction of the risk of flooding along the Shabelle and Juba rivers. Humanitarian partners are particularly concerned about areas where the risk of flooding remans, particularly in Belet Weyne in Hiiran region and Doolow in Jubaland where there remains a high-risk level of flooding as the water from Ethiopia highlands stream in. The flood wave from Belet Weyne will be transmitted to the middle and lower reaches towards the end of the week and therefore there is a moderate risk of flooding in these areas during this week. The situation could be further exacerbated by weak river embankments and open riverbanks, which is already causing floods in Jowhar.(OCHA, 17 May 2021)The ongoing Gu’ rains have significantly reduced with many parts of Somalia receiving below average cumulative amounts over the last week. The latest forecast indicates that the continuation of these rains from late May through June is uncertain. However, the rains received triggered flash floods in some areas and will affect food security and livelihoods, with the 2021 Gu’ season cereal production expected to be 20-40% below average. Humanitarian partners estimate that at least 166,000 people have been affected by flooding since the beginning of the Gu’ season.(OCHA, 26 May 2021)",https://reliefweb.int/disaster/fl-2021-000051-som
Afghanistan: Floods ,May,2021,Past Disaster,Flash Flood1 more,Afghanistan,"Heavy rain has been affecting several provinces of Afghanistan, particularly Herat, since 2 May, causing flash floods and floods, and resulting in casualties and damage. The most affected provinces are Herat, Ghor, Maidan Wardak, Baghlan, Samangan, Khost, Bamyan, Daikundi and Badakhshan. According to media reports, at least 25 people have died, hundreds have been displaced and more than 150 houses were destroyed in Herat province. For the next 24 hours moderate to heavy rain is forecast across most parts of northern and central Afghanistan. Heavy rain with thunderstorms and flash floods warnings have been issued across several provinces of central, northern, eastern and western Afghanistan on 5 May. (ECHO, 5 May 2021)A total of 16 provinces in five regions across the country were affected by consecutive flash floods on 3 May 2021 following heavy rains since 2 May 2021. According to initial reports obtained from Afghan National Disaster Management Authority (ANDMA) and other sources, the death toll has reached to 61 persons while 33 persons sustained injuries. The flood also impacted roads, sub-roads, irrigation system and 100 acres of agriculture land in 16 provinces... Samangan and Herat provinces were the worst affected by devastating floods. Provincial Disaster Management Committees (PDMC) and OCT meetings convened to coordinate assessment and response. Per the initial reports, approx. 4,400 families were affected currently being assessed by joint teams. (IFRC, 16 May 2021)A total of 7,896 people affected by flood were identified by interagency assessment teams to receive humanitarian assistance in Obe district, Hirat province and Jawand district, Badghis province. Aid agencies will provide food, cash, relief items, emergency shelter and hygiene kits to people in need. Water, sanitation and hygiene partners will support the restoration of damaged water sources in affected areas. (OCHA, 2 Jun 2021)Heavy rainfall in north-eastern Afghanistan (especially Nuristan Province) over the last 48 hours, has caused flash floods. Media report at least 60 fatalities, a number of people still missing, 200 destroyed houses, and damage to roads across the Miardish Village (Kamdesh District, eastern Nuristan Province, bordering with Pakistan). Over the next 24 hours, moderate rainfall is forecast over north-eastern Afghanistan, including Nuristan Province. (ECHO, 30 Jul 2021)In late night of 28 July 2021, massive flash floods, triggered by heavy rain, occurred in Mirdesh village in Kamdesh district in Nuristan province – eastern part of Afghanistan. As per the initial field reports, around 150 lives are lost with 113 dead bodies found as of 31 July 2021 – others were still missing. Around 300 residential houses are impacted with 200 houses fully damaged. One public bridge and four small bridges are also damaged. The water also swept away cattle, destroyed agricultural lands and also demolished a large part of a road in Kamdesh district. (IFRC, 5 Aug 2021)In response to severe flooding that took place on 29 July in Maherdish Village in Kamdesh District, Nuristan Province, UN assistance was dispatched and distributed to 1,631 people. The aid included relief items, shelter supplies, tarpaulins, a two month supply of emergency food, and nutritional supplies for women and children. (OCHA, 8 Aug 2021)On 30 August, heavy rains and floods were reported in Helgal valley, Ghazi Abad area in Sheltan, Ghazi Abad, Nari and Shigal districts in Kunar Province which inflicted damage to roads, bridges, livestock as well as farmlands. Also, 105 people reportedly were affected by flash floods in Behsud District in Jalalabad city in Nangarhar province. Interagency assessment teams were deployed to affected area to assess humanitarian needs. (OCHA, 5 Sep 2021)Since the massive flash floods in Nuristan Province that occurred in the late night of 28 July, the Afghan Red Crescent Society (ARCS) had conducted a damage and needs assessment in Kamdesh district – a remote area that was then not under government control. Based on updated figures tabulated by 1 August, in addition to the loss of more than 260 lives, nearly 30 business premises, 3 mosques, and 7 bridges were destroyed, as well as water and electricity infrastructure and over 360 hectares of agricultural land and 3,200 fruit trees. The floods risks of Nuristan remain - recently, flash flood warnings for Nuristan were also issued by the Civil Aviation Authority Meteorological Department. Coupled with the remoteness of the village and devastation from the flash floods of 28 July, the areas continue to require immediate humanitarian assistance for disaster relief and early recovery. (IFRC, 5 Nov 2021)Even though it has been more than five months since the devastating floods in early May, the situation in Afghanistan has complicated the early recovery processes of the affected communities, and environmental threats remain due to reduced coping mechanisms. With winter already having started, humanitarian assistance is assessed to be still needed for floods-affected households to ensure sustenance through winter and to enhance their resilience for future flash floods. (IFRC, 29 Nov 2021)",https://reliefweb.int/disaster/fl-2021-000050-afg
Rwanda: Floods and Windstorm ,Apr,2021,Past Disaster,Flood2 more,Rwanda,"From 28 April to 2nd May 2021, extensive flooding and mudslides were reported in Burera District due to waterflows and rocks from the volcanoes. The effects of rains and windstorm has also been observed in other districts including Gicumbi and Kayonza Districts as of 30 April 2021. This has led to extensive destruction of houses, crops, latrines, death of livestock, destruction of the roads, and loss of households’ materials and even human death. For Burera District, only one sector is affected, namely Gahunga Sector, with maximum recorded rainfall at 80mm. In Gicumbi Rutare, Rukomo, Byumba, Kageyo, Miyove, Ruvune and Nyankenke sectors; with maximum recorded rainfall 60mm and for Kayonza district: Mwili Sector with maximum rainfall at 53mm. According to the initial assessments conducted by the Ministry of Emergency Management (MINEMA) and Rwanda Red Cross Society (RRCS) from 28 April, it is estimated that more than 6,500 people (1,300 households) have been affected as a result of this flooding accompanied by windstorm. One person is reported to have died in Burera and no injuries reported. A total of 300 hectares of crops have been damaged and, in most cases, destroyed. (IFRC, 14 May 2021)",https://reliefweb.int/disaster/fl-2021-000049-rwa
Suriname: Floods ,Apr,2021,Past Disaster,Flood,Suriname,"In April 2021, increased levels of rainfall across Suriname have led to country-wide flooding. All ten districts of Suriname (Paramaribo, Nickerie, Coronie, Saramacca, Commewijne, Wanica, Para, Marowijne, Sipaliwini, Brokopondo) have reported flooding in most of their communities. On 24 April, local media reported floodwaters in the
community of Albina, in Marowijne, reaching knee height. As the persistent rains continued, more regions were impacted. By 27 April, large parts of Wageningen were underwater for days, and the situation worsened when the
ring dam between the Nickerie River and Wageningen broke after a rupture. The main areas flooded are in Commewijne, Wanica, Saramacca, and Nickerie. Flooding has also been reported in Marowijne, especially Albina. In the Pamaaka area, the road from Snesikondre to LangaTabiki had become impassable, making the area inaccessible.Heavy rains and flooding continued throughout May 2021. Visits by the local authorities revealed that many areas had been flooded for weeks and residents saw little to no reprieve from flood conditions. The NS alerted the IFRC to the ongoing situation in Suriname via an initial GO Report posted on 25 May 2021.To date, while floodwaters are receding in some areas, there are still inundated areas. In some areas, floodwaters have reached window height. Thus far, the National Society has been able to report that 10 families have had to leave their homes in Wageningen and were placed in a school used as a collective centre. (IFRC, 14 Jun 2021)",https://reliefweb.int/disaster/fl-2021-000068-sur
Tropical Storm Jobo ,Apr,2021,Past Disaster,Flash Flood2 more,Tanzania3 more,"A new Tropical Cyclone named Jobo, formed over the south-western Indian Ocean, is moving west-northwest towards the eastern coast of Tanzania. On 21 April at 0.00 UTC, its centre was located approximately 260 km north of Antisiranana City (northern Madagascar) and 250 km east of Assumption Island (southern Seychelles) with maximum sustained wind of 83 km/h (tropical storm).(ECHO, 21 Apr 2021)The passage of Jobo through the Outer Islands of Seychelles on 21-22 April caused damage to several buildings on Cosmoledo, as reported by media.(ECHO, 23 Apr 2021)Tropical Storm Jobo made landfall in Tanzania between 24 and 26 April 2021. After TS Jobo made landfall, a total of eight regions have reported heavy rains with strong winds resulting in flash floods causing fatalities and major damage to critical infrastructure and houses. TS Jobo also brought heavy rainfall to Zanzibar Island's coastal and also inland areas. The rain belt has continued into the second week after TS Jobo caused continued rainfall in many parts of the country. The rains have caused massive destruction in the farm fields, and houses were submerged due to heavy downpour.(IFRC, 13 May 2021)",https://reliefweb.int/disaster/tc-2021-000036-tza
Burundi: Floods ,Apr,2021,Past Disaster,Flood,Burundi,"Lake Tanganyika water level have been rising since February 2021. Heavy rainfall since the start of April has worsened the situation with further rainfall predicted until mid-May. As of 19 April 2021, the level of Lake Tanganyika stood at 776.4 metres above sea level compared to the normal average level of 772.7 metres. From April 12, 2021 in the province of Rumonge households near the shores were flooded. In parts of the lakes, it reported the coastline has expanded 300 to 500m. Houses are flooded, and families forced to leave to evacuation centres or host families. UNOCHA reported around 8,000 families have been affected and 2,000 displaced by flooding in lakeside communities including Bugarama, Kanyenkoko, Muhuta, Nyanza-Lac, Gatumba, Rukaramu, Kibenga, Gisyo and Kabondo. Two casualties have been recorded to date. On 20 April 2021, the Government (through the Meteorological Director General) officially declared the disaster and asked the affected populations to evacuate the flooded areas in the provinces of Rumonge, Makamba in the Nyanza-Lac Commune, Bujumbura Capital and Bujumbura Rural in the Mutimbuzi Commune in the zone of the Gatumba and Rukaramu areas. The Government has asked humanitarian actors to be mobilized to assist the affected people. Rains are expected till mid-May. As the waters continue to rise and the impact of the floods evolves continued assessment is underway by BRCS and other humanitarian partners. In addition, the Government are also considering their response in the short and long term it meets the needs of the affected population living in flood and landslide affected areas. (IFRC, 30 Apr 2021)The flooding situation due to the overflow of Lake Tanganyika is worsening in Burundi, resulting in displacement. According to UN OCHA, at least 6,400 households (33,982 people) have been displaced, of which 3,041 in Rukaramu area and 3,351 in Gatumba (western Burundi). The Burundi Red Cross is providing help for those most affected and has erected emergency shelters for 467 households. For the next 24 hours, moderate rain is forecast over most parts of the country. (ECHO, 20 May 2021)",https://reliefweb.int/disaster/fl-2021-000039-bdi
Guatemala: Floods and Landslides ,Apr,2021,Past Disaster,Flood1 more,Guatemala,"Heavy rain has been affecting central Guatemala (in particular Quiché Department) since 18 April, causing rivers overflow (particularly La Taña River), floods and landslides that have resulted in evacuations and damage. Media report, as of 26 April, 2,245 evacuated people and 265 damaged houses across Uspantán and Chicamán Municipalities (Quiché Department), due to at least six landslides and a number of floods-related incidents. A number of roads were also reported damaged in the above mentioned Department and across Sacatepéquez Department. (ECHO, 26 Apr 2021)On 29-30 May, flooding and landslides triggered by heavy rain were registered across several Departments of central and southern Guatemala, as reported by the National Coordination for Disaster Reduction of Guatemala (CONRED). More than 5,000 people have been affected and 65 others evacuated across Quetzaltenango, Guatemala, Huehuetenango and Totonicapán Departments. In Guatemala Department, 20 individuals have been displaced, after 31 houses were damaged by floodwaters. One landslide event caused damage to at least seven houses in Huehuetenango, whilst another landslide in Quetzaltenango has damaged a road, affecting local transportation. Light to moderate rain with thunderstorms is forecast over most of Guatemala on 31 May - 1 June. (ECHO, 31 May 2021)Heavy rain has affected five Departments of Guatemala (Santa Rosa, Huehuetenango, San Marcos, Suchitepéquez and Jalapa) over the past few days, causing floods, triggering landslides and resulting in casualties and damage. According to [CONRED], 17 people have been evacuated and nine houses damaged. In the Department of Huehuetenango, a landslide blocked the CA-01 road that every day is crossed by approximately 4,000 people. For the next 24 hours, moderate to heavy rain is expected over the central and southern Departments. (ECHO, 9 Jun 2021)Heavy rain and strong winds continue to affect most of Guatemala over the past few days, causing floods, triggering landslides and resulting in casualties and damage. The most affected Departments are Alta Verapaz, Chiquimula, Huehuetenango, Izabal, Jalapa, Jutiapa, Quetzaltenango, Quiché, San Marcos, Suchitepéquez and Zacapa. According to [CONRED] and the Pan American Health Organisation (PAHO), 189 people have been evacuated, 96,370 affected and more than 90 houses damaged. For the next 24 hours, moderate to heavy rain with thunderstorms is forecast over most parts of the country. (ECHO, 24 Jun 2021)[CONRED] and WHO PAHO report, as of 6 July, two fatalities, seven injured people, 5,106 evacuated people (of which 343 in temporary shelters) and a total amount of 587,868 affected people across the country. In addition, the same sources report 1,487 damaged houses (of which 59 severely damaged), 88 damaged roads (of which two destroyed) and 14 damaged bridges (of which three destroyed). National response is carried out by CONRED, that have assisted 8,104 people, as of 5 July. (ECHO, 9 Jul 2021)Heavy rainfall has been affecting several parts of Guatemala since 16 August, causing floods, triggering landslides and resulting in casualties and damage. According to the National Coordinator for Disaster Reduction (CONRED), 25 people have been injured, eight evacuated and more than 80,000 affected. The worst hit departments are Chimaltenango, Guatemala, Jalapa, San Marcos, Suchitepéquez and Quetzaltenango. (ECHO, 19 Aug 2021)Heavy rainfall and strong winds have affected the Departments of Chiquimula, Baja Verapaz, Alta Verapaz, Guatemala, Retalhuleu, Suchitepéquez and San Marcos over the past few days, causing floods, triggering landslides and leading to casualties and damage. According to the National Coordinator for Disaster Reduction (CONRED), two people have died, 85 have been evacuated and 20,320 affected. Furthermore, 20 houses have been damaged or destroyed. (ECHO, 26 Aug 2021)Heavy rain has been affecting central and western Guatemala (in particular Guatemala, Suchitepéquez, Chimaltenango, Baja Verapaz, and San Marcos Departments) over the past 48 hours, causing floods, landslides and a number of severe weather-related incidents that have resulted in casualties and damage. The National Coordination for Disaster Reduction (CONRED) reports, as of 3 September, 18 evacuated people in Moca Community (Suchitepéquez) and four damaged houses across Suchitepéquez and San Marcos. In addition, CONRED reports a total of more than 31,630 affected people across all affected Departments. (ECHO, 3 Sep 2021)Heavy rain and strong winds have been affecting most of the country since the beginning of the rainy season (mid-April) causing floods, landslides, mudflows and a number of severe weather-related incidents that have resulted in casualties and widespread damage. The National Coordination for Disaster Reduction (CONRED) and the WHO Pan American Health Organization (PAHO) report, as of 28 September, 29 fatalities, 17 injured people, nearly 11,500 evacuated people (of which around 650 in temporary shelters) and a total of more than 1,400,100 affected people across the country. In addition, the same sources report 4,360 damaged houses (of which 125 severely damaged), 219 damaged roads and 24 damaged bridges. Over the next 24 hours, more heavy rain is forecast over most of the country, except over north-eastern Departments. Locally very heavy rain is also forecast over south-western Departments. (ECHO, 29 Sep 2021)According to the National Coordination for Disaster Reduction (CONRED), seven people died in October due to severe weather-related incidents. Two people are missing, over 430 have been evacuated and over 88,000 people affected. (ECHO, 3 Nov 2021)",https://reliefweb.int/disaster/fl-2021-000078-gtm
Yemen: Floods ,Apr,2021,Past Disaster,Flash Flood1 more,Yemen,"Torrential rains and flooding which started in mid-April continued into May; intensified rainfall over the past few days is causing damage to infrastructure, destroying homes and shelter and causing deaths and injuries. Flooding caused multiple large-scale damage in Aden, Abyan, Al Dhale’e, Lahj, Hadramaut, Ma’rib and Ta’iz governorates. While assessments of the damage caused by heavy rains and flooding are ongoing, initial field reports indicate that thousands of families have been affected and the majority of them are in areas occupied by internally displaced persons (IDPs). The Yemen National Meteorological Centre issued flood warnings recently and advised citizens and motorists to exercise caution as the rains are expected to persist in the coming days. Yemen’s rainy season runs from April to August. Needs assessments are ongoing, but initial reports indicate that some 3,730 families (22,380 people) have been affected by the rains and flooding, the majority of whom are internally displaced people (IDPs). (OCHA, 4 May 2021)The largest flood impact was experienced in Aden, Hadramaut, Hajjah, Lahj, Abyan, Dhamar, Ma’rib and Al Bayda governorates. Field reports indicate that the number of affected families has gone up from 3,730 on 4 May to 6,855 families by 9 May. Most of the affected people are internally displaced people (IDPs) who are living in inadequate shelters. (OCHA, 11 May 2021)",https://reliefweb.int/disaster/fl-2021-000043-yem
Typhoon Surigae ,Apr,2021,Past Disaster,Flood2 more,Palau2 more,"As of 1600 HRS 20 Apr 2021, Typhoon Surigae (local name: Bising), continues to maintain its strength as it moves slowly North-Northwestward East of Aurora Province, Philippines. At 1600 HRS today, the centre of the eye was located based on all available data at 475 km East of Baler, Aurora (16.0 °N, 126.0 °E ). Maximum sustained winds of 175 km/h near the centre and gustiness of up to 215 km/h. The typhoon is seen to move generally northward or north northwestward until Thursday (22 April) morning or afternoon. Afterwards, the typhoon will move northeastward away from the landmass of Luzon until Friday (23 April) and east northeastward throughout the remaining forecast period. The typhoon is projected to exit the Philippine Area of Responsibility on Sunday (25 April) morning.Hazards: Heavy rainfall that may possibly cause flooding and rain-induced landslides especially in the susceptible areas, severe winds (destructive up to 110 km from the center), and very rough coastal waters (at most 10m) (source: PAGASA). (ASEAN, 20 Apr 2021)Typhoon Surigae passed near the eastern seaboard of the Philippines and rapidly intensified from Category 2 to Category 5 in less than 36 hours. Local officials preemptively evacuated about 68,400 residents in the provinces of Catanduanes and Albay, both of which were heavily affected by Super Typhoon Goni in October 2020. Typhoon Surigae was last estimated at 475 km east of Infanta, Quezon with maximum sustained winds of 175 km/h and gustiness of up to 215 km/h. Surigae is not expected to make landfall as it continues to move northward, but strong winds and heavy rainfall over Eastern Visayas and Bicol regions are forecast until 20 April. (OCHA, 20 Apr 2021)Tropical Cyclone Surigae continued north-northwest and on 21 April at 0.00 UTC its centre was located approximately 295 km east of Palanan Municipality (Isabela Province, northeastern Luzon), with maximum sustained wind of 222 km/h. According to the National Disaster Risk Reduction and Management Council (NDRRMC), following the passage of Surigae close to the eastern coast of the Philippines, three people have died, one is still missing and 10 have been injured across the regions of Bicol, Davao, Eastern and Central Visayas. More than 37,000 people have been displaced, of which 15,813 have been sheltered in 236 evacuation centres and almost 230,000 have been affected. Surigae is forecast to continue north-northwest on 21 April and to change direction northeastward over the central Philippine Sea on 22 April. A Typhoon signal 1 is in effect for central and north-eastern Luzon, and flood advisories have been issued for the Regions of Bicol and Eastern Visayas. (ECHO, 21 Apr 2021)The passage of Tropical Cyclone Surigae over the Philippine Sea continues to affect the eastern coast of central and northern Philippines, resulting in four fatalities and 13 injured people, as reported by national authorities on 22 April. More than 235,750 people have been affected across Cagayan Valley, Bicol, Eastern Visayas and Caraga Regions. Approximately 18,600 persons have been displaced to 252 evacuation centers and additional 24,470 individuals have sought private shelter. Damage has been reported to 1,020 houses, six road sections and one bridge. (ECHO, 22 Apr 2021)Tropical Cyclone Surigae is now moving eastwards over the Philippine Sea and on 23 April at 0.00 UTC, its centre was located approximately 360 km south-east of Miyako Islands (Okinawa Prefecture), with maximum sustained winds of 148 km/h. Surigae is forecast to move eastwards over the Pacific Ocean, dissipating on 26 April. Red warnings for high waves have been issued for Okinawa Islands, from Miyako to Yoronjima. In the next 24 hours, high waves could still affect northern Luzon (northern Philippines). On 23-24 April, moderate to locally heavy rain is forecast for Okinawa Islands and light to moderate rain with thunderstorms is forecast for northern Luzon, Batanes and Babuyan Islands (northern Philippines). (ECHO, 23 Apr 2021)As of 25 April, Tropical Cyclone Surigae (locally known as “BISING”) weakens into a Tropical Storm. At 4:00 PM, the center of TS “BISING” was estimated based on all available data at 1,080 km East Northeast of Extreme Northern Luzon. At 11:00 PM, it further weakened as it continued to approach the northeastern Limit of the Philippine Area of Responsibility. A total of 98,546 families or 401,867 persons were affected in 1,134 barangays in Regions Il, V, Vill, and CARAGA. All evacuees had returned home. A total of 4 dead and 13 injured persons were reported in Regions V, VII, VIII, XI. (Govt. of the Philippines, 25 Apr 2021)Tropical Disturbance (Invest 94W) centered southeast of Yap andPalauon 13 April, upgraded to a severe Tropical Storm 02W (Typhoon Surigae) on the 14 April, and upgraded into Typhoon Surigae on the 16 April until 17 April. Typhoon Surigae passed over the north of Palau closest to Kayangel state with up to 136 kilometers per hour sustained wind speeds, causing heavy rainfall and swells, power outages, disrupted communication services, water cuts and road blockages from fallen debris, and landslides. All 16 states across the main island and the 5 outer islands have been affected. It is estimated 1,500 homes have been damaged and 150 destroyed along with valuable belongings and farming investments. Around 301 people evacuated to 20 safe shelters, with no lives lost. The National Emergency Committee (NEC) estimates damage at USD 4.8 million across sectors (health, infrastructure, education, food security, community/residential dwellings, communications and utilities. The full extent of the level of damage in all 16 states is yet to be known however clean-up efforts have begun and are being locally managed at village and state level. (IFRC, 26 Apr 2021)",https://reliefweb.int/disaster/tc-2021-000040-plw
