disaster,month,year,status,disaster_type,affected_country,description,reference
Tajikistan: Floods and Mudslides ,May,2020,Past Disaster,Flood1 more,Tajikistan,"Continuous heavy rains resulted in mudflows between 14 and 16 May in Khatlon Province, Asadullo, 18th Hizb (former Partsyezd) and Pakhtaobod villages of Khuroson district, Ergash village in Kushoniyon district, Galaba Street of Vahdat town and Surkhdara village in Fayzobod district. In total, seven mid-scale mudflows and floods have occurred throughout Tajikistan. There were 338 households (1,690 people) heavily affected in Khatlon province (Khuroson district) and in Regions of Republican Subordination (RRS) Vahdat town and Fayzobod district another 11 households. At least one person was killed and another one person is missing as a result of natural disasters. Around 305 households were evacuated to neighbouring villages into safe places. The Government commenced relief operations in some affected districts and calls for assistance from in-country humanitarian partners (IFRC, 26 May 2020)",https://reliefweb.int/disaster/ff-2020-000138-tjk
Uganda: Floods and Landslides ,May,2020,Past Disaster,Flood2 more,Uganda,"At least 500 families are displaced in Busia District (eastern Uganda) and in urgent need of shelter and food. In south-western Uganda, people living in Kasese district close to the rivers of Nyamwamba, Mubuku, and Nyamugasan are affected by floodwaters and forced to evacuate. Bundibugyo and Ntoroko Districts are also affected. Several houses, roads and bridges have been flooded and power outages have been reported. About 800 people are displaced. The Government deployed the Police and the Army to carry out rescue tasks. Provision of immediate food and NFI assistance remains a challenge due to the access constraints. The Ugandan Red Cross Society is currently conducting a needs assessment in the three affected Districts. For the next 24 hours, heavy rain is forecasted over western and south-eastern regions. (ECHO, 8 May 2020)On 9 May, several landslides occurred in Kween District (central-east Uganda), after Sundet and Kere Rivers burst their banks, as a result of heavy rain.
According to media, 3 people died and many others are injured. Several houses are destroyed, and over 200 families are in need of relief aid. The Uganda Red Cross Society and local authorities are carrying out damage and loss assessment of the landslides, wind destruction and the general floods that occurred in the Girigiri lower plains. In Kasese District (South-western Uganda), flash floods continue to affect the local population. Rivers Nyamwamba, Mubuku, Nyamughasana and Lhubiriha burst their banks again, flooding the communities and displacing over 100,000 people. In Kabale District (South-western Uganda), rain caused havoc, collapsing the main highway to Rwanda causing diversion of all traffic via Nyamitanga hills. The Office of the Prime Minister is providing in-kind food and NFI assistance; however further assistance is required. Moderate to heavy rain is forecast over most of South and East Uganda on 11-12 May. (ECHO, 11 May 2020)At least eight people were feared dead yesterday after floods and mudslides hit parts of Kasese District on the border with the Democratic Republic of Congo (DRC). Traffic between Uganda and DRC was also cut off after the main bridge was submerged by River Thaku, which separates the two countries. River Thaku burst its banks at around 5am, forcing hundreds of residents to run for their lives. (Monitor, 22 May 2020)NAKASONGOLA- Flash floods have submerged a section of the Lwampanga Health Centre IV in Nakasongola District , paralysing normal operations at the maternity unit. Currently, expectant mothers are unable to access antenatal services at the medical centre. The floods have displaced about 717 people in the district and many of them are camping at schools and churches. (Monitor, 6 July 2020)On 6 July, flash floods were reported across Nakasongola District (Central Region), leaving at least 717 persons displaced. According to media, one health centre has been flooded, hindering medical services. Light to moderate rain is forecast over central and northern Uganda on 7-8 July.(ECHO, 7 Jul 2020)Severe weather including heavy rainfall and lighting has been affecting parts of Uganda, resulting in fatalities and people displacement. According to Uganda Red Cross Society, 8 people died in Arua District (Northern Region, north-west Uganda) on 27 August after intense lightning event. In Bundibugyo District (Western Uganda Region), flash floods on 26 August damaged over 200 houses, leaving hundreds of residents affected. The rising water levels on Lake Albert and Lake Kyoga had displaced over 8,700 people across Northern Uganda, Central Region of Uganda, and Western Uganda Regions. (ECHO, 28 Aug 2020)On 26 October, new flash flooding episodes were reported in Kasese District (South West), affecting areas of Isule and Kyabikuha village in Maliba sub-county. 2 people died and 7,179 people are (newly) displaced, out of them 2,743 are living in Internally Displaced Persons's (IDP) camps and 4,436 are staying with relatives. Kasese District was already affected by recent floods and landslides in May and August during present year and 1,252 people remain still displaced. In October, flooding incidents caused by the rise of water levels in Lakes Albert, Kyoga and Bisina were reported in Kagadi, Kaberamaido (Kalaki), Kumi, and Katakwi Districts. 78,719 people (12,332 household) have been affected, including 10,815 people newly displaced. So far in 2020, 64 districts have been affected by flooding and landslide episodes. Currently 87,000 people are displaced countrywide. (ECHO, 04 Nov 2020)",https://reliefweb.int/disaster/fl-2020-000132-uga
Tanzania: Floods ,Apr,2020,Past Disaster,Flash Flood2 more,Tanzania,"Tanzania Meteorological Agency (TMA) weather forecast indicated above normal rainfall for the period from March and May 2020 with risks of flooding in some regions. As expected, a total of five regions are now experiencing flooding because of increased rainfall, displacing thousands of people. Indeed, from 22 to 26 April 2020, the country has recorded increased rainfall in the northern part where seven regions (Kilimanjaro, Kagera, Katavi, Mara, Manyara, Kigoma and Rukwa) are reporting flooding and landslides since April 24.(IFRC, 8 May 2020)",https://reliefweb.int/disaster/fl-2020-000125-tza
Ethiopia: Floods ,Apr,2020,Past Disaster,Flash Flood1 more,Ethiopia,"In the past few weeks, flood incidences were reported from some areas of the country. On 24 April, flash floods killed four persons and damaged 53 houses (fully) and 212 houses (partially) in Dire Dawa; on 25 April, river overflow damaged social infrastructure and affected livestock in Jinka town, SNNP; and on 25/26 April, flash floods affected 34,507 households and displaced 15,195 households in Erer, Sitti, Nogob and Korahe zones, Somali region.
Local communities in the Dawa zone that spoke to humanitarian partners, stated that they have never experienced such amount of water in the Dawa River. On May 4, the flood caused a total collapse of the main bridges between Hudet to Negalle and Mubarak to Filtu. In addition to this, the rains made travel to rural areas within the Dawa zone difficult. (OCHA, 6 May 2020)During the months of April and May 2020, heavy and prolonged belg/gu rains led to flooding and landslide incidents in Somali, Oromia, Afar, SNNP and Dire Dawa. Latest National Disaster Risk Management Commission (NDRMC) reports indicate that close to 470,163 people are affected and 301,284 people are displaced by floods across the country. (OCHA, 22 May 2020)Overall, at least 151,828 people were affected by recent floods (July and August), including 100,176 people displaced as of mid-August, including 40,731 people displaced in Afar, 20,868 people displaced in Somali, 1,125 people displaced in Oromia (excluding the 141 people displaced by landslide in East Wollega zone), 25,703 people displaced in SNNP and 11,749 people displaced in Gambella. (OCHA, 18 Aug 2020)Heavy summer season (June – September) rains continue to cause flooding in many parts of the country. Some 500,000 people were so far affected, including some 300,000 displaced. Most recently, on 1 September, Awash River broke its embankment and flooded downstream areas in Amibara and Awash Fentale woredas of Afar region. (OCHA, 7 Sep 2020)In Ethiopia, nearly 1.1 million people have been affected by floods, including over 313,000 people displaced, with Afar, Amhara, Gambella, Oromia, Somali and Southern Nations, Nationalities, and People's (SNNP) regions most-affected. Across these regions, more than 1.1 million people were displaced by violence before the floods hit. (OCHA, 23 Oct 2020)",https://reliefweb.int/disaster/fl-2020-000126-eth
Somalia: Flash Floods ,Apr,2020,Past Disaster,Flash Flood1 more,Somalia,"The 2020 Gu’ rains (April-June) have intensified across Somalia, triggering flash flooding in South West State, Jubaland, Bandir, Puntland and Somaliland from 20-23 April. As water levels rise in rivers, there are reports of riverine flooding in Jubaland. FAO’s Somalia Water and Land Information Management (SWALIM) reported heavy rains in Somaliland where on 26 April, Lughaye and surrounding areas received unusually heavy rains of 102mm. On 23 April, heavy rains were also received within the Juba river basin. SWALIM forecasts increased rainfall activity in most areas in Somalia and in the Ethiopian highlands in the coming week, which is likely to keep the water levels high in the Shabelle and Juba rivers. The flooding has started barely four months after heavy Deyr (October-December) rains inundated parts of Somalia, affecting over half a million people; and as the country works to contain the COVID-19 virus, which is exponentially rising and has already infected several hundreds of people. The country is also working to contain a desert locust infestation.OCHA, 24 Apr 2020)Since 20 April, heavy rain has been affecting most of Somalia States and territories (particularly South West, Jubaland, Banadir, Puntland, and Somaliland) as well as the neighbouring central and south Ethiopia since 24 April, causing rivers to overflow and triggering floods that have resulted in casualties and damage. The worst affected area is the Juba river basin and the Shabelle river basin. In Somalia, as of 29 April, media report 10 fatalities, a number of missing people, around 20 injured people, hundreds more displaced, as well as damage to infrastructure in Qardho Town (Bari Region, west Puntland). (ECHO, 29 Apr 2020)The number of people affected by flooding in Somalia has risen to 546,103, of whom 216,895 people have been displaced from their homes and 16 others killed since the Gu’ rains started in early April. At least 27 districts are inundated; the worst being Belet Weyne in Hiran region where riverine flooding has displaced more than 115,000 people, according to the district flood taskforce. This includes about 91,000 people who have been displaced from the four sections of the town and 23,220 people from 23 riverine villages. The flooding resulted from a sharp rise in the level of the Shabelle river following heavy rains in Somalia and the Ethiopian highlands. According to the taskforce, more people were fleeing their homes as river levels rise. As of 10 May, the river levels reached 7.93 meters which is 0.37 meter below the bank full level of 8.30 meters. (OCHA, 11 May 2020)Ongoing flash and riverine flooding in Somalia has affected about 918,000 people, of whom 412,000 have been displaced and 24 killed, in 29 districts, as of 16 May. The risk of disease outbreaks is high due to crowding in areas where displaced people are seeking temporary shelter. (OCHA, 16 May 2020)As of 19 May, ongoing flash and riverine flooding in Somalia has affected about 919,000 people, of whom 412,000 have been displaced and 24 killed, in 29 districts. Belet Weyne in Hiraan region is the most affected district after the Shabelle river burst its banks on 12 May, inundating 85 per cent of Belet Weyne town and 25 riverine villages. According to the district flood taskforce, about 240,000 people were displaced from the town and neighbouring villages between 12 and 18 May. In Jowhar district, Middle Shabelle region, riverine flooding has affected more than 98,000 people in 37 locations, bringing the total affected in Hirshabelle to 338,000 people. According to the Ministry of Humanitarian Affairs and Disaster Management in Hirshabelle State, nearly 40 per cent of those affected in Jowhar have been displaced from their homes. The risk of disease outbreaks is high due to overcrowding in areas where the displaced people are seeking temporary. (OCHA, 5 Jun 2020)Flash and riverine floods have since late June affected an estimated 191,800 people in Hirshabelle, South West and Jubaland states as well as Banadir region. Among those affected, about 124,200 people have been displaced from their homes. Another 5,000 peope are at risk of further displacement in Jowhar, Middle Shabelle. Since May, an estimated 149,000 hectares of farmland have been damaged by floods in 100 villages in Jowhar, Mahaday and Balcad districts, Middle Shabelle region. (OCHA, 26 Jul 2020)The latest floods point to a worrying pattern where extreme weather conditions are increasing in frequency and intensity. Prior to June 2020, flash floods and riverine flooding caused by seasonal rains displaced more than 450,000 in the country. With floods in 2018 and 2019 displacing 281,000 and 416,000 persons respectively, the flood-based displacement figures demonstrate a rising year-to-year trend. Somalia’s re-occurring climate related emergencies result in devastating impact on communities who heavily rely on farming and livestock for their livelihood. (UNHCR, 7 Aug 2020)Riverine flooding continues to displace people and inundate farmland in rural areas mainly along the Shabelle river valley. The floods, which are attributed to the Hagaa seasonal rains, have affected nearly 500,000 people since late June in Hirshabelle, South West and Jubaland States, as well as Banadir region. (OCHA, 20 Sep 2020)",https://reliefweb.int/disaster/ff-2020-000055-som
Kenya: Floods and Landslides ,Apr,2020,Past Disaster,Flood2 more,Kenya,"Heavy rains have intensified in Kenya over the past three weeks, causing death, displacement, flooding and landslides. At least 40,000 people were rendered homeless after the Nzoia river burst its banks on the weekend of 2 May. Since the beginning of the country’s ‘long rains’ season in early March, more than 233,000 people have been affected, including over 116,000 displaced, according to the Kenya Red Cross Society. Flooding has been reported in more than three quarters of Kenya’s counties (36 out of 47), with landslides reported in the Rift Valley and the central and coastal regions, according to the Government’s National Disaster Operations Centre. The Kenya Meteorological Department forecasts aboveaverage rainfall throughout May in parts of the Rift Valley, and in the central, western and coastal regions of Kenya, which could result in further flooding. The heavy rains have increased the risk of health emergencies and provided conditions conducive to the further breeding of desert locusts in Kenya. (OCHA, 7 May 2020)",https://reliefweb.int/disaster/fl-2020-000128-ken
DR Congo: Floods ,Apr,2020,Past Disaster,Flood,DR Congo,"The city of Uvira, centre of the eponymous territory, in South Kivu province of the Democratic Republic of the Congo (DRC), experienced heavy rainfalls that caused floods in the whole city and its surroundings during the night of 16 to 17 April 2020. The rains also affected neighbouring Maniema. Initial rapid assessments conducted show that these floods caused great damages in nine (9) out of the 14 districts of the city, affecting approximately 70,000 people who have been obliged to leave their houses to move in with host families or in temporary shelters set up by authorities, in schools and churches. Besides, at least 38 deaths, 185 wounded and 100 separated children have been registered. To note, there are 8 official shelters set up by authorities and 21 unofficial sites. Approximately 12,000 people (18 %) of affected communities now live in shelters while the remaining 58,000 have found refuge in host families. (IFRC, 05 May 2020)",https://reliefweb.int/disaster/fl-2020-000052-cod
Burundi: Floods and Landslides ,Apr,2020,Past Disaster,Flood1 more,Burundi,"Torrential rains, violent winds, landslides, and floods that occurred between 13 and 19 April have caused devastation in Cibitoke, Bubanza, and Bujumbura Rural provinces. On 19 April, according to local authorities, 27,972 people were displaced due to the Ruzizi river overflowing into six districts of Gatumba in Mutimbuzi Commune (Bujumbura Rural province). 6,010 houses were flooded, severely damaged or destroyed. Strong winds, torrential rains, and landslides have affected a total of 813 people in Rumonge province (715) and Bubanza province (98), the majority of whom are now displaced. The damage toll is still rising as flooded houses continue to collapse. (OCHA, 22 Apr 2020)In affected provinces, up to 160 homes were destroyed and 70 partially damaged, alongside 7,600 inundated in Mutimbuzi commune. Heavy and above-average rainfall is anticipated to continue until mid-May, potentially increasing displacement and testing coping capacity. Capacity to provide aid may be restricted throughout the upcoming rains, particularly as elections in May may divert government attention and resources. If flood water is untreated and people cannot access safe water, cholera and malaria may further spread. (ACAPS, 1 May 2020)Over 2,100 victims of severe flooding and mudslides in Burundi are receiving help from IOM, the International Organization for Migration (IOM). Weeks of torrential rain have hit Burundi affecting 45,000 people and sweeping away thousands of homes and businesses, leaving 18,000 people newly displaced. Three large displacement sites for victims have emerged around Burundi’s capital, Bujumbura, where thousands are living in temporary or makeshift accommodations. There are concerns the new displacement sites could increase their risk of contracting COVID-19, due to their overcrowded and unsanitary conditions. IOM under the coordination of OCHA, the United Nations Office for the Coordination of Humanitarian Affairs, and other UN agencies here are moving to reduce risk of potential exposure to COVID-19 during distributions of shelter, hygiene kits, and other types of emergency support. (IOM, 29 May 2020)Flooding has destroyed thousands of hectares of crops that were ready for harvest (mainly pulses and cereals), depriving the locals of essential food stocks for the coming year. With over 80 per cent of the population reliant on subsistence farming, already vulnerable communities will likely suffer a difficult lean season due to insufficient harvests, as well as increased market prices. (OCHA, 12 June 2020)",https://reliefweb.int/disaster/fl-2020-000054-bdi
Afghanistan: Floods ,Mar,2020,Past Disaster,Flash Flood2 more,Afghanistan,"Heavy rain has been affecting north and west Afghanistan (particularly Takhar, Parwan, and Herat Provinces) since 21 March, triggering flash floods that have resulted in casualties and damage. Media report, as of 2 April, at least 11 fatalities, 15 injured people, around 288 houses destroyed and 400 more damaged (including 30 mosques), and several power outages across the aforementioned Provinces.(ECHO, 2 Apr 2020)Since 28 March, flash floods following heavy rain affected 18 provinces in north-central and west regions of Afghanistan. Preliminary information suggests that floods have killed 11 people, while 15 people are injured. Most affected provinces are Farah, Badghis, Faryab, Baghlan, Takhar and Parwan. Needs assessments are coordinated by the local authorities and humanitarian agencies. The flash floods displaced families. At least 288 houses were completely destroyed, and 400 houses were partially damaged. Furthermore 500 hectares of agricultural crops were washed away.(ECHO, 3 Apr 2020)OCHA’s natural disaster tracking dashboardshows that more than 15,300 people have been affected by floods (13,900), landslides (616) and avalanches (819) since the start of the year. During flood-related displacement, host communities tend to extend their limited resources to families in need. Most displaced families are normally hosted by relatives or in neighbouring communities while they wait for the rain to subside prior to starting repair of their shelters. This coping mechanism creates favourable conditions for higher transmission of COVID-19 and in some cases may give rise to protection concerns for displaced people and their hosts. This is particularly concerning for the country’s west and south bordering Iran and Pakistan where flooding is already taking place. IOM and other ES-NFI partners have so far conducted 127 joint assessments in areas affected by floods. Assessment findings showed that more than 1,400 homes have been either damaged or destroyed. ES-NFI partners have further mobilised rapid shelter support and distribution of household
items to 9,366 people affected by floods.(OCHA, 6 Apr 2020)With the onset of the rainy season, severe flooding was reported across many provinces in Afghanistan over the past week. Provincial authorities and humanitarian partners coordinated joint needs assessments to reach affected areas and respond to humanitarian needs. To date, 480 families (approximately 3,360 people) were provided with emergency shelter and household items.(OCHA, 6 Apr 2020)Torrential rain affected several parts of the country over the last month, causing flash floods, triggering landslides and leading to casualties. The most affected Provinces were Badakhshan, Badghis, Baghlan, Farah, Faryab, Parwan, Takhar and Ghor. According to media reports, at least 56 people have died, 31 have been injured. Approximately 600 houses have been destroyed and over 3,000 partially damaged. (ECHO, 21 Apr 2020)Heavy rains in Kunar Province resulted in casualties and house damages. On 17 April, six members of the same family reportedly died in Khas Kunar district when the roof of a house collapsed due to heavy rains in eastern Kunar Province. Provincial authorities assisted affected families with food and non-food items. Also, flash flooding was reported in Dangam, Bar Kunar, Shigal districts. Initial reports showed that around 300 people were impacted.(OCHA, 22 Apr 2020)Since the beginning of the year, 17,000 people have been affected by flash floods and heavy rainfalls across Afghanistan, and almost 1,800 houses were damaged or destroyed, in addition to agricultural lands. Recently, over 800 families (approximately 4,200 people) were affected by flash floods in Badghis province and their needs are currently being assessed.(OCHA, 27 Apr 2020)As of 5 of May, flash floods triggered by heavy rain have affected Baghlan province (northern Afghanistan), resulting in fatalities and damage to buildings. According to media reports, the worst hit area is Tala Wa Barfak District (south-western Baghlan), where 4 people died and houses, farmlands and infrastructure were damaged. Search and rescue operations are ongoing. (ECHO, 5 May 2020)As of 17 of May, Interagency assessment teams verified 1,407 people affected by landslides in Faryab province and 1,379 people displaced by conflict in Balkh, Faryab, Sar-e-Pul and Jawzjan provinces. In addition, 4,760 people affected by flash floods received humanitarian assistance in Faryab and Samangan provinces.(OCHA, 17 May 2020)As of 28 May, flash floods affected at least 329 people in Badakhshan and Baghlan provinces, and destroyed 200 houses, agriculture lands and affected nearly 1,400 people in Sar-e-Pul province. (OCHA, 24 May 2020)On 23 June, heavy rains and localized flash floods impacted 945 people (135 families) in Kunar, Laghman and Nangarhar resulting in casualties and material damages. The Afghanistan National Disaster Management Authority (ANDMA) reported that three children died in Nari district and Khas Kunar district, Kunar province. Several houses were reportedly damaged and agricultural land and crops were extensively damaged in Nari and Nurgal districts in Kunar province. Two other children were reportedly killed by lightning. Humanitarian partners are already providing assistance to people affected by flash floods. On 24 June 2020, a thunderstorm struck killing two children in Batikot and Shinwar districts in Nangarhar province. ANDMA in Nangarhar provided immediate assistance (relief items and food assistance) to affected families. ANDMA has announced that it will provide a further 50,000 AFs to affected families  (OCHA, 28 Jun 2020).Flash floods triggered by heavy rain were reported in Nangarhar Province (eastern Afghanistan) on 31 July. According to media, the worst-hit area is Kuz Kunar District (northern Nangarhar), where at least 16 people died and dozens of houses were damaged. Additional floods have been reported also in Parwan Province (central-eastern Afghanistan) where homes and roads were damaged or destroyed. (ECHO, 3 Aug 2020).As per the initial reports from the Afghanistan National Disaster Management Authority (ANDMA); 495 families were affected by flash flood in Charikar provincial center on 2 August. Due to heavy rainfall, 26 families were reportedly affected in Marwawara, Shigal, Asadabad and Nurgal districts on 2 August. 48 families were affected by flood in Alishang, Alingar and Mihtarlam districts on 2 August. Eight families were affected and six persons were killed by flash flood in Zadran, Sayed Karam and Gardez districts on 08 August. (IOM, 11 Aug 2020).",https://reliefweb.int/disaster/fl-2020-000050-afg
Yemen: Floods ,Mar,2020,Past Disaster,Flash Flood1 more,Yemen,"Heavy rains hit southern parts of Yemen on 24 and 25 March, affecting Lahj, Aden, Abyan, Taizz, Al Dale’e, Al Mahrah and Hadramaut governorates badly. In Aden, torrential rains flooded houses and roads in Crater and Al Mualla districts. In Hadramaut, houses, road bridges, water networks, and crops were destroyed and livestock drowned in Al Sawm, Hajr, Mayfa and Brom districts. Sites for internally displaced people (IDPs) were worst affected where rains destroyed shelters and property and led to stagnant water. Initial findings suggest that at least 4,625 families have been affected in 60 IDP sites. (OCHA, 31 Mar 2020)An estimated 21,240 families (148,680 people) have been affected by flooding in 13 governorates since mid-April. Conditions are hardest for thousands of families already displaced who have lost shelter, food rations and household supplies. In Marib Governorate, torrential rains affected 6,286 families including 7 fatalities while 250 people were injured. The rains also caused houses to collapse, and damaged infrastructure making some roads impassable in Raymah Governorate and Marib City and surrounding areas. In Sana’a and northern governorates, at least 9,146 families were affected, with Sana’a City and most parts of Sana’a governorate particularly badly hit by flooding. Over 5,130 families have been affected in Hajjah Governorate alone, and partners have reported severe damage to shelters at sites for internally displaced persons (IDPs) as a result urgent needs for WASH interventions and food assistance are required. An estimated 4,764 households have been affected in IDP sites in southern governorates, including 1,812 families in Aden, 1,037 in Abyan, 917 in Taizz and 770 in Lahj governorates. In Aden City, the worst affected areas are Crater and Mualla. (OCHA, 24 Apr 2020)During the month of April, Yemen has experienced heavy rains which caused flash floods in different governorates of the country requiring immediate assistance. On 21 April, a tropical storm hit the southern coast of Yemen with highest impact in Lahj, Aden, Taiz, Ad Dali’, Abyan and Hadramawt. According to preliminary assessments, at least 150,000 people were affected across 13 governorates, including 64,000 internally displaced people. According to the UNOCHA Flash Floods Update No.21 and Flash Floods Update No.32, the health authorities in Aden reported on 22 April the deaths of seven people, including four children, while two people were missing. In Crater District, a family of four were reported to have died when their house collapsed, and in Mualla District, three people died and another 27 were injured. In Aden City, local authorities reported that 66 houses were damaged or destroyed. There is widespread damage to private and public property, including many vehicles and food stocks, and some basic services have been cut. The Ministry of Electricity reported a total power outage in Aden City; there was a possibility that power might be restored to some districts within 48 hours, while pumped drinking water was being restored after it stopped for 24 hours. At sites, for internally displaced people (IDPs) across southern governorates, initial assessments indicated that at least 5,537 displaced families were affected by the rains in 69 locations. In Mualla District in Aden, 100 families from the local community have been displaced by the floods besides flooding to two schools.  (IFRC, 28 Apr 2020)Heavy rain has been affecting several Governorates of the country (in particular Hadhramaut, Shabwa and Al Mahrah) since the last few days, causing widespread floods and resulting in casualties and damage. According to media reports, 16 people died in eastern Hadhramaut and central Shabwa. Around 130 people have been displaced, 25 houses flooded and hundreds of livestock have been killed by flood events in Hadhramaut. The authorities deployed emergency teams to rescue people trapped in valleys by the floodings. (ECHO, 5 Jun 2020)Since the past week, heavy rain has been affecting western Yemen (particularly Al-Hodeidah, Ibb, Hajjah, Lahj, Shabwah, Abyan, and Sana'a Governorates), triggering floods that have resulted in casualties and damage. Media reports, as of 28 July, 17 fatalities (of which 13 across Al-Hodeidah, 3 in Hajjah and one across Ibb). In addition, more than 50 houses were destroyed across the aforementioned Governorates. Over the next 24 hours, more heavy rain is forecast over western and central Governorates, with locally very heavy rain over the already affected ones. (ECHO, 29 Jul 2020)",https://reliefweb.int/disaster/ff-2020-000123-yem
