disaster,description,url
Sri Lanka: Floods and Landslides - May 2024,"Heavy rainfall, strong winds, thunderstorms and lightning continued to affect most of Sri Lanka since 10 May. The affected provinces are: Sabaragamuwa, Northern, Western, Southern, North Western, Central, North Central, Uva and Eastern. The Disaster Management Centre (DMC) reports, as of 23 May, four fatalities, ten injured people, nearly 1,000 damaged houses and a total of approximately 34,000 affected people across 18 districts throughout the aforementioned nine affected provinces. (ECHO, 23 May 2024)Heavy rainfall and thunderstorms have been affecting almost 24 districts of Sri Lanka since 15 May, resulting in casualties and damage. The National Disaster Relief Services Centre (NDRSC) report, as of 29 May, ten fatalities, of whom four in Puttalam, two in Galle, two in Ratnapura, one in Batulla and one in Nuwara Eliya districts in western and southern Sri Lanka. Three people are still missing, 26 have been injured, and a total of 66,787 people have been affected by severe weather. In addition, 37 houses have been destroyed and 5,556 have been partially damaged. (ECHO, 30 May 2024)Sri Lanka faces severe floods following heavy rains since Sunday, 2 June. Over 159,000 people are affected cross 13 districts. Colombo, Gampaha, Kalutara, Matara, Ratnapura, Kegalle, and Galle are the worst hit areas. The floods have caused at least 17 deaths and five people to be missing. Over 23,700 people are displaced in 119 shelters. Rescue efforts are ongoing, with boats deployed to Gampaha. The government is coordinating relief efforts. Flood alerts are in place for Colombo and other areas. (ECHO, 4 Jun 2024)Heavy rainfall, strong winds, thunderstorms and lightning, due to the onset of the Southwest Monsoon, continued to affect most of Sri Lanka since 1 June. The affected provinces are: Sabaragamuwa, Northen, Western, Southern, North Western and Central. Media report, as of 5 June, 26 fatalities and 41 injured people across the affected area. The Disaster Management Centre (DMC) also reports, as of 4 June, one person still missing, more than 8,200 evacuated people in 123 shelters, nearly 3,400 damaged houses and a total of approximately 161,300 affected people across 13 district throughout the aforementioned six affected provinces. (ECHO, 5 Jun 2024)According to the National Disaster Relief Services Centre (NDRSC), as of 6 June, 30 people died - seven in Ratanapura, six in Matara, and six others in Dalle District - three are still missing and 44 have been injured. Moreover, 281,144 people have been affected and more than 10,000 houses have been damaged. (ECHO, 6 Jun 2024)Heavy rain and strong winds brought by the south-west monsoon are still impacting most parts of Sri Lanka, causing floods, landslides and severe weather-related incidents that resulted in an increasing number of casualties and damage. The National Disaster Relief Service Centre (NDRRSC) recorded, as of 6 June, 33 fatalities, seven of which in Ratnapura district, another seven in Galle district, and six in Matara district. Moreover, three people are still missing, 47 others have been injured, almost 5,000 have been evacuated in 98 evacuation centres and more than 200,000 have been affected across 23 districts across the country. (ECHO, 11 Jun 2024)The humanitarian impact is still increasing in Sri Lanka following heavy rain and strong winds brought by the south-west monsoon since mid-May. This severe weather event is causing floods, landslides and severe weather-related incidents that resulted in casualties and damage. According to the National Disaster Relief Service Centre (NDRRSC), as of 11 June, 37 people died in ten Districts, most of them in Ratapura, Galle and Matara. Moreover, three people are still missing, 48 others have been injured, more than 8,000 have been evacuated in 122 evacuation centres and more than 235,854 have been affected across 23 districts. Furthermore, more than 16,000 houses have been damaged. (ECHO, 12 Jun 2024)",https://reliefweb.int/disaster/fl-2024-000077-lka
Ethiopia: Floods - May 2024,"Weeks of heavy rainfall and flooding in the East Africa region have triggered widespread displacement, with hundreds of thousands displaced across Burundi, Kenya, Rwanda, Somalia, Ethiopia and Tanzania. So far 637,000 people have been affected, including 234,000 displaced as of 3 May 2024, according to the UN Office for Coordination of Humanitarian Affairs, but the numbers keep rising. (IOM, 8 May 2024)Heavy rainfall since early May has caused severe flooding, affecting 9 villages of the Gujis, in southern Oromia; flooding has also been reported in some areas of Sidama, Central Ethiopia and South Ethiopia. In West Guji alone, 120,481 people have been affected, with 102,128 people displaced and five deaths. (ECHO, 16 May 2024)Heavy rains in April and early May caused flooding in several districts across the country, particularly in Afar, Amhara, Central Ethiopia, Oromia, Sidama, Somali, South Ethiopia, and Tigray regions, according to the Ethiopian Disaster Risk Management Commission (EDRMC). More than 590,000 people are reportedly affected and some 95,000 displaced, based on preliminary reports.  (OCHA, 24 May 2024), (IFRC, 30 May 2024)Heavy rainfall in Gambella region, western Ethiopia, has caused the Baro and Gilo rivers to overflow. 30,145 people from six woredas (towns) in Anywaa, Nuer zone have been affected and a total of 21,060 people have been displaced, out of whom close to 5,000 are children under five. The floods damaged homes and properties, destroyed over 2,000 hectares of cultivated land, and have contaminated water supply schemes, causing sanitation issues and a major shortage in drinking water. A severe malaria outbreak has been reported in the area. 12 health facilities and 46 schools have been flooded. The most urgent needs of the displaced are food security, NFIs, WASH, health, and education. (ECHO, 19 Aug 2024)",https://reliefweb.int/disaster/fl-2024-000074-eth
Uganda: Floods - May 2024,"Since the end of April, heavy rainfall has been affecting several parts of Uganda, causing floods and leading to casualties and damage. According to the International Federation of Red Cross and Red Crescent Societies (IFRC), as many as 49 people died, 28 are still missing, and 296 others have been injured. In addition, almost 18,500 people have been displaced and 39,185 affected across more than 15 districts of the country. For the next 48 hours, moderate rain is expected across the northern, central and southern parts of Uganda. With DG ECHO support, IFRC, through the Uganda Red Cross Society, is providing assistance with distribution of Non-Food Items (NFIs), de-silting kits to de-silt water channels and construct partly destroyed shelters, deployment of Red Cross volunteers, and is engaged in the search and rescue response along with district authorities. (ECHO, 15 May 2024)",https://reliefweb.int/disaster/fl-2024-000075-uga
Colombia: Floods - Apr 2024,"Since April 21, 2024, communities in the La Mojana subregion have faced heavy rains that have affected their daily lives. The leaks in the Jarillón Cara de Gato work, completed in February, increased the water levels in the pipes and swamps. On May 6, the Jarillón ruptured again, followed by the Jarillón Los Arrastres rupture on May 8. These breaks, together with the rainy season, have affected 38,854 people (12,995 families) in the communities of San Jacinto del Cauca (Bolívar), Guaranda, Sucre, Majagual, San Benito Abad, San Marcos, Caimito (Sucre) and Ayapel (Cordova).  (OCHA, 16 Jul 2024)",https://reliefweb.int/disaster/fl-2024-000117-col
Rwanda: Floods - Apr 2024,"In Rwanda, heavy rains and floods killed 14 people in Nyanza District, injured 27 in Burera District and damaged roads, bridges and 123 houses since 28 April and as of 2 May. Several hectares of rice and banana plantation in Ruhango District have been damaged, according to local authorities. Heavy rainfall, ranging between 40-50 mm, with thunderstorms is predicted to affect 17 districts across Northern, Western and Southern provinces between 30 April and 4 May, according to the Rwanda Meteorology Agency. Burera, Nyanza, Gakenke, and Ngororero districts received the highest amount of rainfall ranging from 84 to 105.2 mm between 30 April and 2 May. Impact such as severe widespread flooding to rivers, swamps and low-lying areas, landslides and damage to infrastructure are likely. (OCHA,  3 May 2024)",https://reliefweb.int/disaster/fl-2024-000064-rwa
Kyrgyzstan: Floods and Landslides - Apr 2024,"Since 20 April, heavy rainfall has been affecting the regions of Osh, Jalal-Abad and Talas (southern and eastern Kyrgyzstan) triggering several landslides, causing floods and resulting in casualties and damage. According to media, one person died on 20 April due to a landslide, while hundreds have been evacuated following floods in the Osh Region. Other mudslides occurred in the Jalal-Abad Region and resulted in 300 evacuated families. In addition, several roads have been closed due to both events.(ECHO, 24 Apr 2024)Due to heavy rains, five provinces, namely Osh, Jalal-Abad, Naryn, Batken, and Talas, were affected by severe floods, affecting 103,901 people and resulting in one casualty. Of the five provinces, the Ministry of Emergency Situations declared a state of emergency in three: Osh, Jalal-Abad, and Talas. The disaster destroyed and blocked main roads leading to and from the villages, damaged residential and non-residential buildings, and caused electricity cuts as a result of destroyed polling stations and power lines. The floods have also resulted in drinking water cuts in cities, affecting the water distribution fence. As some cemeteries and animal burials are under the risk of floods, the likelihood of disease outbreaks increased. It is important to highlight that Kyrgyzstan has been responding to a measles situation. As of 15 April 2024, according to the Republican Center of Immunoprophylaxis more than 8,000 cases of measles have been registered since the beginning of the year, leading to two fatalities. (IFRC, 6 May 2024)Heavy rainfall has been affecting Kyrgyzstan since 5 May, causing landslides, mudslides, floods and flash floods that have resulted in casualties and damage. Eight displaced families and nearly 100 affected families were reported across the Bazar-Korgon district (Jalal-Abad region) due to mudslides. (ECHO, 8 May 2024)On June 17, at about 18:30 local time, in the villages of Boston and Eski Kochkor-Ata in the Nooken district of the Jalal-Abad region, mudflows descended due to short-term rains. Additionally, 900 meters of the Osh-Bishkek Road were damaged by the mudflows and are currently closed. (IFRC & Kyrgyzstan Red Crescent, 18 Jun 2024) As of 18 June, the Red Cross and Red Crescent (IFRC) reports one fatality due to a landslide, five affected people and 300 assisted people in the two villages. (ECHO, 18 Jun 2024)On 23-24 June 2024, as a result of heavy rains in mountainous areas, mudflows occurred in the Batken, Talas and Jalal-Abad regions which affected more than 500 families. At the moment the Ministry of Emergency Situations has declared a state of emergency in 5 locations of Batken region. Additionally, in the village of Halmion, there is currently no access to drinking water. According to the MoeS, one person, aged 5, died as a result of the mudflows. (IFRC & Kyrgyzstan Red Crescent, 26 Jun 2024)On June 28, between 16:00 and 16:30, heavy rains in the mountainous area triggered floods in three villages of Nookat district in the Osh region. The floods caused significant damage to village infrastructure and affected 23 households. Tragically, 5 children lost their lives as a result of the mudflows. (IFRC & Kyrgyzstan Red Crescent, 29 Jun 2024)A state of emergency is declared in Batken district. July 10, at about 15:30 local time, heavy rains triggered mudflows in Ak-Tatyr village of Batken district. According to the Ministry of Emergency Situations, 32 houses were damaged to varying degrees, along with more than 60 household plots and agriculture field. On the evening of July 10, 138 people were evacuated from affected area to neighboring villages to their relatives. The village infrastructure was also significantly damaged (IFRC & Kyrgyzstan Red Crescent, 11 Jul 2024)Heavy rainfall has been affecting southern Kyrgyzstan since 14 July, causing floods, the Ak-Buura river overflow and landslides that have resulted in casualties and damage. As of 16 July, media reports four fatalities, 420 displaced people and 146 flooded houses in Osh city, Osh city region due to floods. In addition, 7,500 people are experiencing power outages. A state of emergency has been declared in Kyrgyzstan on 14 July. (ECHO, 16 Jul 2024)The number of casualties has increased following floods, including the Ak-Buura river overflow, and landslides across Osh region in southern Kyrgyzstan. According to the International Federation of Red Cross and Red Crescent Societies (IFRC), five people died while another is still missing. In addition, 450 people have been displaced and almost 3,000 affected. National authorities are providing help for those affected by the event. (ECHO, 17 Jul 2024)Heavy rainfall has been affecting eastern Kyrgyzstan (in particular Issyk-Kul, the easternmost region of the country) over the past few days, triggering mudslides and causing flash floods that have resulted in widespread damage. Media report, as 21 August, one destroyed house, nearly 500 damaged houses and several damaged roads across the villages of Kyzyl-Suu, Bulan Sogottu, Korumdu, Temir and Jeti-Oguz (Issyk-Kul region), mainly due to mudslides occurred on 18 August in the evening (UTC). (ECHO, 21 AUG 2024)",https://reliefweb.int/disaster/fl-2024-000053-kgz
Somalia: Floods - Apr 2024,"The Gu (April to June) rains intensified with flash floods reported since 19 April. Four people, three boys in Somaliland and a six-year-old girl in Hirshabelle State were reportedly killed; about 100 shelters for displaced people destroyed and at least 134 families (804 people) affected or displaced across Somalia. (OCHA, 22 Apr 2024)Heavy rains  led to localized floodings which affected an estimated 124,155 people across Somalia as of 28 April, with more than 5,130 displaced and seven children killed, according to partners in the field. The children included three in Somaliland and four in Hirshabelle State. The worst affected were Jubaland, Hirshabelle and South West states. On 27 April, flash floods inundated roads connecting Dhobley and Afmadow districts and its environs in Jubaland State, temporarily making the roads impassable thereby affecting an estimated 60,000 people in the two districts. The local airstrips in Dhobley and Afmadow were flooded. Moderate rains were also reported in Middle Juba and Gedo region, notably in Doolow, Luuq, and Bualle. (OCHA, 28 Apr 2024)More than 163,000 people were affected by heavy rains and floods as of 5 May. At least 37, 120 had been displaced or relocated and seven children killed in 11 out of 22 hotspot districts. At least 67 of the 95 verified settlements for internally displaced people in Hirshabelle were impacted by the rains, affecting about 39,120 people (6, 520 households). Partners reached over 72,000 people with some form of assistance in 25 districts across the country. Those reached include 9,070 households that received unconditional cash assistance. (OCHA, 6 May 2024)The Gu (April to June) heavy rains and flash floods spread to more areas of Somalia and affected at least 203,438 people, including around 37,120 displaced or relocated and nine people killed as of 8 May, according to authorities. Humanitarian partners working with the Federal Government had so far reached over 72,000 people in 25 districts with some form of assistance across the country. The floods destroyed and damaged infrastructure including some 3,080 shelters, 4,702 latrines, three schools and killed at least 100 livestock. Shallow wells were submerged and some destroyed, which in turn, posed a risk of cholera outbreak. Additionally, hectares of agricultural land were inundated by the floods, jeopardizing food security and might lead to an increase in price instability. According to humanitarian partners, at least 770,000 people could be affected by the time the Gu season ends.  (OCHA, 10 May 2024)Humanitarian partners, working together with the Federal Government of Somalia, continued to support people affected by Gu (April to June) seasonal rains and flash floods, and reached at least 157,000 people with some form of assistance. As of 14 May, the number of people affected by the ongoing rains had risen to 225,759 people including 38,727 people displaced and 9 deaths, according to the authorities. At least 3,000 people had been relocated. Across Somalia, the heavy rains and flash floods have resulted in the loss of livelihoods, including livestock, cropland, damaged small businesses and destroyed infrastructure including shelter (3,367 destroyed and 870 affected), water sources (29 water points), latrines (5,002), schools (7), and damaged roads. (OCHA, 19 May 2024)Humanitarian agencies, the Federal Government of Somalia, Federal Member States and partners continued to provide lifesaving assistance and reached at least 201,000 people in 36 districts with unconditional cash transfers, food and non- food items, cholera prevention and awareness messages, health, protection and water, sanitation and hygiene (WASH) assistance. The rains affected some 268,359 people and killed 10. The number of people displaced significantly rose to 81,000 from 38,700 reported on 19 May after the Shabelle River broke its banks in Belet Weyne district, displacing 42,600 people in Koshin, Haawo taako, Buundoweye, and Howlwadaag areas. At least 9,000 of those displaced in Belet Weyne reportedly returned to their homes and another 30,000 people were expected to return in the next two weeks. Schools in Belet Weyne town re-opened. In Dhobley and Afmadow, Jubaland State, some 24,000 people who were displaced went  back to their homes due to prevailing dry conditions.  Meanwhile, the spill over of Tropical Storm Laly reportedly led to the drowning of eight children in Marka town, Lower Shabelle on 23 May, according to the local community. Cases of acute watery diarrhoea (AWD)/cholera have risen across the country. In addition, the rains have impacted heavily on the water, sanitation and hygiene sector, destroying 644 latrines and extensively damaging 124 water points, thereby increasing vulnerability to waterborne diseases.  (OCHA, 30 May 2024)",https://reliefweb.int/disaster/fl-2024-000055-som
Yemen: Floods - Apr 2024,"Rain started on 16th April 2024 and continued, which caused flooding during the week of 20th April 2024. Hadramawt Governorate experienced significant repercussions due to intense rainfall and ensuing floods. Particularly, the IDP camps situated within the Governorate were severely affected. The Executive Unit for IDPs, operating through emergency operations rooms established in the impacted governorates due, has confirmed that 1,335 IDP households residing in the Maryamah, Madouda, Hosh Al-Adros, and Northern Gharran camps (located in Sayun, Mukalla, and Al Abr Districts) have encountered adverse consequences. These households have faced complete or partial damage of their shelters, NFIs, and food supplies. Urgent intervention is imperative to provide emergency shelters, NFI kits, and food kits to these 1,335 IDP households. (IFRC, 7 May 2024)Heavy rainfall on the night of 6 August 2024 has caused severe flooding across Hodeida governorate, including in Hodeida city. The deluge resulted in 30 fatalities and 5 missing persons, figures that are not yet final. It caused significant damage to infrastructure and displaced many residents, most of them internally displaced persons, and resulted in the closure of roads and public services. Severe damage has been reported in villages across the governorate, with initial reports suggesting one village was completely swept away by the floods. Streets and houses have been inundated, forcing residents to relocate to safer areas. There have also been complete or partial power outages. (WHO, 8 Aug 2024)Devastating rains and flooding hit the country severely at the end of June, worsening at the end of July and the first weeks of August. [...] Initial reports indicate that almost 34,260 families were affected by the rains and flooding across the country. Preliminary reports [...] stated that 57 were killed and 16 were injured. These numbers are likely to increase. In the first week of August, 9,259 families were reported to have been affected across the Al Hodeidah Hub area, (6,042 in Al Hodeidah, 2753 in Hajjah, 464 in Al Mahwit); 2,861 across the Sana’a hub (112 in Al Bayda, 1,800 in Sana’a City, 486 in Amran, 233 in Dhamar, 170 in Sana’a Governorate, and 60 in Mairb); 4,955 across Aden hub (611 in Abyan, 660 in areas of AdDhale’, 961 in Al Maharah, 1616 in Hadramawt, 584 in Lahj and 523 in Shabwah); 5,374 across the Ibb hub (271 in Ibb, 5,103 in Ta’iz) and 4,400 families in the Sa’dah hub (3,451 in Sa’dah, 949 in Al Jawf). (OCHA, 11 Aug 2024)",https://reliefweb.int/disaster/fl-2024-000059-yem
Kenya: Floods - Apr 2024,"The last week of March marked the start of the long rains season (March to May) characterized by isolated heavy storms that caused heavy rainfall and flash floods in several parts of the country. At least 13 people  died, nearly 3,000 households displaced, over 339 livestock killed, and unknown acres of croplands lost due to flooding in the country, according to initial reports. Areas of particular concern include Marsabit, Turkana, Tana River, Garissa, Kirinyaga, Muranga, Kiambu, Meru, Kisumu, Nairobi and Kitui counties. Humanitarian partners moved emergency shelter and non-food items to regions at risk of flooding while working with authorities to assess the needs alongside scaling up response to affected communities. Authorities issued advisories on the continuation of heavy rainfall in most parts of the country from 9 – 15 April. (OCHA, 11 Apr 2024)The number of people impacted by the March-May long rains continued to rise, with an estimated 103,485 people (20, 697 households) affected including 40,265 people (8,053 households) displaced; 32 deaths, and 15 injured across the country as of 18 April, according to the Kenya Red Cross Society. The heavy rains causing floods have also resulted in loss of livelihoods, including livestock, cropland, and destruction of small businesses. Damage to schools, water sources, and major roads was also reported. (OCHA, 19 Apr 2024)Heavy rains and flash floods left more than 103 people dead, 29 injured, 21 people missing, 150,365 people (30,073 families) displaced and nearly 191,000 affected across the country as of 28 April, according to the National Disaster Operations Centre (NDOC). A dam burst in the morning of 29 April in the southern town of Mai Mahiu in Nakuru County, reportedly killing dozens of people and affecting scores of others as Kenya experiences El Nino-induced above-average rains. Search and rescue operations by the authorities are ongoing. As of 24 April, over 4,824 livestock were lost, 27,717 acres of croplands damaged, 264 small businesses and 24 schools affected. (OCHA, 29 Apr 2024)Heavy rainfall continued to affect most of Kenya since the beginning of March (the long rainy season lasts from March to May), causing rivers overflow (particularly the Tana and the Mara rivers), floods, flash floods and triggering landslides that esulted in additional casualties and severe damage. The Kenya Red Cross reported, as of 1 May, 166 fatalities, 132 missing people, 23,511 displaced households (approximately 117,555 individuals) and 43,888 affected households (approximately 219,440 individuals). (ECHO, 2 May 2024)Heavy rainfall affected 38 of the 47 counties in Kenya (i.e 80% of the country), causing floods, triggering landslides and resulting in an increasing number of casualties and damage. Tropical Cyclone HIDAYA was expected to bring further heavy rainfall to the coastal areas of Kenya. According to the UN Office for the Coordination of Humanitarian Affairs (OCHA), as of 3 May, at least 210 people died, 164 were injured and 72 missing. In addition, more than 205,000 people were affected and 194,305 displaced. At least 52 people died because of the mudslide that occurred in Mai Mahiu on 29 April. Search and rescue operations were conducted in Nakuru, Nairobi, Kirinyaga, Homa Bay and Tana River. According to the Ministry of Health, the heavy rainfall and consequent floods also led to a fourth cholera outbreak. (ECHO, 6 May 2024)An estimated 267 people had been killed, 188 injured, 75 missing, while 281,835 people (56,367 families) were displaced and almost 380,573 (76,114 families) affected by persistent heavy rains and flooding as of 9 May, according to the National Disaster Operations Centre (NDOC). At least 9,973 livestock had been lost, 41,562 acres of cropland and 61 roads damaged, 886 businesses, 1,967 schools, 1,465 water sources and 62 health facilities damaged in 11 out of 42 counties affected by floods as of 9 May, according to authorities and the Kenya Red Cross Society.  (OCHA, 10 May 2024)An estimated 291 people had been killed, 188 injured, and 75 missing, while 278,380 people (55,676 families) had  been displaced and almost 412,763 (82,552 families) affected by heavy rains and floods between 1 March and 16 May 2024, according to the National Disaster Operations Centre (NDOC). At least 11,311 livestock had been lost, 47,578 acres of croplands and 67 roads damaged, 1,023 small businesses and 129 schools had also been affected as of 15 May, according to the Kenya Red Cross Society (KRCS). A total of 178 displacement sites were active, accommodating 71,704 people, according to the KRCS as of 17 May. The search and rescue operations were ongoing, including in Narok, West Pokot, Nyeri, Siaya and Kirinyaga counties. (OCHA, 17 May 2024)An estimated 315 people have been killed, 188 injured, and 38 missing, while more than 293,200 people (58,641 families) have been displaced and nearly 306,520 (61,304 families) have been affected by heavy rains and floods between 1 March and 18 June 2024, according to the NDOC. The March-April-May (MAM) 2024 rainfall has ceased over most parts of the country. (OCHA, 19 Jun 2024)",https://reliefweb.int/disaster/fl-2024-000045-ken
Tanzania: Floods - Apr 2024,"Heavy rainfall continues to affect most of Tanzania (in particular Dodoma and Dar es Salaam city areas) since early April, causing floods, flash floods and triggering landslides that have resulted in casualties and widespread damage. Media report, as of 26 April, 155 fatalities, 236 injured people, more than 200,000 affected people and approximately 10,000 damaged and destroyed buildings (included many schools) across the country. In addition, several roads and bridges have been damaged. Over the next 24 hours, more heavy rainfall with locally very heavy rainfall is still forecasted over most of the country. (ECHO, 26 Apr 2024)Heavy rains on 7 April caused severe flooding in Rufiji and Kibiti districts in the Pwani Region, in the east, affecting villages near the Rufiji River and its tributaries. Preliminary assessment information indicates that in Rufiji, 25 villages were affected, while in Kibiti, 10 villages were affected, resulting in loss of lives, injuries, and damage to infrastructure, settlements, schools, farmlands, and crops. Nearly 125,670 people were affected, as of 29 April, according to initial reports. Preliminary findings indicate that 10 schools have been closed (7 schools in Rufiji and 3 in Kibiti) affecting over 1,900 school children. (OCHA, 3 May 2024)",https://reliefweb.int/disaster/fl-2024-000058-tza
